,posicion,juego,dinero,jugadores,torneos,fecha
781,26.0,Ultimate Marvel vs. Capcom 3,175.0,21,5,2014-04-01
782,27.0,Super Smash Bros.,155.0,8,2,2014-04-01
783,28.0,Attack on Titan Tribute Game,150.0,2,1,2014-04-01
784,29.0,Killer Instinct (2013),30.0,17,3,2014-04-01
785,30.0,BlazBlue: Chronophantasma,0.0,12,2,2014-04-01
786,31.0,Capcom vs. SNK 2,0.0,8,1,2014-04-01
787,32.0,Dead or Alive 5 Ultimate,0.0,8,1,2014-04-01
788,33.0,Divekick,0.0,4,1,2014-04-01
789,34.0,Guilty Gear XX Accent Core Plus R,0.0,8,1,2014-04-01
790,35.0,King of Fighters XIII,0.0,16,2,2014-04-01
791,36.0,Marvel vs. Capcom 2,0.0,8,1,2014-04-01
792,37.0,Skullgirls Encore,0.0,4,1,2014-04-01
793,38.0,Soul Calibur II HD Online,0.0,8,1,2014-04-01
794,39.0,Soul Calibur V,0.0,8,1,2014-04-01
795,40.0,Street Fighter Alpha 3,0.0,8,1,2014-04-01
796,41.0,Street Fighter III: 3rd Strike,0.0,11,2,2014-04-01
797,42.0,Street Fighter X Tekken,0.0,15,2,2014-04-01
798,43.0,Super Street Fighter II Turbo,0.0,10,2,2014-04-01
799,1.0,League of Legends,684830.67,335,33,2014-05-01
800,2.0,StarCraft II,125423.7,163,47,2014-05-01
801,3.0,Attack on Titan Tribute Game,80000.0,27,6,2014-05-01
802,4.0,Counter-Strike: Global Offensive,63340.1,146,14,2014-05-01
803,5.0,Call of Duty: Ghosts,53419.81,71,10,2014-05-01
804,6.0,Dota 2,50002.17,101,7,2014-05-01
805,7.0,Hearthstone,36186.6,28,16,2014-05-01
806,8.0,SMITE,35000.0,5,1,2014-05-01
807,9.0,Battlefield 4,28562.48,25,5,2014-05-01
808,10.0,Super Smash Bros. Melee,13949.95,100,27,2014-05-01
809,11.0,Age of Empires II,7936.0,14,5,2014-05-01
810,12.0,Heroes of Newerth,5605.64,44,5,2014-05-01
811,13.0,Project M,5454.46,40,12,2014-05-01
812,14.0,Super Street Fighter IV Arcade Edition,4115.0,25,10,2014-05-01
813,15.0,Super Smash Bros. Brawl,2222.92,24,6,2014-05-01
814,16.0,NHL 14,1822.4,0,1,2014-05-01
815,17.0,Team Fortress 2,1628.25,12,1,2014-05-01
816,18.0,Quake Live,1562.57,10,8,2014-05-01
817,19.0,Ultimate Marvel vs. Capcom 3,1320.0,12,3,2014-05-01
818,20.0,WarCraft III,1138.69,7,2,2014-05-01
819,21.0,Tekken Tag Tournament 2,845.0,15,6,2014-05-01
820,22.0,BlazBlue: Chronophantasma,585.0,11,2,2014-05-01
821,23.0,FIFA 14,549.28,4,4,2014-05-01
822,24.0,TrackMania 2: Canyon,528.96,2,1,2014-05-01
823,25.0,Age of Mythology,450.0,3,1,2014-05-01
824,26.0,King of Fighters XIII,430.0,7,2,2014-05-01
825,27.0,Injustice: Gods Among Us,420.0,19,6,2014-05-01
826,28.0,TrackMania 2: Stadium,377.84,5,2,2014-05-01
827,29.0,Guilty Gear XX Accent Core Plus R,240.0,3,1,2014-05-01
828,30.0,Marvel vs. Capcom 2,200.0,3,1,2014-05-01
829,31.0,Dead or Alive 5 Ultimate,0.0,8,1,2014-05-01
830,32.0,Killer Instinct (2013),0.0,8,1,2014-05-01
831,33.0,Street Fighter X Tekken,0.0,4,1,2014-05-01
832,1.0,Dota 2,1153704.61,210,19,2014-06-01
833,2.0,League of Legends,445935.18,411,45,2014-06-01
834,3.0,StarCraft II,306444.8,118,38,2014-06-01
835,4.0,Counter-Strike: Global Offensive,158606.74,357,25,2014-06-01
836,5.0,Call of Duty: Ghosts,103415.72,68,7,2014-06-01
837,6.0,Hearthstone,47931.47,43,13,2014-06-01
838,7.0,Super Smash Bros. Melee,29381.12,64,25,2014-06-01
839,8.0,Ultra Street Fighter IV,26131.8,42,15,2014-06-01
840,9.0,FIFA 14,15737.49,12,6,2014-06-01
841,10.0,Team Fortress 2,15536.75,36,3,2014-06-01
842,11.0,Project M,9530.0,25,9,2014-06-01
843,12.0,Injustice: Gods Among Us,8845.0,19,6,2014-06-01
844,13.0,Point Blank,8619.38,14,1,2014-06-01
845,14.0,Killer Instinct (2013),8180.0,5,2,2014-06-01
846,15.0,Heroes of Newerth,7192.77,31,5,2014-06-01
847,16.0,StarCraft: Brood War,2837.36,3,1,2014-06-01
848,17.0,Quake Live,2611.0,15,6,2014-06-01
849,18.0,Attack on Titan Tribute Game,2500.0,8,1,2014-06-01
850,19.0,Ultimate Marvel vs. Capcom 3,2495.01,8,1,2014-06-01
851,20.0,Super Smash Bros. Brawl,1745.0,13,3,2014-06-01
852,21.0,Battlefield 4,1361.73,16,6,2014-06-01
853,22.0,Divekick,1200.0,3,1,2014-06-01
854,23.0,Tekken Tag Tournament 2,1165.01,16,5,2014-06-01
855,24.0,Age of Empires,880.0,17,1,2014-06-01
856,25.0,BlazBlue: Chronophantasma,870.0,8,1,2014-06-01
857,26.0,Persona 4 Arena,820.0,3,1,2014-06-01
858,27.0,Soul Calibur V,635.0,3,1,2014-06-01
859,28.0,King of Fighters XIII,555.0,3,1,2014-06-01
860,29.0,WarCraft III,480.0,3,1,2014-06-01
861,30.0,Capcom vs. SNK 2,445.0,3,1,2014-06-01
862,31.0,Guilty Gear XX Accent Core Plus R,200.0,3,1,2014-06-01
863,32.0,TrackMania 2: Stadium,137.4,3,1,2014-06-01
864,1.0,Dota 2,10942284.87,126,9,2014-07-01
865,2.0,StarCraft II,480780.96,218,53,2014-07-01
866,3.0,League of Legends,293935.88,275,39,2014-07-01
867,4.0,CrossFire,146578.8,49,6,2014-07-01
868,5.0,World of Tanks,100000.0,28,1,2014-07-01
869,6.0,Hearthstone,79474.3,48,15,2014-07-01
870,7.0,Counter-Strike: Global Offensive,70872.69,222,26,2014-07-01
871,8.0,SMITE,50000.0,15,1,2014-07-01
872,9.0,Quake Live,43630.0,26,12,2014-07-01
873,10.0,Ultra Street Fighter IV,36082.68,39,13,2014-07-01
874,11.0,BlazBlue: Chronophantasma,35080.0,8,1,2014-07-01
875,12.0,Pro Evolution Soccer 2014,29410.25,4,1,2014-07-01
876,13.0,FIFA 14,26949.66,9,6,2014-07-01
877,14.0,Call of Duty: Ghosts,21323.52,32,5,2014-07-01
878,15.0,Halo 4,18950.0,16,2,2014-07-01
879,16.0,Killer Instinct (2013),13379.8,8,1,2014-07-01
880,17.0,Super Smash Bros. Melee,12939.0,35,7,2014-07-01
881,18.0,Ultimate Marvel vs. Capcom 3,10140.0,8,1,2014-07-01
