,publishedat,channeltitle,duration,viewcount,likecount,commentcount,juego
219,2017-11-29,TheGrefg,540.0,1913955,106782.0,1588.0,Fortnite
220,2017-11-08,Muselk,626.0,1846033,34252.0,1412.0,Fortnite
221,2017-11-05,XpertThief,441.0,1832518,28287.0,1509.0,Fortnite
222,2017-11-09,Lachlan,9211.0,1766609,18788.0,1076.0,Fortnite
223,2017-11-30,Ali-A,1340.0,1712159,53730.0,5356.0,Fortnite
224,2017-11-18,Ali-A,1166.0,1591734,83631.0,4278.0,Fortnite
225,2017-11-01,Willyrex,926.0,1574252,53253.0,1689.0,Fortnite
226,2017-11-21,Ali-A,1284.0,1483278,48027.0,3677.0,Fortnite
227,2017-11-14,Agustin51,680.0,1335263,89618.0,4060.0,Fortnite
228,2017-11-13,Top5Gaming,637.0,1327825,18757.0,462.0,Fortnite
229,2017-11-13,Vikkstar123,1086.0,1281375,18688.0,552.0,Fortnite
230,2017-11-20,H2ODelirious,1340.0,1248856,29095.0,1195.0,Fortnite
231,2017-11-24,Muselk,776.0,1229726,24951.0,1812.0,Fortnite
232,2017-11-29,DaniRep Happy,1086.0,1207835,43215.0,2716.0,Fortnite
233,2017-11-26,Mr. Fruit,1294.0,1029659,10238.0,839.0,Fortnite
234,2017-11-06,Cizzorz,1477.0,942797,13497.0,885.0,Fortnite
235,2017-11-30,Muselk,948.0,940753,20591.0,2150.0,Fortnite
236,2017-11-26,Agustin51,735.0,910133,45086.0,719.0,Fortnite
237,2017-11-09,Willyrex,1257.0,847172,33703.0,928.0,Fortnite
238,2017-11-02,LOLiTO FDEZ,1294.0,781537,29434.0,1272.0,Fortnite
239,2017-11-06,Fortnite,14.0,763894,14646.0,997.0,Fortnite
240,2017-11-30,AlphaSniper97,708.0,690371,44069.0,713.0,Fortnite
241,2017-11-20,WildeThang,128.0,673684,6098.0,426.0,Fortnite
242,2017-11-08,Axel 1UP,756.0,666631,15724.0,600.0,Fortnite
243,2017-11-27,Willyrex,1176.0,620008,31553.0,669.0,Fortnite
244,2017-11-25,AlphaSniper97,725.0,567817,54053.0,1197.0,Fortnite
245,2017-11-03,Willyrex,1860.0,546436,23653.0,789.0,Fortnite
246,2017-11-25,Willyrex,5972.0,546215,19991.0,650.0,Fortnite
247,2017-11-09,LOLiTO FDEZ,1397.0,544142,18717.0,580.0,Fortnite
248,2017-11-29,Willyrex,8775.0,525321,33715.0,323.0,Fortnite
249,2017-11-16,Lachlan,739.0,520606,6916.0,412.0,Fortnite
250,2017-11-17,Willyrex,10162.0,504416,29488.0,601.0,Fortnite
251,2017-11-16,SXVXN,624.0,425601,5582.0,2289.0,Fortnite
252,2017-11-20,Willyrex,10111.0,415878,25078.0,364.0,Fortnite
253,2017-11-27,Chenti,357.0,410255,7903.0,1045.0,Fortnite
254,2017-11-30,Typical Gamer,10694.0,408238,8616.0,260.0,Fortnite
255,2017-11-22,Willyrex,9104.0,372942,24339.0,389.0,Fortnite
256,2017-12-01,Mr Sark,616.0,363238,11154.0,398.0,Fortnite
257,2017-11-24,MM7Games,9868.0,351003,7382.0,163.0,Fortnite
258,2017-11-12,Best Twitch Moments,1155.0,340472,2812.0,199.0,Fortnite
259,2017-11-13,LOLiTO FDEZ,621.0,326863,10332.0,481.0,Fortnite
260,2017-11-26,iTownGamePlay *Terror&Diversión*,1025.0,310757,12193.0,1088.0,Fortnite
261,2017-11-09,Typical Gamer,12678.0,311339,9266.0,330.0,Fortnite
262,2017-11-28,Azaustre Square,153.0,273296,5184.0,197.0,Fortnite
263,2017-11-06,Typical Gamer,10835.0,272750,9029.0,325.0,Fortnite
264,2017-11-26,jackfrags,1595.0,266312,8141.0,324.0,Fortnite
265,2017-11-28,LOLiTO FDEZ,1356.0,266892,11311.0,410.0,Fortnite
266,2017-11-07,ZerkaaPlays,2581.0,265253,5173.0,200.0,Fortnite
267,2017-11-30,LOLiTO FDEZ,1308.0,257923,11842.0,292.0,Fortnite
268,2017-12-22,Fe4RLess,627.0,25984111,591489.0,15577.0,Fortnite
269,2017-12-25,Rubygex64,105.0,25036978,154384.0,3757.0,Fortnite
270,2017-12-05,Muselk,799.0,17042148,309321.0,16859.0,Fortnite
271,2017-12-18,Red Arcade,1374.0,17040682,109914.0,2505.0,Fortnite
272,2017-12-09,Fe4RLess,654.0,11694899,131313.0,6146.0,Fortnite
273,2017-12-14,ItzBazooka,156.0,10962076,133079.0,11082.0,Fortnite
274,2017-12-16,Ali-A,1330.0,10626276,169513.0,10913.0,Fortnite
275,2017-12-16,Flowzwtf,281.0,9826091,76585.0,8270.0,Fortnite
276,2017-12-24,Ali-A,202.0,9037846,222037.0,17748.0,Fortnite
277,2017-12-13,Ali-A,1243.0,8122821,106041.0,12410.0,Fortnite
278,2017-12-20,Lachlan,1995.0,7716805,85798.0,4694.0,Fortnite
279,2017-12-31,Ali-A,1543.0,7673299,157737.0,11468.0,Fortnite
280,2017-12-30,Best Trends,601.0,7240757,156731.0,596.0,Fortnite
281,2017-12-19,A_Rival Planetskill,120.0,6955958,117898.0,5920.0,Fortnite
282,2017-12-10,Ali-A,1568.0,6866249,143821.0,5643.0,Fortnite
283,2017-12-07,elrubiusOMG,5852.0,6759574,286519.0,12286.0,Fortnite
284,2017-12-06,Muselk,844.0,6607879,87608.0,3612.0,Fortnite
285,2017-12-15,DanTDM,1358.0,6156670,60912.0,11205.0,Fortnite
286,2017-12-01,thatdenverguy,857.0,6127299,106865.0,19733.0,Fortnite
287,2017-12-19,Ali-A,1273.0,6071848,93501.0,6369.0,Fortnite
288,2017-12-31,MM7Games,1994.0,6015556,58343.0,2994.0,Fortnite
289,2017-12-28,VEGETTA777,1102.0,5952406,174359.0,4327.0,Fortnite
290,2017-12-05,Lachlan,724.0,5672174,65832.0,5084.0,Fortnite
291,2017-12-26,Ali-A,1379.0,5636410,112060.0,25546.0,Fortnite
292,2017-12-27,Uzub,308.0,5514228,50212.0,2961.0,Fortnite
293,2017-12-30,TheGrefg,1163.0,5400100,229448.0,7528.0,Fortnite
294,2017-12-18,LOLiTO FDEZ,1327.0,5401126,157127.0,6211.0,Fortnite
295,2017-12-08,Ali-A,1518.0,5227016,118083.0,7181.0,Fortnite
296,2017-12-06,Red Arcade,615.0,5209678,49523.0,938.0,Fortnite
297,2017-12-26,H2ODelirious,1462.0,5070141,64655.0,2595.0,Fortnite
298,2017-12-09,Ali-A,850.0,4903643,152296.0,8161.0,Fortnite
299,2017-12-29,Lachlan,944.0,4867718,30990.0,1128.0,Fortnite
300,2017-12-03,Daequan Loco,972.0,4852510,138654.0,9862.0,Fortnite
301,2017-12-05,Willyrex,1118.0,4612246,131941.0,4248.0,Fortnite
302,2017-12-29,Ali-A,1239.0,4487282,79182.0,7377.0,Fortnite
303,2017-12-30,DanTDM,1148.0,4458192,74545.0,15975.0,Fortnite
304,2017-12-31,TBNRFrags,890.0,4439327,55092.0,3981.0,Fortnite
305,2017-12-31,NICKMERCS,1225.0,4163350,58537.0,4631.0,Fortnite
306,2017-12-22,Muselk,1425.0,4060407,80664.0,4577.0,Fortnite
307,2017-12-14,Willyrex,634.0,3953877,83605.0,4873.0,Fortnite
308,2017-12-30,VEGETTA777,2157.0,3838725,151226.0,12656.0,Fortnite
309,2017-12-24,Lachlan,1261.0,3672269,43291.0,1706.0,Fortnite
310,2017-12-28,Ali-A,1314.0,3589796,70101.0,7247.0,Fortnite
311,2017-12-08,XpertThief,655.0,3510906,40099.0,2116.0,Fortnite
312,2017-12-18,Willyrex,1157.0,3507995,108528.0,1935.0,Fortnite
313,2017-12-13,XpertThief,609.0,3505542,59374.0,3760.0,Fortnite
314,2017-12-24,VEGETTA777,903.0,3308707,122539.0,3909.0,Fortnite
315,2017-12-10,thatdenverguy,800.0,3285414,47790.0,14043.0,Fortnite
316,2017-12-27,Ali-A,1310.0,3238614,60436.0,6695.0,Fortnite
317,2017-12-23,Ali-A,1246.0,3223550,87337.0,6600.0,Fortnite
318,2017-12-15,Lachlan,8853.0,3200733,15692.0,624.0,Fortnite
319,2017-12-24,Grian,1173.0,3128223,76158.0,15510.0,Fortnite
320,2017-12-21,MM7Games,1449.0,3123583,37180.0,953.0,Fortnite
321,2017-12-04,Muselk,691.0,3096377,62743.0,2847.0,Fortnite
322,2017-12-28,TheGrefg,603.0,3063647,135685.0,3618.0,Fortnite
323,2017-12-02,Ali-A,1542.0,3053768,117416.0,7715.0,Fortnite
324,2017-12-10,Willyrex,668.0,2784132,82946.0,881.0,Fortnite
325,2017-12-10,McCreamy,616.0,2778645,56416.0,1631.0,Fortnite
326,2017-12-04,NoahsNoah,474.0,2703551,56811.0,4507.0,Fortnite
327,2017-12-31,Muselk,1530.0,2658185,43612.0,3710.0,Fortnite
328,2017-12-16,LOLiTO FDEZ,1377.0,2652390,166325.0,2985.0,Fortnite
329,2017-12-06,Ali-A,1174.0,2641467,53986.0,5115.0,Fortnite
330,2017-12-08,EDM Bot,218.0,2614163,55356.0,1952.0,Fortnite
331,2017-12-15,Ali-A,1264.0,2497980,77132.0,4738.0,Fortnite
332,2017-12-21,Lachlan,1380.0,2246971,39810.0,1535.0,Fortnite
333,2017-12-24,Ali-A,1394.0,2215739,64370.0,13171.0,Fortnite
334,2017-12-09,TheGamingLemon,1398.0,2210523,65005.0,11271.0,Fortnite
335,2017-12-08,Lachlan,6035.0,2166973,12310.0,663.0,Fortnite
336,2017-12-07,Ali-A,1316.0,2131999,48699.0,6199.0,Fortnite
337,2017-12-04,Lachlan,7327.0,2125655,15493.0,892.0,Fortnite
338,2017-12-14,Ali-A,1454.0,2104541,53847.0,3565.0,Fortnite
339,2017-12-08,Willyrex,940.0,2052929,63787.0,1688.0,Fortnite
340,2017-12-22,CiccioGamer89,1201.0,2023664,141170.0,2181.0,Fortnite
341,2017-12-28,Denis,1328.0,1966995,34081.0,10210.0,Fortnite
342,2017-12-19,Muselk,1998.0,1944971,44781.0,4682.0,Fortnite
343,2017-12-20,Zoko,843.0,1920419,21528.0,1117.0,Fortnite
344,2017-12-23,Muselk,1983.0,1901253,35770.0,7827.0,Fortnite
345,2018-01-20,NerdOut!,229.0,51116484,454619.0,21151.0,Fortnite
346,2018-01-31,Ninja,1079.0,49647702,988053.0,42534.0,Fortnite
347,2018-01-28,FGTeeV,884.0,24066503,122900.0,14863.0,Fortnite
