,unnamed: 0.1,publishedat,channeltitle,duration,viewcount,likecount,commentcount,juego
4863,4863,2017-09-24,SkinSpotlights,252.0,630402,4329.0,185.0,League of Legends
4864,4864,2017-09-11,SkinSpotlights,225.0,622952,4083.0,351.0,League of Legends
4865,4865,2017-09-27,SkinSpotlights,196.0,606800,5043.0,479.0,League of Legends
4866,4866,2017-09-27,SkinSpotlights,245.0,605295,6221.0,511.0,League of Legends
4867,4867,2017-09-26,SkinSpotlights,158.0,596619,4747.0,445.0,League of Legends
4868,4868,2017-09-06,SkinSpotlights,230.0,586402,5662.0,422.0,League of Legends
4869,4869,2017-09-26,SkinSpotlights,152.0,582081,4896.0,474.0,League of Legends
4870,4870,2017-09-21,Jeremy - Gaming Curios,699.0,579107,5023.0,479.0,League of Legends
4871,4871,2017-09-24,SkinSpotlights,264.0,569309,3957.0,296.0,League of Legends
4872,4872,2017-09-28,Leader,181.0,565525,10071.0,499.0,League of Legends
4873,4873,2017-09-06,SkinSpotlights,251.0,560234,5703.0,301.0,League of Legends
4874,4874,2017-09-11,SkinSpotlights,203.0,559453,4365.0,235.0,League of Legends
4875,4875,2017-09-12,SkinSpotlights,157.0,557028,6510.0,636.0,League of Legends
4876,4876,2017-09-24,SkinSpotlights,301.0,537683,4547.0,381.0,League of Legends
4877,4877,2017-09-23,Max Samson,377.0,487565,18354.0,863.0,League of Legends
4878,4878,2017-09-06,SkinSpotlights,218.0,477724,3834.0,196.0,League of Legends
4879,4879,2017-09-24,SkinSpotlights,196.0,471093,3194.0,94.0,League of Legends
4880,4880,2017-09-12,SkinSpotlights,178.0,456366,4981.0,684.0,League of Legends
4881,4881,2017-09-25,gameranx,412.0,447950,10994.0,2461.0,League of Legends
4882,4882,2017-09-24,SkinSpotlights,226.0,440123,3761.0,273.0,League of Legends
4883,4883,2017-09-24,SkinSpotlights,248.0,412514,3944.0,357.0,League of Legends
4884,4884,2017-09-24,LLA,24846.0,400816,6229.0,192.0,League of Legends
4885,4885,2017-09-27,SkinSpotlights,178.0,400131,3214.0,471.0,League of Legends
4886,4886,2017-09-25,Bluejaypig,417.0,387913,3225.0,303.0,League of Legends
4887,4887,2017-09-25,LLA,27958.0,345521,5418.0,56.0,League of Legends
4888,4888,2017-09-04,JayFmusicRap,290.0,326755,9190.0,946.0,League of Legends
4889,4889,2017-09-03,WithZack,1374.0,325305,18768.0,2790.0,League of Legends
4890,4890,2017-09-26,LLA,27378.0,322260,3534.0,300.0,League of Legends
4891,4891,2017-09-26,Redmercy,424.0,294371,4887.0,465.0,League of Legends
4892,4892,2017-09-17,Silvxs,258.0,285440,3567.0,180.0,League of Legends
4893,4893,2017-09-17,Franmaster,607.0,274921,9395.0,1400.0,League of Legends
4894,4894,2017-09-11,CooLifeGame,381.0,271041,10586.0,191.0,League of Legends
4895,4895,2017-09-25,DeoNade,328.0,270938,3102.0,259.0,League of Legends
4896,4896,2017-09-09,Redmercy,1151.0,265501,8389.0,545.0,League of Legends
4897,4897,2017-09-14,Doublelift,323.0,259401,6713.0,237.0,League of Legends
4898,4898,2017-09-24,UnderratedRiven,463.0,253495,3501.0,279.0,League of Legends
4899,4899,2017-09-10,Bth Games Music,795.0,250320,6273.0,539.0,League of Legends
4900,4900,2017-09-06,SkinSpotlights,195.0,244990,1564.0,147.0,League of Legends
4901,4901,2017-09-24,SkinSpotlights,207.0,244759,1547.0,84.0,League of Legends
4902,4902,2017-09-27,SkinSpotlights,189.0,243288,1849.0,170.0,League of Legends
4903,4903,2017-09-29,LLA,25478.0,238003,2625.0,39.0,League of Legends
4904,4904,2017-09-28,League of Legends,4154.0,235728,3260.0,804.0,League of Legends
4905,4905,2017-09-16,Protatomonster,208.0,225204,2342.0,122.0,League of Legends
4906,4906,2017-09-04,DeoNade,189.0,224353,2693.0,227.0,League of Legends
4907,4907,2017-09-03,Redmercy,695.0,220831,6513.0,2833.0,League of Legends
4908,4908,2017-09-30,NT Leo,676.0,194243,4909.0,251.0,League of Legends
4909,4909,2017-09-24,SkinSpotlights,184.0,185466,1367.0,147.0,League of Legends
4910,4910,2017-09-24,SkinSpotlights,197.0,178668,1577.0,75.0,League of Legends
4911,4911,2017-09-24,Godzu,602.0,174554,1958.0,133.0,League of Legends
4912,4912,2017-09-10,Max Samson,589.0,170840,7042.0,355.0,League of Legends
4913,4913,2017-09-01,League of Legends - España,462.0,163738,5005.0,1417.0,League of Legends
4914,4914,2017-09-27,CooLifeGame,512.0,163114,7971.0,261.0,League of Legends
4915,4915,2017-09-19,League Of Legends Mid,645.0,158453,941.0,31.0,League of Legends
4916,4916,2017-09-12,NT Leo,799.0,153161,3756.0,94.0,League of Legends
4917,4917,2017-09-15,Riot Games Community,264.0,134346,4956.0,278.0,League of Legends
4918,4918,2017-09-24,SkinSpotlights,193.0,129789,724.0,32.0,League of Legends
4919,4919,2017-09-14,Vandiril,147.0,126960,3530.0,604.0,League of Legends
4920,4920,2017-09-06,NT Leo,542.0,120794,2474.0,99.0,League of Legends
4921,4921,2017-10-18,League of Legends,179.0,228971882,2859925.0,77357.0,League of Legends
4922,4922,2017-10-01,TheIDK,236.0,8389380,113311.0,7963.0,League of Legends
4923,4923,2017-10-12,Imaqtpie,933.0,2961596,73921.0,3152.0,League of Legends
4924,4924,2017-10-16,Leader,111.0,2643323,42625.0,995.0,League of Legends
4925,4925,2017-10-31,League of Legends,159.0,2381273,38343.0,1339.0,League of Legends
4926,4926,2017-10-26,League of Legends,215.0,2159366,36263.0,1804.0,League of Legends
4927,4927,2017-10-26,League of Legends,84.0,1552505,45844.0,633.0,League of Legends
4928,4928,2017-10-20,WehSing,836.0,1523548,13601.0,2839.0,League of Legends
4929,4929,2017-10-10,SkinSpotlights,148.0,1453283,13805.0,2213.0,League of Legends
4930,4930,2017-10-24,SkinSpotlights,169.0,1205147,10052.0,2871.0,League of Legends
4931,4931,2017-10-24,SkinSpotlights,165.0,1089768,9821.0,1638.0,League of Legends
4932,4932,2017-10-24,SkinSpotlights,134.0,880525,6453.0,692.0,League of Legends
4933,4933,2017-10-24,SkinSpotlights,139.0,866860,5871.0,599.0,League of Legends
4934,4934,2017-10-09,SkinSpotlights,300.0,801605,6429.0,206.0,League of Legends
4935,4935,2017-10-23,SkinSpotlights,270.0,735237,5404.0,484.0,League of Legends
4936,4936,2017-10-11,Streamer Showdown,5627.0,709613,3083.0,257.0,League of Legends
4937,4937,2017-10-22,DeoNade,606.0,692248,8345.0,664.0,League of Legends
4938,4938,2017-10-22,League of Legends,41.0,684878,28869.0,2114.0,League of Legends
4939,4939,2017-10-08,DeoNade,614.0,674359,9865.0,466.0,League of Legends
4940,4940,2017-10-23,SkinSpotlights,198.0,653506,5645.0,385.0,League of Legends
4941,4941,2017-10-26,League of Legends,48.0,642521,9940.0,837.0,League of Legends
4942,4942,2017-10-23,SkinSpotlights,271.0,562846,3575.0,239.0,League of Legends
4943,4943,2017-10-09,SkinSpotlights,244.0,546624,4930.0,395.0,League of Legends
4944,4944,2017-10-15,DeoNade,616.0,528783,8994.0,730.0,League of Legends
4945,4945,2017-10-21,League of Legends,43.0,516668,16844.0,794.0,League of Legends
4946,4946,2017-10-11,League of Legends,68.0,499794,8567.0,2580.0,League of Legends
4947,4947,2017-10-18,Jeremy - Gaming Curios,645.0,482930,6194.0,3581.0,League of Legends
4948,4948,2017-10-04,DeoNade,310.0,466121,4558.0,198.0,League of Legends
4949,4949,2017-10-18,Zirblake YT,316.0,438078,20348.0,559.0,League of Legends
4950,4950,2017-10-09,SkinSpotlights,234.0,431365,3174.0,245.0,League of Legends
4951,4951,2017-10-15,LLA,23291.0,383598,4745.0,125.0,League of Legends
4952,4952,2017-10-20,LLA,19290.0,381161,5025.0,230.0,League of Legends
4953,4953,2017-10-10,Redmercy,1548.0,375315,4923.0,560.0,League of Legends
4954,4954,2017-10-16,CooLifeGame,436.0,351639,14121.0,385.0,League of Legends
4955,4955,2017-10-12,LLA,30989.0,351346,4059.0,108.0,League of Legends
4956,4956,2017-10-23,CooLifeGame,479.0,338204,21432.0,321.0,League of Legends
4957,4957,2017-10-28,LLA,19302.0,321282,4331.0,168.0,League of Legends
4958,4958,2017-10-05,LLA,24122.0,291270,4028.0,105.0,League of Legends
4959,4959,2017-10-10,Max Samson,344.0,262879,10410.0,367.0,League of Legends
4960,4960,2017-10-14,LLA,25936.0,250808,2756.0,44.0,League of Legends
4961,4961,2017-10-23,Aruvn,234.0,239001,7893.0,285.0,League of Legends
4962,4962,2017-10-21,LLA,18426.0,221766,2663.0,68.0,League of Legends
4963,4963,2017-10-19,ReubenMaster,261.0,217252,7713.0,478.0,League of Legends
4964,4964,2017-10-08,LLA,24662.0,213894,2496.0,46.0,League of Legends
4965,4965,2017-10-09,SeeS,352.0,207425,6981.0,173.0,League of Legends
4966,4966,2017-10-04,farfromsubtle,306.0,201615,17145.876347072546,4.0,League of Legends
4967,4967,2017-10-09,SkinSpotlights,253.0,195627,1751.0,105.0,League of Legends
4968,4968,2017-10-13,Jota LoL,239.0,185621,5995.0,1172.0,League of Legends
4969,4969,2017-10-01,DeoNade,249.0,180506,3778.0,501.0,League of Legends
4970,4970,2017-10-28,Jeremy - Gaming Curios,635.0,147656,2353.0,201.0,League of Legends
4971,4971,2017-10-09,SkinSpotlights,262.0,146532,1156.0,106.0,League of Legends
4972,4972,2017-10-19,Rubico TV,146.0,147030,696.0,75.0,League of Legends
4973,4973,2017-10-17,Protatomonster,240.0,144921,2214.0,79.0,League of Legends
4974,4974,2017-10-14,Godzu,618.0,127878,2781.0,88.0,League of Legends
4975,4975,2017-10-09,League of Legends - France,314.0,126820,3534.0,375.0,League of Legends
4976,4976,2017-10-24,Rubico TV,121.0,125134,1112.0,85.0,League of Legends
4977,4977,2017-10-13,Protatomonster,227.0,119112,2309.0,1545.0,League of Legends
4978,4978,2017-10-09,Marioverehrer,115.0,114895,2892.0,156.0,League of Legends
4979,4979,2017-10-06,LLA,23033.0,114457,1402.0,17.0,League of Legends
4980,4980,2017-10-06,Remus,118.0,103319,433.0,232.0,League of Legends
4981,4981,2017-10-05,EpicSkillshot - LoL VOD Library,1448.0,96169,633.0,116.0,League of Legends
4982,4982,2017-10-31,Anklespankin,2158.0,95778,2300.0,272.0,League of Legends
4983,4983,2017-10-31,Te contare,167.0,90843,1901.0,54.0,League of Legends
4984,4984,2017-10-16,Rubico TV,148.0,89699,340.0,27.0,League of Legends
4985,4985,2017-10-17,Kenneth Norriega,305.0,83691,276.0,416.0,League of Legends
4986,4986,2017-10-12,Nicetryian,218.0,81272,1966.0,182.0,League of Legends
4987,4987,2017-10-18,Rubico TV,144.0,80010,358.0,40.0,League of Legends
4988,4988,2017-10-31,Shaved Alpaca,63.0,75742,674.0,156.0,League of Legends
4989,4989,2017-10-16,Stadium Astro,329.0,73162,653.0,219.0,League of Legends
4990,4990,2017-10-25,Kobe2408,206.0,68376,332.0,31.0,League of Legends
4991,4991,2017-10-30,Kada Xuanwu,261.0,68371,1262.0,93.0,League of Legends
4992,4992,2017-10-21,David Play,530.0,66291,1054.0,142.0,League of Legends
4993,4993,2017-10-19,Kobe2408,265.0,61871,404.0,121.0,League of Legends
4994,4994,2017-10-07,Riot Games LAN,341.0,53314,2286.0,189.0,League of Legends
4995,4995,2017-10-24,Rubico TV,114.0,53388,283.0,25.0,League of Legends
4996,4996,2017-10-08,GRANDMASTER,636.0,52299,400.0,30.0,League of Legends
4997,4997,2017-10-09,League of Legends - Germany,314.0,47246,1702.0,248.0,League of Legends
4998,4998,2017-11-04,LoL Esports,1068.0,4844857,74559.0,3097.0,League of Legends
4999,4999,2017-11-21,League of Legends,117.0,3804861,88008.0,3207.0,League of Legends
5000,5000,2017-11-20,League of Legends,313.0,2802402,42507.0,4524.0,League of Legends
5001,5001,2017-11-04,Bismut,266.0,2712934,39741.0,1804.0,League of Legends
5002,5002,2017-11-06,SkinSpotlights,220.0,2589170,28089.0,3188.0,League of Legends
5003,5003,2017-11-13,League of Legends,211.0,2155582,35377.0,2650.0,League of Legends
5004,5004,2017-11-06,SkinSpotlights,172.0,2083435,20569.0,2575.0,League of Legends
5005,5005,2017-11-04,LLA,18269.0,1756840,23664.0,1591.0,League of Legends
5006,5006,2017-11-30,League of Legends,406.0,1709108,35072.0,195.0,League of Legends
5007,5007,2017-11-07,Sing King,249.0,1617217,24411.0,953.0,League of Legends
5008,5008,2017-11-02,League of Legends,186.0,1378064,27418.0,1513.0,League of Legends
5009,5009,2017-11-20,League of Legends,174.0,1362391,19416.0,1632.0,League of Legends
5010,5010,2017-11-07,League of Legends,96.0,1295898,19927.0,1533.0,League of Legends
5011,5011,2017-11-19,SkinSpotlights,313.0,1277196,13505.0,908.0,League of Legends
5012,5012,2017-11-08,SkinSpotlights,263.0,1203657,14991.0,1386.0,League of Legends
5013,5013,2017-11-06,SkinSpotlights,118.0,1085234,9793.0,878.0,League of Legends
5014,5014,2017-11-16,theScore esports,4126.0,1070193,7586.0,293.0,League of Legends
5015,5015,2017-11-07,League of Legends,93.0,858614,11341.0,646.0,League of Legends
5016,5016,2017-11-07,Espor Gündem,257.0,814616,19300.0,483.0,League of Legends
5017,5017,2017-11-07,The Carry,762.0,794756,6241.0,202.0,League of Legends
5018,5018,2017-11-04,Will Costanza,224.0,754114,6535.0,394.0,League of Legends
5019,5019,2017-11-07,League of Legends,82.0,735331,9193.0,546.0,League of Legends
5020,5020,2017-11-04,Will Costanza,264.0,731808,9520.0,650.0,League of Legends
5021,5021,2017-11-17,Protatomonster,802.0,622572,4607.0,357.0,League of Legends
5022,5022,2017-11-07,League of Legends,89.0,599606,8834.0,492.0,League of Legends
5023,5023,2017-11-28,DutchMash,419.0,599770,6290.0,266.0,League of Legends
5024,5024,2017-11-19,SkinSpotlights,224.0,587396,4474.0,268.0,League of Legends
5025,5025,2017-11-11,Kobe2408,180.0,579334,6665.0,481.0,League of Legends
5026,5026,2017-11-13,League of Legends,201.0,576000,8573.0,324.0,League of Legends
5027,5027,2017-11-08,Chad Wild Clay,1457.0,567359,10121.0,3230.0,League of Legends
5028,5028,2017-11-20,SkinSpotlights,131.0,556226,6240.0,757.0,League of Legends
5029,5029,2017-11-05,SkinSpotlights,281.0,555892,4236.0,381.0,League of Legends
5030,5030,2017-11-17,Professor Akali,1308.0,537676,4622.0,283.0,League of Legends
5031,5031,2017-11-03,LoL Esports,5454.0,493666,9187.0,711.0,League of Legends
5032,5032,2017-11-13,League of Legends,178.0,482731,6851.0,239.0,League of Legends
5033,5033,2017-11-02,League of Legends,100.0,445286,8544.0,568.0,League of Legends
5034,5034,2017-11-08,League of Legends,182.0,441258,6294.0,602.0,League of Legends
5035,5035,2017-11-13,Keiity Gonzalez,236.0,410187,10271.0,422.0,League of Legends
5036,5036,2017-11-11,DeoNade,274.0,401620,4680.0,323.0,League of Legends
5037,5037,2017-11-07,Phy,810.0,386363,3649.0,370.0,League of Legends
5038,5038,2017-11-07,Daz,618.0,376236,12859.0,1193.0,League of Legends
5039,5039,2017-11-11,The Carry,620.0,368524,3905.0,219.0,League of Legends
5040,5040,2017-11-07,SkinSpotlights,214.0,353543,4737.0,524.0,League of Legends
5041,5041,2017-11-26,Nicolai,382.0,344069,6506.0,1516.0,League of Legends
5042,5042,2017-11-13,League of Legends,199.0,345654,5609.0,582.0,League of Legends
5043,5043,2017-11-13,CooLifeGame,622.0,336788,18353.0,506.0,League of Legends
5044,5044,2017-11-13,League of Legends,178.0,335234,4465.0,203.0,League of Legends
5045,5045,2017-11-07,SQUPO,189.0,328875,2074.0,144.0,League of Legends
5046,5046,2017-11-05,DeoNade,236.0,323158,5306.0,420.0,League of Legends
5047,5047,2017-11-03,Heizman,788.0,321082,5429.0,334.0,League of Legends
5048,5048,2017-11-27,CooLifeGame,508.0,304110,18186.0,429.0,League of Legends
5049,5049,2017-11-06,CooLifeGame,414.0,292616,17234.0,215.0,League of Legends
5050,5050,2017-11-03,theScore esports,478.0,290273,3325.0,383.0,League of Legends
5051,5051,2017-11-25,The Carry,641.0,284370,3702.0,245.0,League of Legends
5052,5052,2017-11-08,Pianta,191.0,275255,6019.0,238.0,League of Legends
5053,5053,2017-11-26,Protatomonster,602.0,272598,2487.0,840.0,League of Legends
5054,5054,2017-11-29,yakkocmn,1203.0,271109,11648.0,537.0,League of Legends
5055,5055,2017-11-05,Vovo Zico,1063.0,269105,5851.0,282.0,League of Legends
5056,5056,2017-11-18,The Carry,621.0,252990,3877.0,140.0,League of Legends
5057,5057,2017-11-08,Redmercy,797.0,252176,4125.0,255.0,League of Legends
5058,5058,2017-11-06,SoyFelipez360,528.0,246499,12603.0,529.0,League of Legends
5059,5059,2017-11-16,TheBloupsi,93.0,239843,8680.0,360.0,League of Legends
5060,5060,2017-11-01,The Carry,637.0,238907,2913.0,105.0,League of Legends
5061,5061,2017-11-09,Blawcky,601.0,238238,1243.0,446.0,League of Legends
5062,5062,2017-11-13,League of Legends,202.0,235780,2419.0,129.0,League of Legends
5063,5063,2017-11-22,Redmercy,982.0,234070,7993.0,1073.0,League of Legends
5064,5064,2017-11-04,GIIO7,243.0,230700,3253.0,204.0,League of Legends
5065,5065,2017-11-30,TheMusicHour,3600.0,223047,2136.0,130.0,League of Legends
5066,5066,2017-11-04,NT Leo,631.0,220362,3223.0,156.0,League of Legends
5067,5067,2017-11-16,Redmercy,747.0,219343,5094.0,431.0,League of Legends
5068,5068,2017-11-08,Kobe2408,33.0,214394,1201.0,98.0,League of Legends
5069,5069,2017-11-07,Mioune,236.0,209650,5690.0,508.0,League of Legends
5070,5070,2017-11-13,League of Legends,173.0,208216,2689.0,200.0,League of Legends
5071,5071,2017-11-19,League of Legends,391.0,203237,6743.0,1009.0,League of Legends
5072,5072,2017-11-05,Jota LoL,273.0,200804,5131.0,756.0,League of Legends
5073,5073,2017-11-18,Franmaster,393.0,199634,6383.0,388.0,League of Legends
5074,5074,2017-11-04,EDM I love,385.0,185389,2451.0,125.0,League of Legends
5075,5075,2017-11-16,The Catacroquer,318.0,184684,8985.0,460.0,League of Legends
5076,5076,2017-11-02,Evul Games,611.0,181849,6208.0,406.0,League of Legends
5077,5077,2017-11-08,Jota LoL,521.0,176070,5004.0,554.0,League of Legends
5078,5078,2017-11-03,EpicSkillshot - LoL VOD Library,5413.0,165313,4329.0,234.0,League of Legends
5079,5079,2017-12-15,Riot Games Community,117.0,6917303,152748.0,6073.0,League of Legends
5080,5080,2017-12-02,League of Legends,133.0,2134846,127908.0,7774.0,League of Legends
5081,5081,2017-12-30,The Carry,651.0,1196515,11372.0,403.0,League of Legends
5082,5082,2017-12-26,Riot Games Community,105.0,1045734,25626.0,1036.0,League of Legends
5083,5083,2017-12-18,Protatomonster,918.0,908669,6425.0,187.0,League of Legends
5084,5084,2017-12-09,SQUPO,755.0,908313,6929.0,902.0,League of Legends
5085,5085,2017-12-31,DeoNade,289.0,901888,9199.0,531.0,League of Legends
5086,5086,2017-12-28,DutchMash,372.0,840118,8193.0,241.0,League of Legends
5087,5087,2017-12-08,大大小动画,299.0,831190,10877.0,1332.0,League of Legends
5088,5088,2017-12-16,The Carry,621.0,757373,7379.0,172.0,League of Legends
5089,5089,2017-12-02,The Carry,679.0,744204,23723.0,1282.0,League of Legends
5090,5090,2017-12-23,The Carry,631.0,734035,6990.0,193.0,League of Legends
5091,5091,2017-12-25,CooLifeGame,961.0,673675,75947.0,3430.0,League of Legends
5092,5092,2017-12-19,Trick2G,764.0,643544,10641.0,452.0,League of Legends
5093,5093,2017-12-06,League of Legends,150.0,615019,11475.0,504.0,League of Legends
5094,5094,2017-12-04,SkinSpotlights,296.0,603071,5442.0,351.0,League of Legends
5095,5095,2017-12-04,LoL Esports,91.0,523070,6616.0,837.0,League of Legends
5096,5096,2017-12-06,League of Legends,107.0,509350,9951.0,482.0,League of Legends
5097,5097,2017-12-16,Statik LoL,797.0,453552,9536.0,1708.0,League of Legends
5098,5098,2017-12-31,Redmercy,1563.0,429902,6975.0,1047.0,League of Legends
5099,5099,2017-12-13,Synapse,726.0,413010,4763.0,265.0,League of Legends
5100,5100,2017-12-04,SkinSpotlights,221.0,408701,3082.0,197.0,League of Legends
5101,5101,2017-12-25,Foxdrop,862.0,392771,4494.0,264.0,League of Legends
5102,5102,2017-12-11,UberDanger,905.0,387290,14760.0,1851.0,League of Legends
5103,5103,2017-12-11,League of Legends,156.0,379865,8825.0,617.0,League of Legends
5104,5104,2017-12-19,Protatomonster,603.0,376372,2515.0,136.0,League of Legends
5105,5105,2017-12-25,Bricky,766.0,372351,10117.0,940.0,League of Legends
5106,5106,2017-12-18,CooLifeGame,624.0,370583,21639.0,493.0,League of Legends
5107,5107,2017-12-07,CooLifeGame,388.0,363423,18816.0,574.0,League of Legends
5108,5108,2017-12-17,Cocky Zed,638.0,347748,2790.0,284.0,League of Legends
5109,5109,2017-12-06,Anklespankin,240.0,338001,4129.0,334.0,League of Legends
5110,5110,2017-12-24,Redmercy,982.0,324966,9971.0,630.0,League of Legends
5111,5111,2017-12-01,theScore esports,783.0,313626,3325.0,663.0,League of Legends
5112,5112,2017-12-23,Ladian Gaming,288.0,311676,2323.0,403.0,League of Legends
5113,5113,2017-12-23,SQUPO,645.0,301886,2538.0,226.0,League of Legends
5114,5114,2017-12-15,Hotshot,152.0,297712,2355.0,621.0,League of Legends
5115,5115,2017-12-11,CooLifeGame,510.0,295177,15320.0,358.0,League of Legends
5116,5116,2017-12-20,NT Leo,606.0,287926,4826.0,235.0,League of Legends
5117,5117,2017-12-04,League Of Legends Mid,806.0,284062,1601.0,58.0,League of Legends
5118,5118,2017-12-06,League of Legends,67.0,277515,4552.0,334.0,League of Legends
5119,5119,2017-12-04,Protatomonster,656.0,270235,2551.0,117.0,League of Legends
5120,5120,2017-12-04,SkinSpotlights,250.0,265875,2923.0,154.0,League of Legends
5121,5121,2017-12-11,SkinSpotlights,314.0,263821,2477.0,130.0,League of Legends
5122,5122,2017-12-07,League of Legends,119.0,258088,3383.0,220.0,League of Legends
5123,5123,2017-12-06,League of Legends,174.0,245685,4445.0,389.0,League of Legends
5124,5124,2017-12-08,Kaif,637.0,244069,3907.0,194.0,League of Legends
5125,5125,2017-12-17,Phy,651.0,241089,2711.0,318.0,League of Legends
5126,5126,2017-12-27,Fortnite Nation,863.0,239904,2542.0,102.0,League of Legends
5127,5127,2017-12-03,chillOwlPiano,174.0,237152,4686.0,133.0,League of Legends
5128,5128,2017-12-14,DutchMash,232.0,235651,2692.0,116.0,League of Legends
5129,5129,2017-12-15,Protatomonster,1144.0,234023,1523.0,90.0,League of Legends
5130,5130,2017-12-22,Nasteey,631.0,227550,5932.0,392.0,League of Legends
5131,5131,2017-12-29,Maxim,363.0,224143,16497.0,1464.0,League of Legends
5132,5132,2017-12-30,alexelcapo,6788.0,211945,5008.0,247.0,League of Legends
5133,5133,2017-12-15,League Of Legends Mid,693.0,208726,1331.0,53.0,League of Legends
5134,5134,2017-12-12,Protatomonster,619.0,192243,1595.0,109.0,League of Legends
5135,5135,2017-12-06,CooLifeGame,554.0,190668,11596.0,654.0,League of Legends
5136,5136,2017-12-14,RossBoomsocks,822.0,188724,2584.0,240.0,League of Legends
5137,5137,2017-12-21,Movistar eSports,408.0,188160,5288.0,306.0,League of Legends
5138,5138,2017-12-22,CooLifeGame,446.0,174439,10334.0,826.0,League of Legends
5139,5139,2017-12-20,Redmercy,966.0,171676,4186.0,344.0,League of Legends
5140,5140,2017-12-06,League of Legends,216.0,167354,3020.0,208.0,League of Legends
5141,5141,2017-12-16,Gripex,774.0,155877,3326.0,123.0,League of Legends
5142,5142,2017-12-30,PleasantKillerman,593.0,149721,3006.0,333.0,League of Legends
5143,5143,2017-12-07,Heizman,635.0,147765,2434.0,507.0,League of Legends
5144,5144,2017-12-04,Phy,642.0,127461,1812.0,357.0,League of Legends
5145,5145,2017-12-14,Jota LoL,1224.0,123191,5799.0,1022.0,League of Legends
5146,5146,2017-12-15,Remus,229.0,121488,884.0,217.0,League of Legends
5147,5147,2017-12-06,The Catacroquer,138.0,120453,4482.0,409.0,League of Legends
5148,5148,2017-12-08,G2 Esports,67.0,114575,1525.0,201.0,League of Legends
5149,5149,2017-12-19,The Catacroquer,583.0,114491,4863.0,382.0,League of Legends
5150,5150,2017-12-21,Jota LoL,313.0,108958,2890.0,382.0,League of Legends
5151,5151,2017-12-28,2D Boy!,186.0,107883,1406.0,169.0,League of Legends
5152,5152,2017-12-21,Foxdrop,1329.0,105619,1404.0,93.0,League of Legends
5153,5153,2017-12-11,League Of Legends Mid,651.0,98365,570.0,21.0,League of Legends
5154,5154,2017-12-09,Remus,675.0,95058,606.0,94.0,League of Legends
5155,5155,2017-12-22,Frodo Baggins,154.0,94736,1266.0,239.0,League of Legends
5156,5156,2017-12-16,League Of Legends Mid,685.0,87540,408.0,18.0,League of Legends
5157,5157,2018-01-14,League of Legends,140.0,13093527,315459.0,16784.0,League of Legends
5158,5158,2018-01-16,Dumbs,140.0,3564885,121370.0,2345.0,League of Legends
5159,5159,2018-01-18,League of Legends,24.0,2990115,60701.0,5381.0,League of Legends
5160,5160,2018-01-09,loltyler1,938.0,2578137,90727.0,4289.0,League of Legends
5161,5161,2018-01-10,Imagine Dragons Live,179.0,2246885,60857.0,1840.0,League of Legends
5162,5162,2018-01-23,Protatomonster,606.0,1526268,9529.0,388.0,League of Legends
5163,5163,2018-01-28,Protatomonster,736.0,1421722,8673.0,169.0,League of Legends
5164,5164,2018-01-07,DutchMash,623.0,1372417,26530.0,660.0,League of Legends
5165,5165,2018-01-09,SkinSpotlights,157.0,1189070,10183.0,2446.0,League of Legends
5166,5166,2018-01-12,League of Legends,168.0,1139747,26775.0,2452.0,League of Legends
5167,5167,2018-01-09,SkinSpotlights,195.0,1097122,9987.0,1610.0,League of Legends
5168,5168,2018-01-09,SkinSpotlights,165.0,962105,8679.0,792.0,League of Legends
5169,5169,2018-01-12,Teemo vs All,152.0,921148,30807.0,485.0,League of Legends
5170,5170,2018-01-06,Protatomonster,636.0,806150,4450.0,130.0,League of Legends
5171,5171,2018-01-23,SkinSpotlights,239.0,762060,7665.0,773.0,League of Legends
5172,5172,2018-01-30,Imaqtpie,639.0,731282,15660.0,524.0,League of Legends
5173,5173,2018-01-09,SkinSpotlights,191.0,679375,6196.0,1003.0,League of Legends
5174,5174,2018-01-02,iFunzio,623.0,675421,9284.0,380.0,League of Legends
5175,5175,2018-01-09,SkinSpotlights,158.0,660310,6342.0,961.0,League of Legends
5176,5176,2018-01-16,League of Legends,165.0,647158,11162.0,676.0,League of Legends
5177,5177,2018-01-15,Halo y Ness LOL,1215.0,635590,26894.0,1005.0,League of Legends
5178,5178,2018-01-08,Nicolai,513.0,630026,9253.0,1255.0,League of Legends
5179,5179,2018-01-08,SkinSpotlights,207.0,623269,6122.0,433.0,League of Legends
5180,5180,2018-01-15,Synapse,635.0,616809,8199.0,738.0,League of Legends
5181,5181,2018-01-09,SkinSpotlights,135.0,597424,6622.0,734.0,League of Legends
5182,5182,2018-01-31,iFunzio,634.0,554399,7047.0,1177.0,League of Legends
5183,5183,2018-01-23,SkinSpotlights,249.0,518895,4785.0,457.0,League of Legends
5184,5184,2018-01-20,League of Legends,229.0,517084,17101.0,3484.0,League of Legends
5185,5185,2018-01-09,Protatomonster,645.0,489951,2777.0,217.0,League of Legends
5186,5186,2018-01-12,Protatomonster,915.0,468671,2649.0,141.0,League of Legends
5187,5187,2018-01-22,Jeremy - Gaming Curios,606.0,435086,5517.0,532.0,League of Legends
5188,5188,2018-01-31,NT Leo,731.0,419563,7890.0,260.0,League of Legends
5189,5189,2018-01-22,SkinSpotlights,282.0,406749,3950.0,134.0,League of Legends
5190,5190,2018-01-23,SkinSpotlights,255.0,397252,4700.0,843.0,League of Legends
