,unnamed: 0.1,publishedat,channeltitle,duration,viewcount,likecount,commentcount,juego
0,0,2012-01-12,League of Legends,427.0,4142183,23974.0,7547.0,League of Legends
1,1,2012-01-31,League of Legends,378.0,3998748,23801.0,9169.0,League of Legends
2,2,2012-01-13,Taylor Davis,182.0,2497963,44739.0,4943.0,League of Legends
3,3,2012-01-24,League of Legends,374.0,2108988,12684.0,3379.0,League of Legends
4,4,2012-01-23,ESL Archives,10226.0,1879156,6789.0,2551.0,League of Legends
5,5,2012-01-29,videogamedunkey,162.0,1862445,15749.0,2380.0,League of Legends
6,6,2012-01-13,League of Legends,403.0,1815832,6423.0,5176.0,League of Legends
7,7,2012-01-14,League of Legends,304.0,1779176,7650.0,6254.0,League of Legends
8,8,2012-01-08,Protatomonster,332.0,1218039,4229.0,1684.0,League of Legends
9,9,2012-01-25,League of Legends,405.0,1171198,4853.0,4140.0,League of Legends
10,10,2012-01-09,videogamedunkey,137.0,1103729,6152.0,580.0,League of Legends
11,11,2012-01-27,Ballisto FPV,123.0,1077201,19763.0,1844.0,League of Legends
12,12,2012-01-20,videogamedunkey,222.0,944243,5111.0,843.0,League of Legends
13,13,2012-01-04,Protatomonster,223.0,922316,3215.0,912.0,League of Legends
14,14,2012-01-29,Protatomonster,230.0,905380,4824.0,1035.0,League of Legends
15,15,2012-01-31,CodyPOV,151.0,804654,3775.0,3076.0,League of Legends
16,16,2012-01-31,Ciderhelm,573.0,690767,3532.0,949.0,League of Legends
17,17,2012-01-22,Protatomonster,203.0,677993,5418.0,748.0,League of Legends
18,18,2012-01-21,Lucem Ferre,360.0,630894,1201.0,492.0,League of Legends
19,19,2012-01-04,NeiLalwaysLeeT,22.0,609328,1017.0,217.0,League of Legends
20,20,2012-01-15,Sir Vown,623.0,607432,2008.0,1372.0,League of Legends
21,21,2012-01-16,Protatomonster,222.0,599824,3840.0,924.0,League of Legends
22,22,2012-01-23,NeiLalwaysLeeT,31.0,564358,1453.0,223.0,League of Legends
23,23,2012-01-19,Protatomonster,227.0,559611,2520.0,717.0,League of Legends
24,24,2012-01-21,Lucem Ferre,326.0,403991,1167.0,198.0,League of Legends
25,25,2012-01-21,Lucem Ferre,359.0,403304,1119.0,521.0,League of Legends
26,26,2012-01-21,ESL Archives,7800.0,352631,873.0,445.0,League of Legends
27,27,2012-01-26,Ciderhelm,434.0,339491,1696.0,526.0,League of Legends
28,28,2012-01-13,Skyshock,612.0,333971,4960.0,596.0,League of Legends
29,29,2012-01-01,diastole,603.0,307816,1642.0,427.0,League of Legends
30,30,2012-01-02,FlareHazard,318.0,275512,450.0,120.0,League of Legends
31,31,2012-01-26,TheAngryHoneyBadger,1026.0,259278,1449.0,274.0,League of Legends
32,32,2012-01-20,ESL Archives,3726.0,247069,621.0,248.0,League of Legends
33,33,2012-01-30,Colby CheeZe,3401.0,241021,1580.0,525.0,League of Legends
34,34,2012-01-20,Colby CheeZe,2323.0,227099,902.0,509.0,League of Legends
35,35,2012-01-02,FlareHazard,325.0,226866,437.0,64.0,League of Legends
36,36,2012-01-10,DahJezus,202.0,214844,2091.0,1227.0,League of Legends
37,37,2012-01-21,FlareHazard,359.0,205407,364.0,140.0,League of Legends
38,38,2012-01-20,Skyshock,417.0,193152,2261.0,291.0,League of Legends
39,39,2012-01-20,ESL Archives,4555.0,191434,418.0,213.0,League of Legends
40,40,2012-01-19,Colby CheeZe,1085.0,186521,1343.0,445.0,League of Legends
41,41,2012-01-06,Skyshock,408.0,176139,2234.0,420.0,League of Legends
42,42,2012-01-20,ESL Archives,4230.0,175219,479.0,210.0,League of Legends
43,43,2012-01-24,Raik Rudat,2912.0,161833,331.0,90.0,League of Legends
44,44,2012-01-31,CodyPOV,31.0,149657,886.0,125.0,League of Legends
45,45,2012-01-19,ESL Archives,3950.0,146578,319.0,125.0,League of Legends
46,46,2012-01-17,stonewall008,140.0,139250,329.0,182.0,League of Legends
47,47,2012-01-28,IGN,77.0,137966,600.0,270.0,League of Legends
48,48,2012-01-12,TheAngryHoneyBadger,1303.0,133871,855.0,120.0,League of Legends
49,49,2012-01-02,Colby CheeZe,2095.0,130359,295.0,144.0,League of Legends
50,50,2012-01-10,patricx000,72.0,123064,1012.0,132.0,League of Legends
51,51,2012-01-09,wowcrendor,76.0,115308,1818.0,325.0,League of Legends
52,52,2012-01-10,TGN,130.0,114054,376.0,85.0,League of Legends
53,53,2012-01-22,VoztokTV,13.0,108699,542.0,84.0,League of Legends
54,54,2012-01-20,patricx000,359.0,108170,384.0,141.0,League of Legends
55,55,2012-01-05,stonewall008,401.0,101688,389.0,156.0,League of Legends
56,56,2012-01-13,Ciderhelm,92.0,98517,179.0,59.0,League of Legends
57,57,2012-01-19,ESL Archives,4667.0,95714,187.0,79.0,League of Legends
58,58,2012-01-18,Beepboop,48.0,88375,197.0,66.0,League of Legends
59,59,2012-01-21,Colby CheeZe,2565.0,88341,596.0,284.0,League of Legends
60,60,2012-01-04,Sips,533.0,82800,1343.0,369.0,League of Legends
61,61,2012-01-10,WhaTheGame,95.0,76502,1470.0,1181.6572801430327,League of Legends
62,62,2012-01-10,TGN,128.0,74605,268.0,83.0,League of Legends
63,63,2012-01-10,TGN,131.0,74524,252.0,111.0,League of Legends
64,64,2012-01-17,Sips,167.0,73359,839.0,186.0,League of Legends
65,65,2012-01-10,Chiia Saphir,574.0,66992,636.0,186.0,League of Legends
66,66,2012-01-05,Austin,92.0,66137,95.0,51.0,League of Legends
67,67,2012-01-24,Raik Rudat,2432.0,65795,141.0,60.0,League of Legends
68,68,2012-01-11,Ciderhelm,139.0,63459,195.0,98.0,League of Legends
69,69,2012-01-20,Sp4zie,802.0,59187,941.0,155.0,League of Legends
70,70,2012-01-11,YeouschAlliance,687.0,57575,474.0,53.0,League of Legends
71,71,2012-01-12,Ciderhelm,1133.0,54907,210.0,82.0,League of Legends
72,72,2012-01-05,NETRO,1176.0,53830,353.0,204.0,League of Legends
73,73,2012-02-29,League of Legends,372.0,6564633,39035.0,13345.0,League of Legends
74,74,2012-02-14,League of Legends,426.0,4911819,24389.0,8599.0,League of Legends
75,75,2012-02-27,videogamedunkey,129.0,4139988,31780.0,5066.0,League of Legends
76,76,2012-02-25,League of Legends,282.0,2221473,9873.0,5191.0,League of Legends
77,77,2012-02-11,League of Legends,285.0,2188543,10890.0,13234.0,League of Legends
78,78,2012-02-16,videogamedunkey,151.0,1921780,14099.0,1499.0,League of Legends
79,79,2012-02-09,League of Legends,403.0,1401814,6318.0,4511.0,League of Legends
80,80,2012-02-28,League of Legends,403.0,1199449,7884.0,3061.0,League of Legends
81,81,2012-02-23,SkinSpotlights,100.0,916873,1733.0,535.0,League of Legends
82,82,2012-02-02,Protatomonster,211.0,915583,3283.0,740.0,League of Legends
83,83,2012-02-24,SkinSpotlights,107.0,905985,1910.0,713.0,League of Legends
84,84,2012-03-01,Protatomonster,220.0,895429,3306.0,678.0,League of Legends
85,85,2012-02-23,SkinSpotlights,119.0,887566,1624.0,570.0,League of Legends
86,86,2012-02-06,NeiLalwaysLeeT,86.0,861353,5738.0,854.0,League of Legends
87,87,2012-02-11,Protatomonster,215.0,806294,3451.0,819.0,League of Legends
88,88,2012-02-24,SkinSpotlights,99.0,726977,1500.0,701.0,League of Legends
89,89,2012-02-29,SkinSpotlights,104.0,641445,972.0,319.0,League of Legends
90,90,2012-02-24,SkinSpotlights,93.0,631809,910.0,230.0,League of Legends
91,91,2012-02-23,SkinSpotlights,79.0,614060,821.0,156.0,League of Legends
92,92,2012-02-08,NeiLalwaysLeeT,12.0,613384,1455.0,409.0,League of Legends
93,93,2012-02-23,SkinSpotlights,99.0,593691,1002.0,211.0,League of Legends
94,94,2012-02-24,SkinSpotlights,90.0,583170,863.0,186.0,League of Legends
95,95,2012-02-24,SkinSpotlights,89.0,581104,799.0,211.0,League of Legends
96,96,2012-02-24,SkinSpotlights,85.0,566824,1077.0,404.0,League of Legends
97,97,2012-02-06,Ciderhelm,764.0,557889,3128.0,675.0,League of Legends
98,98,2012-02-23,SkinSpotlights,96.0,532854,1092.0,361.0,League of Legends
99,99,2012-02-25,kymeshu,811.0,515588,2142.0,615.0,League of Legends
100,100,2012-02-25,SkinSpotlights,92.0,503097,814.0,191.0,League of Legends
101,101,2012-02-24,SkinSpotlights,105.0,499725,655.0,96.0,League of Legends
102,102,2012-02-23,SkinSpotlights,84.0,471827,625.0,202.0,League of Legends
103,103,2012-02-06,PentaCheese,361.0,468286,2597.0,890.0,League of Legends
104,104,2012-02-24,SkinSpotlights,105.0,439177,587.0,136.0,League of Legends
105,105,2012-02-23,SkinSpotlights,136.0,436265,824.0,155.0,League of Legends
106,106,2012-02-13,Rickard Edvinsson,88.0,423142,1380.0,422.0,League of Legends
107,107,2012-02-25,SkinSpotlights,97.0,418864,619.0,154.0,League of Legends
108,108,2012-02-26,SkinSpotlights,80.0,407614,480.0,375.0,League of Legends
109,109,2012-02-24,SkinSpotlights,107.0,399544,521.0,103.0,League of Legends
110,110,2012-02-23,SkinSpotlights,98.0,389048,622.0,95.0,League of Legends
111,111,2012-02-27,SkinSpotlights,80.0,348668,475.0,177.0,League of Legends
112,112,2012-02-23,SkinSpotlights,118.0,347954,649.0,84.0,League of Legends
113,113,2012-02-24,SkinSpotlights,88.0,343520,503.0,156.0,League of Legends
114,114,2012-02-23,SkinSpotlights,91.0,342052,493.0,166.0,League of Legends
115,115,2012-02-26,SkinSpotlights,73.0,335355,423.0,335.0,League of Legends
116,116,2012-02-24,SkinSpotlights,80.0,334435,672.0,109.0,League of Legends
117,117,2012-02-24,SkinSpotlights,83.0,332245,490.0,142.0,League of Legends
118,118,2012-02-27,SkinSpotlights,78.0,330132,403.0,143.0,League of Legends
119,119,2012-02-27,NeiLalwaysLeeT,30.0,316305,852.0,115.0,League of Legends
120,120,2012-02-02,xChinNin,373.0,302929,2001.0,1181.6572801430327,League of Legends
121,121,2012-02-24,SkinSpotlights,99.0,298021,527.0,492.0,League of Legends
122,122,2012-02-24,SkinSpotlights,110.0,296165,536.0,97.0,League of Legends
123,123,2012-02-28,SkinSpotlights,111.0,293975,457.0,155.0,League of Legends
124,124,2012-02-28,SkinSpotlights,113.0,290907,501.0,132.0,League of Legends
125,125,2012-02-29,SkinSpotlights,92.0,282881,435.0,129.0,League of Legends
126,126,2012-02-09,IPLLoL,163.0,281648,684.0,122.0,League of Legends
127,127,2012-02-24,SkinSpotlights,91.0,271577,377.0,48.0,League of Legends
128,128,2012-02-26,Fortunatus40K,146.0,252719,1500.0,187.0,League of Legends
129,129,2012-02-24,SkinSpotlights,120.0,251361,365.0,184.0,League of Legends
130,130,2012-02-08,g1zm0,3105.0,253909,3371.0,325.0,League of Legends
131,131,2012-02-24,SkinSpotlights,87.0,249318,379.0,117.0,League of Legends
132,132,2012-02-29,Muzska89,1158.0,242020,4606.0,937.0,League of Legends
133,133,2012-02-12,Sp4zie,885.0,226849,3815.0,699.0,League of Legends
134,134,2012-02-17,LoLeaks,71.0,225106,173.0,257.0,League of Legends
135,135,2012-02-24,SkinSpotlights,93.0,219471,280.0,43.0,League of Legends
136,136,2012-02-24,SkinSpotlights,137.0,219394,353.0,89.0,League of Legends
137,137,2012-03-01,CodyPOV,159.0,219152,1546.0,319.0,League of Legends
138,138,2012-02-26,IPLLoL,207.0,216522,699.0,173.0,League of Legends
139,139,2012-02-23,SkinSpotlights,134.0,198968,306.0,75.0,League of Legends
140,140,2012-03-01,GameSpot,372.0,178748,648.0,104.0,League of Legends
141,141,2012-02-23,SkinSpotlights,136.0,175866,292.0,94.0,League of Legends
142,142,2012-02-11,Ciderhelm,86.0,160758,267.0,108.0,League of Legends
143,143,2012-02-26,SkinSpotlights,74.0,156927,186.0,25.0,League of Legends
144,144,2012-02-03,Skyshock,642.0,156008,1882.0,271.0,League of Legends
145,145,2012-02-14,Ciderhelm,95.0,149979,275.0,183.0,League of Legends
146,146,2012-02-24,SkinSpotlights,132.0,147581,258.0,64.0,League of Legends
147,147,2012-02-03,Sp4zie,796.0,143708,2302.0,382.0,League of Legends
148,148,2012-02-27,Stylosa,1254.0,143463,398.0,1772.0,League of Legends
149,149,2012-02-23,SkinSpotlights,79.0,135511,114.0,49.0,League of Legends
150,150,2012-02-09,CIFCA,226.0,132366,114.0,212.0,League of Legends
151,151,2012-03-01,KNekroGamer,766.0,121705,3672.0,565.0,League of Legends
152,152,2012-02-28,LoLeaks,64.0,118703,427.0,247.0,League of Legends
153,153,2012-02-23,SkinSpotlights,111.0,111622,157.0,54.0,League of Legends
154,154,2012-02-15,GameSpot,426.0,106063,505.0,42.0,League of Legends
155,155,2012-02-23,IPLLoL,2421.0,104109,243.0,122.0,League of Legends
156,156,2012-03-01,GameSpot,403.0,92115,922.0,181.0,League of Legends
157,157,2012-02-14,stonewall008,341.0,88990,930.0,173.0,League of Legends
158,158,2012-02-24,xChinNin,242.0,86909,547.0,1181.6572801430327,League of Legends
159,159,2012-03-31,Hyun,72.0,16917811,185847.0,24825.0,League of Legends
160,160,2012-03-20,League of Legends,409.0,3557677,21389.0,9136.0,League of Legends
161,161,2012-03-24,videogamedunkey,165.0,2134219,11221.0,1292.0,League of Legends
162,162,2012-03-17,League of Legends,291.0,1923327,12196.0,14021.0,League of Legends
163,163,2012-03-21,videogamedunkey,75.0,1866683,13915.0,1563.0,League of Legends
164,164,2012-03-11,ESL Archives,7864.0,1698921,6886.0,2787.0,League of Legends
165,165,2012-03-06,videogamedunkey,112.0,1607910,8486.0,1057.0,League of Legends
166,166,2012-03-15,League of Legends,403.0,1537087,6129.0,6091.0,League of Legends
167,167,2012-03-26,MrRhexx,904.0,1402218,9769.0,22448.0,League of Legends
168,168,2012-03-05,CodyPOV,104.0,1398170,21498.0,2962.0,League of Legends
169,169,2012-03-13,Snucka Rucka,114.0,1394745,14188.0,1933.0,League of Legends
170,170,2012-03-08,ESL Archives,7859.0,1334527,4276.0,2042.0,League of Legends
171,171,2012-03-13,videogamedunkey,33.0,1194654,9914.0,2032.0,League of Legends
172,172,2012-03-15,Protatomonster,234.0,957740,3531.0,1169.0,League of Legends
173,173,2012-03-03,Protatomonster,169.0,942550,5126.0,1321.0,League of Legends
174,174,2012-03-28,Protatomonster,219.0,919801,3436.0,1396.0,League of Legends
175,175,2012-03-11,Protatomonster,218.0,855403,3398.0,1132.0,League of Legends
176,176,2012-03-17,SkinSpotlights,115.0,793370,1131.0,467.0,League of Legends
177,177,2012-03-08,Protatomonster,230.0,774233,3677.0,1260.0,League of Legends
178,178,2012-03-17,SkinSpotlights,105.0,747646,1208.0,492.0,League of Legends
179,179,2012-03-14,SovietWaffles,397.0,672472,9275.0,2300.0,League of Legends
180,180,2012-03-15,SkinSpotlights,101.0,634875,1051.0,368.0,League of Legends
181,181,2012-03-17,SkinSpotlights,103.0,615370,918.0,264.0,League of Legends
182,182,2012-03-15,SkinSpotlights,96.0,524040,735.0,219.0,League of Legends
183,183,2012-03-23,SkinSpotlights,102.0,508932,712.0,229.0,League of Legends
184,184,2012-03-05,videogamedunkey,54.0,500786,4234.0,622.0,League of Legends
185,185,2012-03-19,SkinSpotlights,71.0,468680,517.0,232.0,League of Legends
186,186,2012-03-19,SkinSpotlights,75.0,462995,601.0,217.0,League of Legends
187,187,2012-03-21,SkinSpotlights,92.0,455109,700.0,136.0,League of Legends
188,188,2012-03-22,SkinSpotlights,82.0,450190,497.0,126.0,League of Legends
189,189,2012-03-21,SkinSpotlights,95.0,442885,559.0,143.0,League of Legends
190,190,2012-03-21,SkinSpotlights,93.0,432584,735.0,125.0,League of Legends
191,191,2012-03-16,SkinSpotlights,77.0,429550,627.0,214.0,League of Legends
192,192,2012-03-26,SkinSpotlights,93.0,425713,840.0,179.0,League of Legends
193,193,2012-03-23,Skyshock,644.0,418319,6326.0,597.0,League of Legends
194,194,2012-03-08,SkinSpotlights,92.0,397920,524.0,164.0,League of Legends
195,195,2012-03-16,SkinSpotlights,85.0,394931,623.0,184.0,League of Legends
196,196,2012-03-17,NinjaCakeAssassin,237.0,387686,3150.0,586.0,League of Legends
197,197,2012-03-15,SkinSpotlights,95.0,367808,578.0,144.0,League of Legends
198,198,2012-03-11,Sp4zie,1031.0,360356,4464.0,1124.0,League of Legends
199,199,2012-03-30,SkinSpotlights,80.0,353723,373.0,145.0,League of Legends
200,200,2012-03-19,SkinSpotlights,72.0,346543,408.0,200.0,League of Legends
201,201,2012-03-23,SkinSpotlights,105.0,336204,409.0,137.0,League of Legends
202,202,2012-03-23,SkinSpotlights,104.0,323713,407.0,100.0,League of Legends
203,203,2012-03-02,SkinSpotlights,105.0,306146,428.0,231.0,League of Legends
204,204,2012-03-16,SkinSpotlights,97.0,301235,489.0,144.0,League of Legends
205,205,2012-03-04,SkinSpotlights,81.0,295792,413.0,116.0,League of Legends
206,206,2012-03-25,SkinSpotlights,85.0,293258,465.0,93.0,League of Legends
207,207,2012-03-23,MMOBomb,476.0,286595,2608.0,303.0,League of Legends
208,208,2012-03-27,SkinSpotlights,89.0,285939,380.0,163.0,League of Legends
209,209,2012-03-11,NeiLalwaysLeeT,19.0,283166,810.0,187.0,League of Legends
210,210,2012-03-13,SkinSpotlights,80.0,281105,358.0,106.0,League of Legends
211,211,2012-03-26,SkinSpotlights,92.0,271134,447.0,90.0,League of Legends
212,212,2012-03-02,SkinSpotlights,108.0,270550,380.0,299.0,League of Legends
213,213,2012-03-13,SkinSpotlights,86.0,265734,378.0,120.0,League of Legends
214,214,2012-03-25,SkinSpotlights,85.0,261408,265.0,72.0,League of Legends
215,215,2012-03-23,IVIystical,248.0,256705,2502.0,377.0,League of Legends
216,216,2012-03-27,SkinSpotlights,82.0,243017,634.0,365.0,League of Legends
217,217,2012-03-25,SkinSpotlights,87.0,239700,259.0,95.0,League of Legends
218,218,2012-03-26,SkinSpotlights,92.0,238647,370.0,98.0,League of Legends
219,219,2012-03-28,SkinSpotlights,93.0,237532,349.0,121.0,League of Legends
220,220,2012-03-04,SkinSpotlights,87.0,236298,362.0,112.0,League of Legends
221,221,2012-03-11,SkinSpotlights,87.0,232199,460.0,198.0,League of Legends
222,222,2012-03-02,SkinSpotlights,105.0,231821,218.0,80.0,League of Legends
223,223,2012-03-30,SkinSpotlights,83.0,229531,267.0,92.0,League of Legends
224,224,2012-03-13,SkinSpotlights,103.0,225733,308.0,60.0,League of Legends
225,225,2012-03-13,SkinSpotlights,98.0,225260,330.0,75.0,League of Legends
226,226,2012-03-25,SkinSpotlights,85.0,223450,223.0,36.0,League of Legends
227,227,2012-03-30,SkinSpotlights,90.0,223309,279.0,158.0,League of Legends
228,228,2012-03-13,IPLLoL,256.0,222218,714.0,148.0,League of Legends
229,229,2012-03-29,Colby CheeZe,357.0,215714,1103.0,200.0,League of Legends
230,230,2012-03-29,SkinSpotlights,107.0,210728,268.0,62.0,League of Legends
231,231,2012-03-01,Colby CheeZe,588.0,208047,2168.0,523.0,League of Legends
232,232,2012-03-16,SkinSpotlights,72.0,205912,322.0,86.0,League of Legends
233,233,2012-03-19,IPLLoL,52.0,205881,848.0,303.0,League of Legends
234,234,2012-03-27,SkinSpotlights,88.0,205561,312.0,88.0,League of Legends
235,235,2012-03-10,SkinSpotlights,80.0,203928,381.0,79.0,League of Legends
236,236,2012-03-14,SkinSpotlights,97.0,202292,262.0,97.0,League of Legends
237,237,2012-04-18,League of Legends,417.0,3984517,26444.0,9036.0,League of Legends
238,238,2012-04-07,League of Legends,302.0,2833580,17101.0,8224.0,League of Legends
239,239,2012-04-10,videogamedunkey,176.0,2326332,13905.0,1532.0,League of Legends
240,240,2012-04-28,League of Legends,300.0,2320137,8884.0,7723.0,League of Legends
241,241,2012-04-01,League of Legends,36.0,2027434,10700.0,8311.0,League of Legends
242,242,2012-04-16,videogamedunkey,187.0,1932356,10960.0,1141.0,League of Legends
243,243,2012-04-21,Protatomonster,213.0,1323981,5555.0,1168.0,League of Legends
244,244,2012-04-05,Protatomonster,395.0,1321546,5765.0,2251.0,League of Legends
245,245,2012-04-06,videogamedunkey,131.0,1318835,8577.0,1560.0,League of Legends
246,246,2012-04-05,League of Legends,403.0,1310272,7160.0,6142.0,League of Legends
247,247,2012-04-22,videogamedunkey,118.0,1311193,13031.0,1810.0,League of Legends
248,248,2012-04-01,SkinSpotlights,93.0,1213963,2123.0,958.0,League of Legends
249,249,2012-04-22,Charlie Parra del Riego,204.0,1172186,20687.0,3012.0,League of Legends
250,250,2012-04-24,Michael Rose,666.0,1164777,12350.0,2193.0,League of Legends
251,251,2012-04-24,SkinSpotlights,121.0,1024107,2096.0,1101.0,League of Legends
252,252,2012-04-24,3GameMasters,84.0,979628,7560.0,1740.0,League of Legends
253,253,2012-04-07,TheMediaCows,431.0,798562,2139.0,1148.0,League of Legends
254,254,2012-04-12,SkinSpotlights,97.0,705166,1247.0,254.0,League of Legends
255,255,2012-04-07,SkinSpotlights,77.0,696210,1257.0,582.0,League of Legends
256,256,2012-04-13,SkinSpotlights,70.0,629573,765.0,205.0,League of Legends
257,257,2012-04-01,SkinSpotlights,92.0,561940,1021.0,345.0,League of Legends
258,258,2012-04-22,AskJoshy Gaming,32.0,559503,3496.0,995.0,League of Legends
259,259,2012-04-25,LeaguecraftVideos,187.0,510983,1451.0,837.0,League of Legends
260,260,2012-04-13,SkinSpotlights,71.0,445130,557.0,134.0,League of Legends
261,261,2012-04-21,NeiLalwaysLeeT,44.0,417214,2179.0,313.0,League of Legends
262,262,2012-04-16,SkinSpotlights,89.0,415860,537.0,216.0,League of Legends
263,263,2012-04-29,3GameMasters,104.0,412256,2927.0,435.0,League of Legends
264,264,2012-04-01,SkinSpotlights,98.0,399338,752.0,306.0,League of Legends
265,265,2012-04-02,NeiLalwaysLeeT,30.0,374102,985.0,210.0,League of Legends
266,266,2012-04-23,SkinSpotlights,72.0,361444,563.0,139.0,League of Legends
267,267,2012-04-16,SkinSpotlights,88.0,360530,439.0,121.0,League of Legends
268,268,2012-04-12,SkinSpotlights,85.0,358168,475.0,108.0,League of Legends
269,269,2012-04-10,SkinSpotlights,120.0,356885,586.0,281.0,League of Legends
270,270,2012-04-15,SkinSpotlights,69.0,345499,504.0,82.0,League of Legends
271,271,2012-04-20,SkinSpotlights,83.0,319166,328.0,90.0,League of Legends
272,272,2012-04-10,SkinSpotlights,120.0,317779,687.0,214.0,League of Legends
273,273,2012-04-17,SkinSpotlights,92.0,313660,392.0,129.0,League of Legends
274,274,2012-04-27,CodyPOV,124.0,308259,1555.0,1216.0,League of Legends
275,275,2012-04-23,SkinSpotlights,70.0,304821,468.0,89.0,League of Legends
276,276,2012-04-07,3GameMasters,109.0,304609,1498.0,495.0,League of Legends
277,277,2012-04-15,SkinSpotlights,70.0,291909,337.0,112.0,League of Legends
278,278,2012-04-17,SkinSpotlights,95.0,274847,350.0,137.0,League of Legends
279,279,2012-04-29,SkinSpotlights,87.0,270576,756.0,133.0,League of Legends
280,280,2012-04-23,SkinSpotlights,70.0,267220,528.0,173.0,League of Legends
281,281,2012-04-15,SkinSpotlights,69.0,265169,377.0,148.0,League of Legends
282,282,2012-04-17,SkinSpotlights,86.0,251944,296.0,84.0,League of Legends
283,283,2012-04-16,NinjaCakeAssassin,241.0,250572,2227.0,461.0,League of Legends
284,284,2012-04-08,SkinSpotlights,222.0,245317,507.0,385.0,League of Legends
285,285,2012-04-29,SkinSpotlights,90.0,243197,308.0,151.0,League of Legends
286,286,2012-04-16,SkinSpotlights,94.0,237111,300.0,66.0,League of Legends
287,287,2012-04-17,SkinSpotlights,93.0,223961,309.0,138.0,League of Legends
288,288,2012-04-16,SkinSpotlights,95.0,221635,222.0,38.0,League of Legends
289,289,2012-04-10,Ispanez0r,1269.0,211030,1578.0,220.0,League of Legends
290,290,2012-04-21,SkinSpotlights,71.0,206237,328.0,177.0,League of Legends
291,291,2012-04-12,SkinSpotlights,85.0,205734,228.0,112.0,League of Legends
292,292,2012-04-06,Skyshock,487.0,167899,2217.0,285.0,League of Legends
293,293,2012-04-06,SkinSpotlights,72.0,161529,276.0,76.0,League of Legends
294,294,2012-04-27,Skyshock,424.0,148949,2067.0,278.0,League of Legends
295,295,2012-04-21,SkinSpotlights,78.0,134798,226.0,128.0,League of Legends
296,296,2012-04-03,MMOBomb,481.0,129183,734.0,146.0,League of Legends
297,297,2012-04-02,SkinSpotlights,122.0,115387,211.0,63.0,League of Legends
298,298,2012-04-18,mew meow meow,34.0,115372,188.0,86.0,League of Legends
299,299,2012-04-13,MMOBomb,474.0,115080,1086.0,243.0,League of Legends
300,300,2012-04-11,CodyPOV,168.0,114554,1022.0,237.0,League of Legends
301,301,2012-04-21,SkinSpotlights,71.0,112476,162.0,41.0,League of Legends
302,302,2012-04-06,Ciderhelm,115.0,111737,362.0,266.0,League of Legends
303,303,2012-04-12,Skyshock,448.0,110955,1316.0,174.0,League of Legends
304,304,2012-04-30,Sp4zie,281.0,98669,2104.0,300.0,League of Legends
305,305,2012-04-27,remembertomorrow0,68.0,97409,851.0,344.0,League of Legends
306,306,2012-04-06,MMOHuts,1661.0,88913,521.0,446.0,League of Legends
307,307,2012-04-15,Natsumiii,315.0,88895,1263.0,274.0,League of Legends
308,308,2012-04-27,KNekroGamer,1220.0,84707,1207.0,215.0,League of Legends
309,309,2012-04-12,stonewall008,428.0,75716,885.0,200.0,League of Legends
310,310,2012-05-23,League of Legends,394.0,4482066,35346.0,16715.0,League of Legends
311,311,2012-05-27,videogamedunkey,141.0,3735080,32256.0,3243.0,League of Legends
312,312,2012-05-20,videogamedunkey,149.0,2699862,15301.0,1840.0,League of Legends
313,313,2012-05-14,Dan Bull,163.0,2432989,24652.0,3763.0,League of Legends
314,314,2012-05-16,videogamedunkey,79.0,2055763,12949.0,2162.0,League of Legends
315,315,2012-05-06,videogamedunkey,111.0,1808196,10304.0,1849.0,League of Legends
316,316,2012-05-24,videogamedunkey,162.0,1708706,8994.0,1031.0,League of Legends
317,317,2012-05-06,Protatomonster,205.0,1557414,6056.0,2264.0,League of Legends
318,318,2012-05-15,SkinSpotlights,125.0,1357785,2253.0,855.0,League of Legends
319,319,2012-05-02,videogamedunkey,128.0,1278480,7495.0,1332.0,League of Legends
320,320,2012-05-03,League of Legends,403.0,915101,5995.0,3228.0,League of Legends
321,321,2012-05-04,DuoWanLOL,667.0,910935,6176.0,2660.0,League of Legends
322,322,2012-05-01,SkinSpotlights,94.0,890066,1273.0,378.0,League of Legends
323,323,2012-05-24,Protatomonster,235.0,843969,4087.0,914.0,League of Legends
324,324,2012-05-10,SkinSpotlights,97.0,801366,2169.0,732.0,League of Legends
325,325,2012-05-01,SkinSpotlights,119.0,789715,1346.0,506.0,League of Legends
326,326,2012-05-30,Protatomonster,208.0,768112,3714.0,1113.0,League of Legends
327,327,2012-05-07,SkinSpotlights,96.0,762933,1301.0,521.0,League of Legends
328,328,2012-05-19,League of Legends,319.0,745205,19494.0,7513.0,League of Legends
329,329,2012-05-03,Hanfsalat,135.0,732259,1591.0,1040.0,League of Legends
330,330,2012-05-16,Protatomonster,227.0,723303,3820.0,1035.0,League of Legends
331,331,2012-05-22,Mixed Flame,253.0,718886,3993.0,1076.0,League of Legends
332,332,2012-05-31,League of Legends,405.0,696157,4851.0,4182.0,League of Legends
333,333,2012-05-21,SkinSpotlights,110.0,676662,1372.0,508.0,League of Legends
334,334,2012-05-15,SkinSpotlights,95.0,647713,818.0,299.0,League of Legends
335,335,2012-05-06,SkinSpotlights,113.0,560592,915.0,281.0,League of Legends
336,336,2012-05-15,SkinSpotlights,79.0,560064,801.0,408.0,League of Legends
337,337,2012-06-01,xChinNin,343.0,469647,1888.0,1181.6572801430327,League of Legends
338,338,2012-05-10,rickkmurray,71.0,459395,4463.0,675.0,League of Legends
