"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","League of Legends","5964928620","72548100","386334","2770","114317","148160","1801","82.22",""
"2","","Counter-Strike: Global Offensive","2428825500","40673040","459482","2078","100125","60328","1010","59.72",""
"3","","Hearthstone","2000721720","8971620","142596","368","19906","49695","222","223.01",""
"4","","Dota 2","1926913380","19614420","220700","1063","29259","47861","487","98.24",""
"5","","Overwatch","1112652000","46709880","77354","2230","120815","27636","1160","23.82",""
"6","","Z1: Battle Royale","1004947500","27324540","91212","1184","44100","24961","678","36.78",""
"7","","For Honor","921927300","22886040","124182","2064","60525","22899","568","40.28",""
"8","","World of Warcraft","690817740","28595700","36882","1879","37872","17158","710","24.16",""
"9","","Conan Exiles","538305180","8464320","102398","775","12519","13370","210","63.6",""
"10","","Nioh","517825440","11949660","93044","1211","20721","12862","296","43.33",""
"11","","FIFA 17","506684700","9679380","63554","564","29375","12585","240","52.35",""
"12","","IRL","395418420","4257120","44027","204","15059","9821","105","92.88",""
"13","","Tom Clancy's Rainbow Six Siege","389113740","27427260","78882","1409","79301","9665","681","14.19",""
"14","","Minecraft","382838580","17803800","104992","957","52097","9509","442","21.5",""
"15","","Talk Shows & Podcasts","358432140","4171800","46130","195","13906","8902","103","85.92",""
"16","","Destiny","343994460","52251000","61286","2901","60912","8544","1297","6.58",""
"17","","Heroes of the Storm","340266600","6526920","42144","299","12179","8451","162","52.13",""
"18","","Resident Evil 7: Biohazard","299611740","14213820","53945","1283","50894","7441","353","21.08",""
"19","","World of Tanks","286140300","8041020","32966","392","13122","7107","199","35.59",""
"20","","Creative","284371740","12533040","22128","488","24642","7063","311","22.69",""
"21","","RuneScape","276085860","4970640","21663","229","7851","6857","123","55.54",""
"22","","StarCraft II","254751960","3252420","32189","145","4950","6327","80","78.33",""
"23","","Poker","240068520","2506500","21138","150","2567","5962","62","95.78",""
"24","","SMITE","236987880","7947300","30109","392","16980","5886","197","29.82",""
"25","","Rust","205555200","4798260","50790","245","9675","5105","119","42.84",""
"26","","Arma 3","191586420","5569440","45593","363","8657","4758","138","34.4",""
"27","","Call of Duty: Infinite Warfare","155494800","12607200","35455","776","40753","3862","313","12.33",""
"28","","NBA 2K17","149054160","11253180","22792","1295","33350","3702","279","13.25",""
"29","","Magic: The Gathering","145329480","806700","32674","57","1086","3609","20","180.15",""
"30","","Dead by Daylight","142355220","6141840","33609","279","8708","3535","152","23.18",""
"31","","Horizon Zero Dawn","138882300","650760","143742","732","5721","3449","16","213.42",""
"32","","Grand Theft Auto V","136110120","16435980","39710","914","60225","3380","408","8.28",""
"33","","Pokémon Sun/Moon","131673120","1783440","11738","92","2034","3270","44","73.83",""
"34","","Rocket League","130764420","8179620","51685","393","34920","3247","203","15.99",""
"35","","PUBG: BATTLEGROUNDS","124779660","748020","85949","368","2022","3099","18","166.81",""
"36","","Tom Clancy's Ghost Recon: Wildlands","122746020","4263600","87165","1193","17480","3048","105","28.79",""
"37","","Ark: Survival Evolved","109828500","8924940","13840","416","18138","2727","221","12.31",""
"38","","Clash Royale","97429740","1652880","53613","90","4832","2420","41","58.95",""
"39","","Black Desert","96643080","4442580","11819","167","5658","2400","110","21.75",""
"40","","Path of Exile","92802120","2704260","35208","118","3978","2305","67","34.32",""
"41","","Street Fighter V","91926420","1759440","23459","84","4552","2283","43","52.25",""
"42","","Super Mario Maker","77132640","845400","13358","53","1011","1915","20","91.24",""
"43","","The Binding of Isaac: Repentance","74257020","1622460","12595","86","4353","1844","40","45.77",""
"44","","Battlefield 1","74151840","10438380","15972","508","39766","1841","259","7.1",""
"45","","Super Smash Bros. for Wii U","65012460","938640","34384","77","1868","1614","23","69.26",""
"46","","Dark Souls III","64788120","4561500","15501","230","14007","1609","113","14.2",""
"47","","Warcraft III","64644420","1194540","24842","63","1332","1605","29","54.12",""
"48","","The Legend of Zelda: Ocarina of Time","63268140","810480","7022","53","1282","1571","20","78.06",""
"49","","Casino_old","62459820","545340","6927","36","480","1551","13","114.53",""
"50","","Call of Duty: Modern Warfare Remastered","62350500","3857040","12677","293","17251","1548","95","16.17",""
"51","","Diablo III","61490520","3759000","4174","182","8433","1527","93","16.36",""
"52","","Halo 5: Guardians","59159580","3239280","9320","181","8190","1469","80","18.26",""
"53","","The Witcher 3: Wild Hunt","58478100","2723940","17061","147","7079","1452","67","21.47",""
"54","","Dungeons & Dragons","57807420","884040","33178","96","1492","1435","21","65.39",""
"55","","Call of Duty: Black Ops III","57532200","14031720","4967","764","49365","1429","348","4.1",""
"56","","Tom Clancy's The Division","57369960","7011660","13389","595","16068","1424","174","8.18",""
"57","","Madden NFL 17","56514420","10053840","30808","690","27281","1403","249","5.62",""
"58","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","56186460","1635180","13649","110","1447","1395","40","34.36",""
"59","","Paladins","55397160","3212400","12251","158","9465","1375","79","17.24",""
"60","","Music","55109400","1371780","21308","71","4274","1368","34","40.17",""
"61","","DayZ","54391080","2553480","5726","148","4070","1350","63","21.3",""
"62","","Sniper Elite 4","51345840","1219800","40373","158","3662","1275","30","42.09",""
"63","","Super Smash Bros. Melee","50266500","802560","20161","68","2232","1248","19","62.63",""
"64","","NieR: Automata","49431600","337260","26441","84","1733","1227","8","146.57",""
"65","","Blackwake","45294180","362400","55486","122","1194","1125","9","124.98",""
"66","","Darkest Dungeon","44462700","976560","7811","56","2312","1104","24","45.53",""
"67","","Summoners War: Sky Arena","43510020","903300","8989","51","971","1080","22","48.17",""
"68","","XCOM 2","42171420","1213800","7281","71","2120","1047","30","34.74",""
"69","","Shadowverse","40556820","919200","26516","46","1585","1007","22","44.12",""
"70","","Diablo II: Lord of Destruction","40462620","646200","4500","36","756","1005","16","62.62",""
"71","","Mass Effect 2","40462020","1220640","24686","75","2281","1005","30","33.15",""
"72","","Stardew Valley","38804580","2102160","6306","112","5541","963","52","18.46",""
"73","","World of Warships","38792520","1879080","3305","107","2983","963","46","20.64",""
"74","","Gwent: The Witcher Card Game","37432620","954420","7454","82","2297","929","23","39.22",""
"75","","Tibia","37264080","1129080","3527","60","1476","925","28","33",""
"76","","Yakuza 0","36593880","1099140","18613","80","2068","908","27","33.29",""
"77","","The Elder Scrolls V: Skyrim","36400020","4333080","3878","207","12589","904","107","8.4",""
"78","","Final Fantasy XIV: Heavensward","36375060","3399660","19276","268","7521","903","84","10.7",""
"79","","Paragon","36284340","3714060","3812","160","6680","901","92","9.77",""
"80","","osu!","35348340","4231920","15803","214","14754","878","105","8.35",""
"81","","Fallout 4","35345580","4182240","15224","205","11795","877","103","8.45",""
"82","","Super Mario 64","34810800","740160","9341","44","1311","864","18","47.03",""
"83","","Retro","33280740","1660800","3637","84","2127","826","41","20.04",""
"84","","Dark Souls II","32721960","333120","5614","24","895","812","8","98.23",""
"85","","Mass Effect","31291260","1037880","7716","60","2327","777","25","30.15",""
"86","","Blade & Soul","31014720","1897740","10108","86","2254","770","47","16.34",""
"87","","WWE 2K17","30931020","1389060","36357","81","4195","768","34","22.27",""
"88","","Warframe","29701680","3949800","12024","184","9768","737","98","7.52",""
"89","","EVE Online","29643180","625320","3029","32","877","736","15","47.4",""
"90","","The Sims 4","29499180","1086420","40092","65","3094","732","26","27.15",""
"91","","The Elder Scrolls Online","29350260","2902920","7063","138","7096","729","72","10.11",""
"92","","Golf With Your Friends","28719660","484080","52537","42","3226","713","12","59.33",""
"93","","MapleStory","28501920","1116060","13117","55","1481","707","27","25.54",""
"94","","Oxygen Not Included","27173100","501060","8985","58","1019","674","12","54.23",""
"95","","Dark Souls","26700780","1354080","11710","68","3318","663","33","19.72",""
"96","","IMDb Live Viewing Party","26619900","7380","104602","28","44","661","0","3607.03",""
"97","","Bloodborne","24414360","2253600","5650","118","6674","606","55","10.83",""
"98","","Borderlands 2","24361680","1411440","36312","82","4027","605","35","17.26",""
"99","","RimWorld","23866320","1021980","8646","49","1667","592","25","23.35",""
"100","","Social Eating","23827080","223680","26349","22","2400","591","5","106.52",""
