"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"52","","The Elder Scrolls: Legends","846399840","8741760","19205","63","6720","1610","16","96.82",""
"53","","Conan Exiles","820651740","15203220","174794","847","18180","1561","28","53.98",""
"54","","Nioh","810804600","26470860","93044","1211","36795","1542","50","30.63",""
"55","","Super Smash Bros. for Wii U","767042520","10599600","142104","77","8004","1459","20","72.37",""
"56","","Pokémon Sun/Moon","760968240","18216900","34589","103","9834","1447","34","41.77",""
"57","","Darkest Dungeon","753661260","14787480","56136","199","22636","1434","28","50.97",""
"58","","Call of Duty: Black Ops III","732842460","159233940","44101","2517","340206","1394","302","4.6",""
"59","","Warcraft III","723357180","14654580","24842","69","7699","1376","27","49.36",""
"60","","The Binding of Isaac: Repentance","715888320","15253380","65155","382","23045","1362","29","46.93",""
"61","","Dungeons & Dragons","683261700","14848440","40150","146","7766","1300","28","46.02",""
"62","","Paladins","675453360","51275220","45152","331","111397","1285","97","13.17",""
"63","","Super Mario Odyssey","667474260","10246380","60755","1047","11760","1270","19","65.14",""
"64","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","650433300","25333680","13649","158","9125","1237","48","25.67",""
"65","","Super Mario Maker","628967100","8289420","18154","53","3972","1196","15","75.88",""
"66","","Tom Clancy's The Division","623217180","67904880","37112","595","79460","1185","129","9.18",""
"67","","Final Fantasy XIV Online","617282640","47321040","36847","1396","31291","1174","90","13.04",""
"68","","Battlefield 1","614719200","92893140","29758","717","215829","1169","176","6.62",""
"69","","Escape from Tarkov","595316100","22437540","50897","396","13727","1132","42","26.53",""
"70","","Horizon Zero Dawn","589541340","16877580","143742","880","75672","1121","32","34.93",""
"71","","Summoners War: Sky Arena","553295820","11808720","57021","59","4787","1052","22","46.85",""
"72","","Getting Over It with Bennett Foddy","545039820","4229160","86187","233","6946","1037","8","128.88",""
"73","","Cuphead","543321660","15976920","106835","900","58501","1033","30","34.01",""
"74","","Shadowverse","537602880","11918580","26516","123","10934","1022","22","45.11",""
"75","","DayZ","518544780","23328000","41308","174","21697","986","44","22.23",""
"76","","Super Mario 64","506844300","9410400","219476","63","9350","964","17","53.86",""
"77","","7 Days to Die","498310920","43608300","39478","266","51082","948","82","11.43",""
"78","","Retro","495209280","26855820","16517","123","12082","942","51","18.44",""
"79","","Tibia","493508580","18476280","21317","90","8688","939","35","26.71",""
"80","","The Witcher 3: Wild Hunt","492199620","31774680","21902","158","54441","936","60","15.49",""
"81","","Halo 5: Guardians","487688220","30315240","65207","189","38419","927","57","16.09",""
"82","","Power Rangers: Battle for the Grid","485869620","583080","71017","101","1089","924","1","833.28",""
"83","","Star Wars Battlefront II","473992920","12001800","121333","1065","35951","901","22","39.49",""
"84","","Paragon","470273880","45173040","38339","351","40770","894","85","10.41",""
"85","","The Evil Within 2","460111740","7756140","157125","890","18650","875","14","59.32",""
"86","","South Park: The Fractured But Whole","457470180","8235360","161626","1059","21884","870","15","55.55",""
"87","","The Elder Scrolls V: Skyrim","457314720","46710840","29039","207","83761","870","88","9.79",""
"88","","Call of Duty: Modern Warfare Remastered","456446460","40884360","19383","444","107062","868","77","11.16",""
"89","","Injustice 2","448984200","11830020","64375","947","29048","854","22","37.95",""
"90","","Bloodborne","443190720","26135520","16804","146","47280","843","49","16.96",""
"91","","Twitch Presents","441339180","211140","43035","14","141","839","0","2090.27",""
"92","","Dark Souls","431832540","18064800","204556","93","25060","821","34","23.9",""
"93","","NBA 2K18","431001600","31733400","43330","1847","45873","820","60","13.58",""
"94","","World of Warships","425784420","24310260","8295","109","18609","810","46","17.51",""
"95","","RimWorld","422378280","13505160","19095","89","12696","803","25","31.28",""
"96","","Assassin's Creed Origins","416705280","11399160","80844","755","31322","792","21","36.56",""
"97","","Games + Demos","414610920","8187420","86250","84","13819","788","15","50.64",""
"98","","Outlast 2","410257920","12174660","212319","1589","46246","780","23","33.7",""
"99","","osu!","400830240","53728620","18701","237","71955","762","102","7.46",""
"100","","Mario Kart 8","397342380","8414700","59013","377","13869","756","16","47.22",""
