"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","League of Legends","61343915700","909828060","1084257","3235","587084","116725","1731","67.42",""
"2","","PUBG: BATTLEGROUNDS","32389814100","861987000","450958","4821","531818","61631","1640","37.58",""
"3","","Dota 2","26992770180","231840960","845577","1228","148660","51361","441","116.43",""
"4","","Hearthstone","26565153240","135675180","277440","1538","147275","50548","258","195.8",""
"5","","Counter-Strike: Global Offensive","25188135540","451309800","1233293","2177","529109","47928","858","55.81",""
"6","","Overwatch","14383602840","619563420","329834","3561","665386","27369","1178","23.22",""
"7","","IRL","10950122100","145144800","213906","1123","194124","20835","276","75.44",""
"8","","World of Warcraft","8083275540","350996220","114050","3142","182309","15380","667","23.03",""
"9","","Grand Theft Auto V","7333931160","225185700","146629","1320","398048","13955","428","32.57",""
"10","","Z1: Battle Royale","5385147720","209576940","145097","1184","162230","10246","398","25.7",""
"11","","Fortnite","4892738700","237793320","147556","3848","303945","9309","452","20.58",""
"12","","Heroes of the Storm","4176629760","100783020","126179","718","96839","7947","191","41.44",""
"13","","Minecraft","4166290320","196273140","104992","1134","316273","7927","373","21.23",""
"14","","RuneScape","3743255880","66331980","94782","244","50861","7122","126","56.43",""
"15","","Talk Shows & Podcasts","3624068940","40193640","314999","697","68166","6895","76","90.17",""
"16","","Tom Clancy's Rainbow Six Siege","3480558900","277893300","82332","1409","391450","6622","528","12.52",""
"17","","FIFA 17","3021016800","73907940","144454","717","133653","5748","140","40.88",""
"18","","Path of Exile","2917133760","75832860","85576","1522","48338","5550","144","38.47",""
"19","","Destiny 2","2892412560","229582680","465627","14140","252832","5503","436","12.6",""
"20","","Creative","2859031380","159862320","51358","561","131349","5440","304","17.88",""
"21","","StarCraft II","2856273780","39905340","102646","183","29830","5434","75","71.58",""
"22","","World of Tanks","2758073280","84179880","109108","430","60546","5248","160","32.76",""
"23","","Destiny","2673190440","381312420","107657","4818","223892","5086","725","7.01",""
"24","","FIFA 18","2491437000","44170860","89011","1550","77816","4740","84","56.4",""
"25","","Poker","2379860700","26561640","42697","173","13198","4528","50","89.6",""
"26","","Rocket League","2329267860","108486060","207485","639","213145","4432","206","21.47",""
"27","","SMITE","2319570660","80448660","103551","405","81735","4413","153","28.83",""
"28","","Dead by Daylight","2260802220","103981680","42683","819","78544","4301","197","21.74",""
"29","","Casino_old","2019776400","9462240","36379","54","3775","3843","18","213.46",""
"30","","Black Desert","1858136100","70039920","45596","343","44811","3535","133","26.53",""
"31","","Call of Duty: WWII","1783628760","54407700","170705","2811","151038","3393","103","32.78",""
"32","","For Honor","1715939700","54317760","146765","2064","109343","3265","103","31.59",""
"33","","Street Fighter V","1589341680","21159780","205793","149","22552","3024","40","75.11",""
"34","","Magic: The Gathering","1460797260","11571420","44857","74","6092","2779","22","126.24",""
"35","","Warframe","1397243940","72502980","88701","718","95186","2658","137","19.27",""
"36","","Arma 3","1376747580","55391940","45593","422","45589","2619","105","24.85",""
"37","","The Legend of Zelda: Breath of the Wild","1300488300","31448760","188399","1408","23265","2474","59","41.35",""
"38","","Rust","1299035520","49211100","56947","299","54048","2471","93","26.4",""
"39","","Ark: Survival Evolved","1251429540","92307600","57668","694","100248","2381","175","13.56",""
"40","","Dark Souls III","1240028640","65721180","271174","1109","111085","2359","125","18.87",""
"41","","Friday the 13th: The Game","1166252520","47606100","125328","1499","100272","2219","90","24.5",""
"42","","Clash Royale","1158963840","15778560","74923","107","25974","2205","30","73.45",""
"43","","Resident Evil 7: Biohazard","1119852420","45903480","224481","3497","122704","2130","87","24.4",""
"44","","Diablo III","1031950620","67624440","43336","1424","87622","1963","128","15.26",""
"45","","NBA 2K17","987661680","89178000","23852","1295","139820","1879","169","11.08",""
"46","","Gwent: The Witcher Card Game","953050620","15549900","49264","228","19134","1813","29","61.29",""
"47","","Super Smash Bros. Melee","942705180","9606000","152438","68","11372","1793","18","98.14",""
"48","","Call of Duty: Infinite Warfare","906018780","77284200","116685","776","148205","1723","147","11.72",""
"49","","Music","892914960","36361560","21308","184","31638","1699","69","24.56",""
"50","","Tekken 7","868613940","17061000","142873","508","42188","1652","32","50.91",""
"51","","E3 2017","860261340","1657500","1105343","2142","5210","1636","3","519.01",""
