"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"27","","Grand Theft Auto V","183772980","17932320","39504","919","69649","4122","402","10.25",""
"28","","Heroes of the Storm","177044220","4964640","26765","250","11183","3971","111","35.66",""
"29","","SMITE","176812860","9150540","28594","399","24184","3966","205","19.32",""
"30","","Street Fighter V","154617060","1960320","45219","96","5809","3468","43","78.87",""
"31","","Rocket League","116580480","8156280","23064","422","44772","2615","182","14.29",""
"32","","Tom Clancy's Rainbow Six Siege","111369300","11157720","17742","653","33339","2498","250","9.98",""
"33","","Clash Royale","105777000","1699080","51974","83","4699","2372","38","62.26",""
"34","","Magic: The Gathering","104973300","870960","18101","50","959","2354","19","120.53",""
"35","","Rust","98535960","3138180","23618","177","6505","2210","70","31.4",""
"36","","Ark: Survival Evolved","94559820","4730280","9510","239","6571","2121","106","19.99",""
"37","","Fallout 4","90011040","10675560","35686","791","32030","2019","239","8.43",""
"38","","Super Smash Bros. Melee","88754160","749400","68954","59","2115","1990","16","118.43",""
"39","","Stellaris","86136420","2121600","32618","304","4131","1932","47","40.6",""
"40","","Super Mario Maker","85086480","1139880","14642","58","1524","1908","25","74.65",""
"41","","The Culling","82661400","1538100","33117","92","3624","1854","34","53.74",""
"42","","Music","77219880","1702500","6066","86","4561","1732","38","45.36",""
"43","","The Witcher 3: Wild Hunt","75658680","4071780","41007","596","12472","1697","91","18.58",""
"44","","Battlefield 4","74150520","7759080","482854","355","32579","1663","174","9.56",""
"45","","Pokémon Omega Ruby/Alpha Sapphire","68267640","1429140","7570","64","1690","1531","32","47.77",""
"46","","Battleborn","68145300","4462620","17067","610","11121","1528","100","15.27",""
"47","","Path of Exile","67138080","2332020","17611","201","3185","1506","52","28.79",""
"48","","Super Smash Bros. for Wii U","66041820","1052460","28685","76","2258","1481","23","62.75",""
"49","","Halo 5: Guardians","65336400","4331580","24978","249","12666","1465","97","15.08",""
"50","","Warcraft III","53429040","1033140","11151","55","1208","1198","23","51.72",""
"51","","Dungeons & Dragons","42200700","542040","26373","53","930","946","12","77.86",""
"52","","Gang Beasts","39563160","90240","48314","18","591","887","2","438.42",""
"53","","Black Desert","37982640","2468160","3089","121","3850","852","55","15.39",""
"54","","osu!","37529040","3927180","37612","184","13758","841","88","9.56",""
"55","","Enter the Gungeon","37291020","1119780","7497","68","4456","836","25","33.3",""
"56","","Mortal Kombat X","36344340","1447560","21265","79","6764","815","32","25.11",""
"57","","Blade & Soul","35966940","2433420","4882","140","3666","806","54","14.78",""
"58","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","35134980","998760","5060","62","1003","788","22","35.18",""
"59","","The Binding of Isaac: Repentance","33852600","884580","8940","43","2517","759","19","38.27",""
"60","","Final Fantasy X/X-2 HD Remaster","33805680","2293020","29707","174","4487","758","51","14.74",""
"61","","Subnautica","29488860","762600","17107","63","3281","661","17","38.67",""
"62","","Dark Souls","27816960","2026860","23491","93","4838","623","45","13.72",""
"63","","Madden NFL 16","27748860","6561300","3224","376","18328","622","147","4.23",""
"64","","EA Sports UFC 2","26968380","1569840","30039","88","6349","604","35","17.18",""
"65","","Team Fortress 2","26311500","1532460","31233","84","5266","590","34","17.17",""
"66","","World of Warships","25681560","1656060","3643","80","3129","576","37","15.51",""
"67","","Garry's Mod","25481940","1636380","7222","103","6173","571","36","15.57",""
"68","","Super Mario 64","24553980","536400","8400","29","1081","550","12","45.78",""
"69","","Summoners War: Sky Arena","24510060","788580","3880","43","816","549","17","31.08",""
"70","","Paragon","24441000","3300300","6352","156","6935","548","74","7.41",""
"71","","EVE Online","24184320","680220","3259","36","1054","542","15","35.55",""
"72","","Town of Salem","23352900","557880","39304","33","2298","523","12","41.86",""
"73","","Tibia","22943940","859980","2501","48","1131","514","19","26.68",""
"74","","Sid Meier's Civilization V","22836840","792300","5955","54","2459","512","17","28.82",""
"75","","Stardew Valley","22622640","1295340","13028","76","3597","507","29","17.46",""
"76","","Retro","21816720","780420","5243","36","979","489","17","27.96",""
"77","","M.U.G.E.N","21812220","97800","857","6","56","489","2","223.03",""
"78","","Diablo II: Lord of Destruction","21733380","458400","3779","48","677","487","10","47.41",""
"79","","Call of Duty: Black Ops","21115440","1060560","8719","175","4435","473","23","19.91",""
"80","","Kerbal Space Program","20560260","626460","6348","36","1353","461","14","32.82",""
"81","","Vainglory","20550240","511860","9603","31","678","460","11","40.15",""
"82","","Homefront: The Revolution","20354580","325860","44004","58","2381","456","7","62.46",""
"83","","Kantai Collection","20351820","1366140","4125","143","1318","456","30","14.9",""
"84","","Guild Wars 2","19955280","1341240","3789","78","2526","447","30","14.88",""
"85","","Warframe","19002240","4116180","11362","188","11481","426","92","4.62",""
"86","","Final Fantasy XIV: Heavensward","18300480","2161740","10178","187","5575","410","48","8.47",""
"87","","The Legend of Zelda: Majora's Mask","17955360","261420","4245","18","393","402","5","68.68",""
"88","","Golf With Your Friends","17620620","228480","34881","29","1582","395","5","77.12",""
"89","","The Elder Scrolls Online","17278380","2595300","1647","114","7190","387","58","6.66",""
"90","","Cities: Skylines","17019480","428580","29307","30","1317","381","9","39.71",""
"91","","Borderlands 2","16946640","1024140","6131","53","3434","380","22","16.55",""
"92","","The Last of Us","16539300","1668900","7494","86","5609","371","37","9.91",""
"93","","Super Mario Sunshine","16366740","219600","7569","19","448","367","4","74.53",""
"94","","RimWorld","16167960","410040","8795","26","648","362","9","39.43",""
"95","","Tree of Savior","16144920","1395120","1191","84","2455","362","31","11.57",""
"96","","Farming Simulator 15","15324240","1690800","3268","104","3326","343","37","9.06",""
"97","","Call of Duty: Black Ops II","15227940","1605720","9669","87","4604","341","36","9.48",""
"98","","Killer Instinct","15201900","408480","14779","30","1947","341","9","37.22",""
"99","","MLB The Show 16","15031620","412440","11938","26","4375","337","9","36.45",""
"100","","Euro Truck Simulator 2","15007260","1573740","2758","102","3758","336","35","9.54",""
