"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"33","","Call Of Duty: Modern Warfare","488607480","124502100","161169","11495","206852","11326","2886","3.92",""
"34","","Chess","481683480","3248520","96762","160","6648","11165","75","148.28",""
"35","","Old School RuneScape","446733660","9521580","50077","408","8599","10355","220","46.92",""
"36","","Talk Shows & Podcasts","418022100","8378940","103551","432","13696","9689","194","49.89",""
"37","","Brawlhalla","399443760","5889840","165626","258","18414","9259","136","67.82",""
"38","","Poker","388124340","5044620","62779","308","4466","8996","116","76.94",""
"39","","Marvel's Spider-Man: Miles Morales","387808440","11705760","190903","1749","26812","8989","271","33.13",""
"40","","Rust","378198780","12688680","50077","752","17076","8766","294","29.81",""
"41","","ASMR","343765800","5241120","18990","162","3289","7968","121","65.59",""
"42","","Eternal Return","336797040","6483360","54934","405","8171","7807","150","51.95",""
"43","","StarCraft II","327663720","3860640","43611","141","4859","7595","89","84.87",""
"44","","Pokémon Sword/Shield","326991720","11556240","39612","574","15076","7579","267","28.3",""
"45","","Fall Guys","316433220","13334640","247502","603","51787","7335","309","23.73",""
"46","","Sports","290209800","2624640","157173","159","5036","6727","60","110.57",""
"47","","Path of Exile","286112940","8213940","37191","661","6058","6632","190","34.83",""
"48","","Yakuza: Like a Dragon","275521920","5602080","41207","540","4851","6386","129","49.18",""
"49","","World of Tanks","255630720","9657900","40132","613","9312","5925","223","26.47",""
"50","","Magic: The Gathering","247839420","4906260","17985","267","6453","5745","113","50.51",""
"51","","DayZ","241662120","11197080","35884","506","13146","5601","259","21.58",""
"52","","VRChat","241398120","5551020","50325","360","9832","5595","128","43.49",""
"53","","SMITE","239750940","12265320","24941","579","16327","5557","284","19.55",""
"54","","Hades","207383460","8246880","23916","419","19081","4807","191","25.15",""
"55","","Tibia","206917920","7575780","10291","332","5219","4796","175","27.31",""
"56","","Sea of Thieves","205921080","17441640","42929","877","29024","4773","404","11.81",""
"57","","The Dark Pictures Anthology: Little Hope","202903260","5343420","93870","1669","18623","4703","123","37.97",""
"58","","Special Events","183173580","2366580","236926","210","4192","4246","54","77.4",""
"59","","Madden NFL 21","182894640","14248260","25824","1578","29634","4239","330","12.84",""
"60","","Dungeons & Dragons","179821260","5189760","84210","557","8359","4168","120","34.65",""
"61","","Black Desert","175875120","8074260","15276","295","6678","4076","187","21.78",""
"62","","Retro","168148800","7970340","12730","317","8670","3897","184","21.1",""
"63","","Age of Empires II","166089780","2724840","17803","131","4081","3850","63","60.95",""
"64","","Godfall","165001440","3971160","96913","751","8646","3824","92","41.55",""
"65","","Heroes of Might and Magic III: The Restoration of Erathia","159950460","952620","15940","49","705","3707","22","167.91",""
"66","","Visage","159244980","2769780","91062","524","8496","3691","64","57.49",""
"67","","Warcraft III","158746320","2030820","41560","92","2127","3679","47","78.17",""
"68","","World of Warships","156225300","4350000","11263","203","4157","3621","100","35.91",""
"69","","Watch Dogs: Legion","152271780","8882880","50593","1059","20048","3529","205","17.14",""
"70","","Science & Technology","152226420","10344480","37329","343","8805","3528","239","14.72",""
"71","","MapleStory","149991840","4238280","23520","194","4250","3476","98","35.39",""
"72","","Diablo III","147605040","6661140","39233","1588","10462","3421","154","22.16",""
"73","","Virtual Casino","147585360","1185360","16693","64","806","3421","27","124.51",""
"74","","GlitchCon","138668040","83520","242333","140","456","3214","1","1660.3",""
"75","","Tekken 7","136172280","4423440","48907","242","8928","3156","102","30.78",""
"76","","Super Smash Bros. Ultimate","129651600","6888240","65023","439","12154","3005","159","18.82",""
"77","","Animal Crossing: New Horizons","129646020","5524380","28416","534","11072","3005","128","23.47",""
"78","","The Elder Scrolls Online","128924940","5187720","21296","231","5922","2988","120","24.85",""
"79","","Tabletop RPGs","128020020","1157100","92285","108","1982","2967","26","110.64",""
"80","","Raft","121542960","4434480","37642","244","11533","2817","102","27.41",""
"81","","Rogue Company","119247360","20984040","90438","1464","46564","2764","486","5.68",""
"82","","Food & Drink","119197440","2166240","92482","218","6622","2763","50","55.03",""
"83","","Ark: Survival Evolved","118836960","14387640","27252","626","20083","2754","333","8.26",""
"84","","Teardown","117989160","874620","53899","79","3463","2735","20","134.9",""
"85","","Games + Demos","114722340","3334920","57931","146","7496","2659","77","34.4",""
"86","","Dark Souls III","111082800","9139980","10893","482","18418","2574","211","12.15",""
"87","","The Sims 4","110512680","5325360","82565","298","14756","2561","123","20.75",""
"88","","Street Fighter V","110032800","2728140","44026","117","4290","2550","63","40.33",""
"89","","Final Fantasy XIV Online","109573620","13177020","36989","765","14818","2539","305","8.32",""
"90","","Super Smash Bros. Melee","107094120","1511520","52947","140","2895","2482","35","70.85",""
"91","","Bugsnax","106778520","1526280","55167","231","5013","2475","35","69.96",""
"92","","Heroes of the Storm","106516200","4381860","8383","199","5470","2469","101","24.31",""
"93","","Football Manager 2021","105952980","1998540","24785","333","2348","2456","46","53.02",""
"94","","War Thunder","103429560","5370420","28053","345","7856","2397","124","19.26",""
"95","","Legends of Runeterra","100733700","1713660","35112","80","2979","2335","39","58.78",""
"96","","Star Citizen","100332960","3363840","56736","284","3814","2325","77","29.83",""
"97","","osu!","98483280","11443740","24096","454","30295","2282","265","8.61",""
"98","","Diablo II","97705740","2773260","9041","190","2227","2264","64","35.23",""
"99","","Marbles On Stream","95620140","2758740","70942","132","10136","2216","63","34.66",""
"100","","Red Dead Redemption 2","94296120","13300140","27629","572","20393","2185","308","7.09",""
