"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","14037635220","172065780","986105","6855","376893","325397","3988","81.58",""
"2","","League of Legends","7265121060","203562540","345045","8877","254028","168407","4718","35.69",""
"3","","Fortnite","4977839160","369734940","488655","25246","563077","115388","8570","13.46",""
"4","","Among Us","4617044760","79733460","776257","5274","250289","107024","1848","57.91",""
"5","","Minecraft","4592436360","133860600","591072","6133","282145","106454","3102","34.31",""
"6","","Counter-Strike: Global Offensive","3642845760","77859540","551755","3544","139791","84442","1804","46.79",""
"7","","World of Warcraft","3280138620","102524520","933430","25791","93850","76034","2376","31.99",""
"8","","Grand Theft Auto V","3102772260","81587580","201218","4209","116010","71923","1891","38.03",""
"9","","Call of Duty: Black Ops Cold War","3046589340","150234180","544486","23867","202264","70620","3482","20.28",""
"10","","Call of Duty: Warzone","3011747580","247292340","247838","17727","322627","69813","5732","12.18",""
"11","","FIFA 21","2841883200","59221980","335704","4322","104490","65875","1372","47.99",""
"12","","Apex Legends","2615198100","176062560","266326","9790","241200","60621","4081","14.85",""
"13","","VALORANT","2467343880","119965980","145497","4730","182609","57193","2780","20.57",""
"14","","Dota 2","2457330180","37585860","222257","1585","30556","56961","871","65.38",""
"15","","Hearthstone","1701872100","12701220","113301","964","16215","39449","294","133.99",""
"16","","Assassin's Creed Valhalla","1513264620","44974500","284130","6749","62316","35077","1042","33.65",""
"17","","Demon's Souls","1387952400","9664260","222803","853","16369","32173","224","143.62",""
"18","","Music","1189336920","43182300","156258","1886","42173","27569","1000","27.54",""
"19","","Dead by Daylight","1157201460","59756340","94557","3242","84563","26824","1385","19.37",""
"20","","Rocket League","1147923960","69629880","147604","3245","248683","26609","1614","16.49",""
"21","","Destiny 2","1080390420","83290860","402791","20975","78270","25043","1930","12.97",""
"22","","Escape from Tarkov","973922100","39627120","131735","1506","29848","22575","918","24.58",""
"23","","Genshin Impact","859844520","47848320","77425","3038","76037","19931","1109","17.97",""
"24","","Slots","841574880","5302380","97966","224","3729","19507","122","158.72",""
"25","","Phasmophobia","822201120","67322520","132592","8907","163492","19058","1560","12.21",""
"26","","PUBG: BATTLEGROUNDS","822012360","38257380","74944","1363","41370","19054","886","21.49",""
"27","","Teamfight Tactics","797951760","16683480","47270","582","31758","18496","386","47.83",""
"28","","Overwatch","724431000","44983140","42175","1786","76572","16792","1042","16.1",""
"29","","Tom Clancy's Rainbow Six Siege","685760460","51014760","82802","2217","103334","15896","1182","13.44",""
"30","","NBA 2K21","644963340","30998340","79724","1609","46969","14950","718","20.81",""
"31","","Garena Free Fire","573712800","13353600","99353","613","18942","13298","309","42.96",""
"32","","Art","547454760","32602140","35533","1113","51657","12690","755","16.79",""
