"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"66","","DayZ","82324200","3567360","29260","178","6435","1908","82","23.08",""
"67","","Borderlands 2","78720540","7309680","12277","441","22465","1824","169","10.77",""
"68","","Madden NFL 19","78313260","5543280","96944","396","14677","1815","128","14.13",""
"69","","Science & Technology","78221400","4530300","13267","221","6061","1813","105","17.27",""
"70","","Warframe","78058500","7984680","45083","326","14433","1809","185","9.78",""
"71","","Travel & Outdoors","76134600","4144800","14119","184","27939","1764","96","18.37",""
"72","","Marbles On Stream","72623400","1964280","12882","112","4443","1683","45","36.97",""
"73","","Ark: Survival Evolved","70860300","6926640","4666","309","9601","1642","160","10.23",""
"74","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","67943760","2354880","18193","253","2187","1574","54","28.85",""
"75","","osu!","64476240","8371080","14439","343","29400","1494","194","7.7",""
"76","","Food & Drink","63785820","823080","29836","41","3656","1478","19","77.5",""
"77","","Super Mario 64","63392820","1006500","20127","58","1934","1469","23","62.98",""
"78","","Satisfactory","62825880","3789420","16088","316","7576","1456","87","16.58",""
"79","","Tekken 7","62810460","2334720","23203","91","6574","1455","54","26.9",""
"80","","Heroes of Might and Magic III: The Shadow of Death","62189520","656400","10861","45","676","1441","15","94.74",""
"81","","Twitch Sings","61598700","2249760","35174","169","10359","1427","52","27.38",""
"82","","VRChat","58906200","3247260","13372","178","5723","1365","75","18.14",""
"83","","Super Mario Maker","58028100","725880","9410","42","716","1345","16","79.94",""
"84","","PUBG Mobile","55396620","7971900","8013","339","16911","1284","184","6.95",""
"85","","Miscreated","54538980","213060","26915","43","608","1264","4","255.98",""
"86","","Dark Souls III","54411120","4167720","7151","181","11502","1261","96","13.06",""
"87","","Age of Empires II","54143520","884040","18811","47","1863","1255","20","61.25",""
"88","","The Legend of Zelda: Ocarina of Time","53565360","1917240","9574","161","2641","1241","44","27.94",""
"89","","Conan Exiles","51956040","6830460","4222","351","16225","1204","158","7.61",""
"90","","MORDHAU","51759540","532440","87400","386","2620","1199","12","97.21",""
"91","","Monster Hunter: World","51108420","5039100","11118","231","13537","1184","116","10.14",""
"92","","Super Smash Bros. Melee","48637380","659880","76022","46","1823","1127","15","73.71",""
"93","","Star Citizen","48403500","1751760","8334","106","2857","1122","40","27.63",""
"94","","Arma 3","48020520","3454560","12197","282","6032","1113","80","13.9",""
"95","","Gwent: The Witcher Card Game","47771760","807960","7475","44","1242","1107","18","59.13",""
"96","","RuneScape","46784820","2010120","6333","82","3741","1084","46","23.27",""
"97","","Summoners War: Sky Arena","45868200","1007760","8202","51","1091","1063","23","45.52",""
"98","","Imperator: Rome","45561360","540180","14561","257","1209","1056","12","84.34",""
"99","","RimWorld","45252840","1558200","10387","70","2634","1048","36","29.04",""
"100","","Resident Evil 2","43871700","3252300","7613","161","10479","1016","75","13.49",""
