"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","PUBG: BATTLEGROUNDS","4428558540","118205220","450958","4067","176534","99339","2651","37.46",""
"2","","League of Legends","4323282600","75639060","343402","2668","121195","96978","1696","57.16",""
"3","","Dota 2","3520287180","18207240","845577","704","28695","78965","408","193.35",""
"4","","Hearthstone","2592999240","13429320","212440","785","30196","58165","301","193.08",""
"5","","Counter-Strike: Global Offensive","1209828180","38572800","209561","1588","105110","27138","865","31.36",""
"6","","IRL","1052499720","15078120","184959","672","48281","23609","338","69.8",""
"7","","Overwatch","1046582760","51374820","116664","2629","131260","23476","1152","20.37",""
"8","","Grand Theft Auto V","642593700","20437440","62151","906","60106","14414","458","31.44",""
"9","","Path of Exile","599639160","14615520","85576","1522","19258","13450","327","41.03",""
"10","","World of Warcraft","560135700","27094920","51350","1565","38208","12564","607","20.67",""
"11","","Heroes of the Storm","309534660","7484820","38237","276","13678","6943","167","41.35",""
"12","","Minecraft","293424960","18173100","45352","724","52257","6581","407","16.15",""
"13","","Tom Clancy's Rainbow Six Siege","272419560","26660880","35180","1126","78690","6110","598","10.22",""
"14","","RuneScape","269958900","5317920","36338","196","8790","6055","119","50.76",""
"15","","Talk Shows & Podcasts","259654800","3065040","74589","205","10681","5824","68","84.71",""
"16","","Z1: Battle Royale","216968580","14020140","39574","600","25047","4866","314","15.48",""
"17","","Creative","209523840","13915320","13636","493","27289","4699","312","15.06",""
"18","","StarCraft II","197202780","3153180","26403","115","5421","4423","70","62.54",""
"19","","Dead by Daylight","196898160","10016880","18843","497","16155","4416","224","19.66",""
"20","","Rocket League","187789920","9207900","67219","417","38664","4212","206","20.39",""
"21","","StarCraft","180855600","2198220","45361","268","4640","4056","49","82.27",""
"22","","World of Tanks","179309160","6353520","16174","294","9767","4022","142","28.22",""
"23","","Poker","167722800","2098920","25420","129","2267","3762","47","79.91",""
"24","","The Elder Scrolls: Legends","164117340","1605720","11749","60","1540","3681","36","102.21",""
"25","","Destiny 2","155934300","4801500","225199","3637","26871","3497","107","32.48",""
"26","","Call of Duty: WWII","154238940","2650080","111413","1028","9285","3459","59","58.2",""
"27","","Black Desert","152743020","6654540","10083","221","7241","3426","149","22.95",""
"28","","Destiny","151471320","22761600","14676","1486","37495","3397","510","6.65",""
"29","","SMITE","142805220","6756060","20349","268","13505","3203","151","21.14",""
"30","","FIFA 17","125010180","6051000","34334","368","20067","2804","135","20.66",""
"31","","XCOM 2: War of the Chosen","124639140","580440","37514","206","1269","2795","13","214.73",""
"32","","Street Fighter V","116343000","1834260","43485","149","4464","2609","41","63.43",""
"33","","Call of Duty: Infinite Warfare","113238420","5858700","116685","290","20013","2540","131","19.33",""
"34","","Dauntless","112832820","1741140","71614","614","3166","2531","39","64.8",""
"35","","Casino_old","107323680","848640","7365","44","646","2407","19","126.47",""
"36","","The Long Dark","97866720","2159340","29806","243","5855","2195","48","45.32",""
"37","","Magic: The Gathering","97651440","906780","18433","54","1216","2190","20","107.69",""
"38","","Clash Royale","94900800","1178820","32147","58","2687","2128","26","80.5",""
"39","","Super Mario 64","90482460","950880","12341","45","1796","2029","21","95.16",""
"40","","Ark: Survival Evolved","89851860","6064380","51549","397","13485","2015","136","14.82",""
"41","","Hellblade: Senua's Sacrifice","89270640","2579760","83708","545","8416","2002","57","34.6",""
"42","","Fortnite","82619640","8658180","14564","697","18467","1853","194","9.54",""
"43","","Diablo III","79664700","5854740","14813","340","13447","1787","131","13.61",""
"44","","Dark Souls III","78913500","4497900","25436","177","12989","1770","100","17.54",""
"45","","Rust","78075780","3664620","10242","246","7292","1751","82","21.31",""
"46","","Call of Duty: Ghosts","76446780","1920960","14323","173","6470","1714","43","39.8",""
"47","","Gwent: The Witcher Card Game","75789420","1263240","16603","92","2289","1700","28","60",""
"48","","Madden NFL 18","72428640","5174580","33963","1245","17076","1624","116","14",""
"49","","Pokémon Sun/Moon","71941980","1790460","34589","74","2088","1613","40","40.18",""
"50","","Tekken 7","71028360","2018520","21625","80","8304","1593","45","35.19",""
"51","","Super Smash Bros. Melee","70946040","805140","47216","52","2307","1591","18","88.12",""
"52","","Uncharted: The Lost Legacy","69694380","838920","59504","211","5942","1563","18","83.08",""
"53","","Super Smash Bros. for Wii U","69660060","883740","28504","61","1777","1562","19","78.82",""
"54","","Dark and Light","68693400","2232120","40894","152","2766","1540","50","30.77",""
"55","","Call of Duty: Black Ops III","65663700","15457560","9077","634","57225","1472","346","4.25",""
"56","","Music","62250120","3427080","7972","109","4924","1396","76","18.16",""
"57","","Warcraft III","61057560","1211100","19990","61","1382","1369","27","50.41",""
"58","","Escape from Tarkov","60057540","3001080","44193","150","4410","1347","67","20.01",""
"59","","Paladins","59899920","5367600","10966","218","16505","1343","120","11.16",""
"60","","Final Fantasy XIV Online","57481620","6730200","4883","602","9341","1289","150","8.54",""
"61","","Gamescom 2017","55254960","83100","161292","52","188","1239","1","664.92",""
"62","","Arma 3","53134920","3742020","13460","238","6750","1191","83","14.2",""
"63","","Absolver","52718580","943440","48064","690","4194","1182","21","55.88",""
"64","","Retro","51780960","2452140","16517","101","2879","1161","55","21.12",""
"65","","Friday the 13th: The Game","51251280","5043660","7635","269","17399","1149","113","10.16",""
"66","","Dark Souls","49602720","1549080","8327","64","3468","1112","34","32.02",""
"67","","Observer","48681300","705960","38710","152","2478","1091","15","68.96",""
"68","","Super Mario Maker","48623340","703260","7265","37","826","1090","15","69.14",""
"69","","Golf It!","48027480","169800","113470","28","1146","1077","3","282.85",""
"70","","Tibia","47725620","1554480","3652","69","1859","1070","34","30.7",""
"71","","Warframe","47409900","6236160","12242","235","14389","1063","139","7.6",""
"72","","Dungeons & Dragons","47408460","1382100","23427","102","1908","1063","31","34.3",""
"73","","Mario + Rabbids Kingdom Battle","46151160","336720","47707","170","1159","1035","7","137.06",""
"74","","Paragon","45784140","4402620","8274","351","7741","1027","98","10.4",""
"75","","Crash Bandicoot N. Sane Trilogy","45745920","714660","15873","48","6942","1026","16","64.01",""
"76","","Guild Wars 2","44986980","2699520","56295","178","4645","1009","60","16.66",""
"77","","Splatoon 2","44946000","2992440","8746","437","5204","1008","67","15.02",""
"78","","NBA 2K17","42606060","7130040","13774","400","22717","955","159","5.98",""
"79","","Conan Exiles","39695040","1326120","57372","194","2289","890","29","29.93",""
"80","","Sonic Mania","39256800","1793220","15474","438","8989","880","40","21.89",""
"81","","The Escapists 2","39104220","646260","54879","138","2655","877","14","60.51",""
"82","","Bloodborne","37974480","2005200","15371","91","6018","851","44","18.94",""
"83","","No Man's Sky","37776960","2086800","24162","204","6357","847","46","18.1",""
"84","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","37591140","1717500","4309","107","1393","843","38","21.89",""
"85","","For Honor","37305660","2657400","20114","195","9690","836","59","14.04",""
"86","","Games + Demos","35845020","777060","28927","45","2329","804","17","46.13",""
"87","","Shadowverse","35623860","792060","13005","47","1403","799","17","44.98",""
"88","","Quake Champions","35359140","815460","22195","74","2207","793","18","43.36",""
"89","","Battlefield 1","35029500","6972840","5001","312","27067","785","156","5.02",""
"90","","Summoners War: Sky Arena","34590360","1018140","3188","56","1095","775","22","33.97",""
"91","","Injustice 2","34501320","1108980","12116","78","4147","773","24","31.11",""
"92","","Albion Online","33505920","2017440","3611","117","2780","751","45","16.61",""
"93","","osu!","33257040","4683240","17536","182","17394","746","105","7.1",""
"94","","White Day: A Labyrinth Named School","33232920","203340","14895","56","517","745","4","163.44",""
