"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"25","","Destiny 2","412648860","27315840","82481","1489","46152","9256","612","15.11",""
"26","","Music","365872740","12713820","22348","404","14140","8207","285","28.78",""
"27","","Poker","348427680","3807420","52745","210","4032","7815","85","91.51",""
"28","","Talk Shows & Podcasts","297035160","4188960","78259","169","14648","6662","93","70.91",""
"29","","StarCraft II","282219960","4439580","47228","170","6822","6330","99","63.57",""
"30","","Kingdom Hearts III","262409100","8704020","108590","3855","18131","5886","195","30.15",""
"31","","Art","241768380","15626880","16675","565","28089","5423","350","15.47",""
"32","","Kingdom Hearts HD 1.5 + 2.5 ReMIX","239518140","6380520","24959","324","6925","5372","143","37.54",""
"33","","World of Tanks","238200900","9282600","18554","483","13146","5343","208","25.66",""
"34","","Black Desert","224765400","9272640","29097","304","10427","5041","208","24.24",""
"35","","Rocket League","223071840","17762820","65788","727","62082","5003","398","12.56",""
"36","","Dark Souls III","212667600","7818960","275893","311","18228","4770","175","27.2",""
"37","","Anthem","210118080","4807380","328923","4275","20549","4713","107","43.71",""
"38","","Always On","201008640","508920","22568","17","49","4508","11","394.97",""
"39","","Dark Souls","180612660","3602280","33916","163","7244","4051","80","50.14",""
"40","","Chess","175254900","1228860","32328","74","1609","3931","27","142.62",""
"41","","Ring Of Elysium","171195600","15595260","43646","1177","37718","3840","349","10.98",""
"42","","Warcraft III","163275900","2479440","25123","101","2678","3662","55","65.85",""
"43","","Games + Demos","161287140","2233560","42712","109","7124","3617","50","72.21",""
"44","","Diablo III","158915940","10420200","28866","2018","18732","3564","233","15.25",""
"45","","ASMR","157270380","2223360","19469","72","1802","3527","49","70.74",""
"46","","NBA 2K19","149060100","16478460","13512","893","39358","3343","369","9.05",""
"47","","Lost Ark","147587040","3869040","21370","221","2325","3310","86","38.15",""
"48","","SMITE","129687240","7496340","13866","331","14319","2909","168","17.3",""
"49","","Subnautica","126475920","6037140","58176","286","16769","2837","135","20.95",""
"50","","Atlas","126393600","1409100","75774","728","3909","2835","31","89.7",""
"51","","Rust","126172740","8057040","21863","464","14847","2830","180","15.66",""
"52","","The Elder Scrolls Online","126046860","4232340","151951","200","7139","2827","94","29.78",""
"53","","Heroes of the Storm","122122320","5198220","8582","205","8619","2739","116","23.49",""
"54","","Slay the Spire","111143760","2020560","26142","105","5936","2493","45","55.01",""
"55","","Heroes of Might and Magic III: The Shadow of Death","106548900","757380","18959","45","834","2390","16","140.68",""
"56","","Monster Hunter: World","105377940","9936480","13437","487","23506","2363","222","10.61",""
"57","","Battlefield V","105207180","9545520","29062","446","33465","2359","214","11.02",""
"58","","World of Warships","104939460","3575940","7041","162","4891","2353","80","29.35",""
"59","","Knight Online","102687480","1203840","23954","143","1463","2303","27","85.3",""
"60","","Marbles On Stream","95903220","2373900","33925","112","6145","2151","53","40.4",""
"61","","Warframe","94579500","9298320","51269","330","18142","2121","208","10.17",""
"62","","Dragon Ball FighterZ","94303980","1788900","90224","178","7502","2115","40","52.72",""
"63","","DayZ","93472200","3690300","29263","182","6649","2096","82","25.33",""
"64","","The Elder Scrolls V: Skyrim","90385080","4779540","25453","184","11437","2027","107","18.91",""
"65","","Pokémon: Let's Go, Pikachu!","88464720","3585300","13880","174","5688","1984","80","24.67",""
"66","","Final Fantasy XIV Online","87516180","8487360","9388","628","11256","1963","190","10.31",""
"67","","Diablo II: Lord of Destruction","86919360","1556580","165190","155","1837","1949","34","55.84",""
"68","","Retro","86640000","4632780","86249","171","5709","1943","103","18.7",""
"69","","Darkest Dungeon","84734820","1315740","16618","64","3182","1900","29","64.4",""
"70","","Dungeons & Dragons","84410820","2165880","41094","195","3660","1893","48","38.97",""
"71","","Final Fantasy IX","82309560","449220","148498","29","861","1846","10","183.23",""
"72","","Tibia","81403380","3723420","5244","157","3863","1826","83","21.86",""
"73","","Bloodborne","81205560","3063720","245345","135","7898","1821","68","26.51",""
"74","","Ark: Survival Evolved","78606600","7728060","9817","320","11064","1763","173","10.17",""
"75","","The Legend of Zelda: Breath of the Wild","73412700","2576880","23728","114","4150","1646","57","28.49",""
"76","","Friends Marble","72692940","36420","29099","8","86","1630","0","1995.96",""
"77","","Street Fighter V","72489000","2336640","10015","92","4401","1626","52","31.02",""
"78","","Red Dead Redemption 2","70930560","12584940","12698","553","35251","1591","282","5.64",""
"79","","Garry's Mod","70190340","1639320","96345","117","7565","1574","36","42.82",""
"80","","The Forest","70110600","4551420","53419","267","14313","1572","102","15.4",""
"81","","Super Mario Odyssey","66934500","722820","209812","41","1511","1501","16","92.6",""
"82","","Madden NFL 19","63905760","10224000","27917","646","25459","1433","229","6.25",""
"83","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","63362760","1869000","18017","110","1849","1421","41","33.9",""
"84","","VRChat","61314420","3870300","7688","281","7186","1375","86","15.84",""
"85","","The Binding of Isaac: Repentance","61079160","1402680","16729","70","4308","1370","31","43.54",""
"86","","Food & Drink","60756960","802020","27163","41","3913","1362","17","75.75",""
"87","","The Legend of Zelda: The Wind Waker HD","60484140","170040","160170","17","365","1356","3","355.71",""
"88","","PUBG Mobile","60457800","8914620","7754","380","19066","1356","199","6.78",""
"89","","7 Days to Die","59349600","4603680","14526","189","6786","1331","103","12.89",""
"90","","The Legend of Zelda: A Link to the Past","56725680","1476840","203561","100","1958","1272","33","38.41",""
"91","","The Legend of Zelda: Ocarina of Time","56671800","1906740","7391","132","2590","1271","42","29.72",""
"92","","Special Events","54070500","590280","388249","63","2375","1212","13","91.6",""
"93","","osu!","53831580","8369880","5246","347","28872","1207","187","6.43",""
"94","","Super Mario Maker","53716320","568680","12051","32","618","1204","12","94.46",""
"95","","The Sims 4","53526900","3052380","17258","136","8951","1200","68","17.54",""
"96","","Summoners War: Sky Arena","53041260","1102740","4280","60","1223","1189","24","48.1",""
"97","","Science & Technology","51575400","3958500","4577","146","5744","1156","88","13.03",""
"98","","Tekken 7","51055500","2456280","12729","91","6958","1145","55","20.79",""
"99","","My Time at Portia","50442420","1301160","23286","109","2840","1131","29","38.77",""
"100","","Artifact","50343480","1096560","21208","69","1836","1129","24","45.91",""
