"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"63","","The Elder Scrolls V: Skyrim","60904980","5034240","8019","200","14949","1366","112","12.1",""
"64","","RimWorld","54093120","1599720","9807","70","2568","1213","35","33.81",""
"65","","Undertale","52055580","660960","216515","44","2716","1167","14","78.76",""
"66","","The Legend of Zelda: Ocarina of Time","51198840","713700","7059","48","1216","1148","16","71.74",""
"67","","7 Days to Die","51067320","4344780","23043","177","10178","1145","97","11.75",""
"68","","World of Warships","49919700","2287140","7400","98","3596","1119","51","21.83",""
"69","","Final Fantasy XV","48249540","8724060","8586","492","25382","1082","195","5.53",""
"70","","Nioh","46090020","321480","55483","130","1458","1033","7","143.37",""
"71","","Paragon","45937620","4557900","4093","180","8400","1030","102","10.08",""
"72","","Astroneer","45666720","1273500","29721","72","4782","1024","28","35.86",""
"73","","Tibia","45385740","1281300","3412","62","1656","1018","28","35.42",""
"74","","Let It Die","45113280","1734060","10765","102","5251","1011","38","26.02",""
"75","","Warframe","44234040","5010540","14258","207","13232","992","112","8.83",""
"76","","Shadowverse","43435680","1091940","19293","50","2164","974","24","39.78",""
"77","","Darkest Dungeon","42695160","1036800","13005","52","2622","957","23","41.18",""
"78","","Stardew Valley","41785620","2381520","6331","107","6854","937","53","17.55",""
"79","","Pokémon Emerald","41073120","73440","203536","26","309","921","1","559.27",""
"80","","Summoners War: Sky Arena","40724100","1027800","3696","55","1062","913","23","39.62",""
"81","","Final Fantasy","40542600","109260","164287","13","223","909","2","371.07",""
"82","","Dark Souls","40337280","1595820","5335","71","3749","904","35","25.28",""
"83","","Elite: Dangerous","40325160","1766040","9485","90","3143","904","39","22.83",""
"84","","Super Mario Galaxy 2","40192020","48120","182322","18","155","901","1","835.25",""
"85","","Super Metroid","39681120","214500","224496","22","438","890","4","184.99",""
"86","","Final Fantasy XIV: Heavensward","39375720","3671220","6964","307","6689","883","82","10.73",""
"87","","osu!","37490580","4375980","5804","195","16013","840","98","8.57",""
"88","","Heroes of Might and Magic III: The Shadow of Death","37361820","256080","14856","18","298","838","5","145.9",""
"89","","Detention","37047120","341760","38085","94","1791","831","7","108.4",""
"90","","Super Mario Sunshine","36917700","279600","194094","22","644","828","6","132.04",""
"91","","Jackbox Party Packs","36492660","871380","47526","136","3664","818","19","41.88",""
"92","","EVE Online","35051040","730440","2606","33","1162","786","16","47.99",""
"93","","Paper Mario: The Thousand-Year Door","34952700","118560","169832","16","330","784","2","294.81",""
"94","","Gears of War 4","33818340","3176700","19350","162","10778","758","71","10.65",""
"95","","Casino_old","33153540","458220","3506","28","454","743","10","72.35",""
"96","","Games + Demos","31830420","461700","11116","28","1845","714","10","68.94",""
"97","","The Culling","31579020","368460","35534","73","1286","708","8","85.71",""
"98","","The Elder Scrolls Online","31239600","2167080","49913","106","5629","700","48","14.42",""
"99","","Roblox","31161540","2236980","17560","136","12839","699","50","13.93",""
"100","","Euro Truck Simulator 2","30217620","2658120","7738","163","5984","677","59","11.37",""
