"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"56","","The Elder Scrolls Online","126168420","4296300","25190","200","6076","2830","96","29.37",""
"57","","Last Oasis","125885640","1425660","59245","752","3091","2823","31","88.3",""
"58","","Retro","121321500","6723000","12597","257","7641","2721","150","18.05",""
"59","","Final Fantasy XIV Online","114835740","14430300","11083","1144","16591","2575","323","7.96",""
"60","","Heroes of Might and Magic III: The Shadow of Death","114700080","795540","10639","44","717","2572","17","144.18",""
"61","","MapleStory","113064300","3923460","20913","172","4217","2536","88","28.82",""
"62","","iRacing","110051040","3966840","55317","688","5181","2468","88","27.74",""
"63","","Heroes of the Storm","108781740","4398360","7514","180","6535","2440","98","24.73",""
"64","","Dungeons & Dragons","106235760","3479100","74864","345","5877","2383","78","30.54",""
"65","","Legends of Runeterra","106230120","2619540","12716","124","5571","2382","58","40.55",""
"66","","Diablo III","103939680","6593700","23610","1015","11947","2331","147","15.76",""
"67","","Twitch Stream Aid","100054260","76920","168180","92","336","2244","1","1300.76",""
"68","","MLB The Show 20","99756180","2346420","14181","393","9320","2237","52","42.51",""
"69","","Stilt Fella","97923420","182220","63244","19","776","2196","4","537.39",""
"70","","VRChat","97331280","4010760","51406","223","6981","2183","89","24.27",""
"71","","Fitness & Health","92678400","1229640","43527","152","3885","2078","27","75.37",""
"72","","Garena Free Fire","91059540","2818320","21139","150","4869","2042","63","32.31",""
"73","","F1 2019","90486060","1526880","181862","197","7070","2029","34","59.26",""
"74","","Dark Souls III","87730440","5867700","10748","236","13021","1967","131","14.95",""
"75","","Granblue Fantasy: Versus","87173100","2257740","29261","196","5651","1955","50","38.61",""
"76","","Science & Technology","85736160","6242760","10800","246","8249","1923","140","13.73",""
"77","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","84729480","3166260","6904","177","2134","1900","71","26.76",""
"78","","Marbles On Stream","82536060","2365380","22306","135","7908","1851","53","34.89",""
"79","","Clash Royale","81349560","1095660","20739","67","2597","1824","24","74.25",""
"80","","Madden NFL 20","81189660","10287720","18831","679","23789","1821","230","7.89",""
"81","","Call of Duty: Black Ops 4","79987620","11566500","40253","674","21245","1794","259","6.92",""
"82","","The Witcher 3: Wild Hunt","79243860","5182260","17963","270","12105","1777","116","15.29",""
"83","","The Legend of Zelda: Breath of the Wild","77556060","2739720","15856","135","4781","1739","61","28.31",""
"84","","Food & Drink","71508300","1134960","14777","65","4650","1604","25","63.01",""
"85","","Black Mesa","71199060","1352700","35028","96","3762","1597","30","52.63",""
"86","","Resident Evil 2","70764120","4867440","20170","307","14722","1587","109","14.54",""
"87","","DayZ","70479540","5704320","9120","273","9339","1580","127","12.36",""
"88","","Pummel Party","69388740","1403520","41446","221","7389","1556","31","49.44",""
"89","","The Seven Deadly Sins: Grand Cross","67975140","1967940","7370","125","1878","1524","44","34.54",""
"90","","Mortal Kombat 11","65424360","2469780","44425","262","7703","1467","55","26.49",""
"91","","Slay the Spire","65078880","1341660","36941","205","3804","1459","30","48.51",""
"92","","Hunt: Showdown","64711440","5686860","8066","338","9326","1451","127","11.38",""
"93","","Stardew Valley","63983340","5792880","13850","256","15192","1435","129","11.05",""
"94","","Satisfactory","63467640","3588960","18838","485","5485","1423","80","17.68",""
"95","","Football Manager 2020","62898000","1737720","16549","118","2748","1410","38","36.2",""
"96","","Borderlands 3","62731680","7234140","10733","597","16216","1407","162","8.67",""
"97","","Warframe","60698340","6334860","52982","349","10856","1361","142","9.58",""
"98","","Street Fighter V","60145680","1941240","29213","94","3860","1349","43","30.98",""
"99","","Tekken 7","60080760","2854020","19861","139","7353","1347","64","21.05",""
"100","","The Legend of Zelda: Ocarina of Time","59669100","2029080","24279","162","2662","1338","45","29.41",""
