"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","14385355560","160275960","809381","6480","469749","333457","3715","89.75",""
"2","","Grand Theft Auto V","5967419400","101853600","550680","4642","196976","138326","2361","58.59",""
"3","","League of Legends","5558715480","111097320","3145012","4184","195040","128852","2575","50.03",""
"4","","Counter-Strike: Global Offensive","5216526420","39962820","1313814","1983","106614","120920","926","130.53",""
"5","","VALORANT","4058115840","168758820","285380","6277","322363","94068","3911","24.05",""
"6","","Call of Duty: Warzone","2957325180","111894360","618010","12842","258226","68551","2593","26.43",""
"7","","Overwatch 2","2856749220","123722580","227679","5768","333466","66220","2867","23.09",""
"8","","Minecraft","2657210160","76472400","358027","3663","264195","61595","1772","34.75",""
"9","","World of Warcraft","2602640100","54278760","800359","12297","65545","60330","1258","47.95",""
"10","","Call of Duty: Modern Warfare II","2587536780","296110080","224500","18815","599654","59979","6863","8.74",""
"11","","God of War Ragnarök","2426445120","97078500","480655","11583","136899","56245","2250","24.99",""
"12","","Apex Legends","2198538240","139131720","172330","7146","274779","50962","3225","15.8",""
"13","","Pokémon Scarlet/Violet","2042909760","60545880","315303","10530","77449","47355","1403","33.74",""
"14","","FIFA 23","1765167840","39311400","342252","4727","124354","40917","911","44.9",""
"15","","Fortnite","1670433840","158716620","348066","6903","505582","38721","3679","10.52",""
"16","","Dota 2","1609715760","38768160","79965","1847","51053","37313","898","41.52",""
"17","","Sports","1474487340","6193680","507153","561","18411","34179","143","238.06",""
"18","","New World","1291668780","21512220","198821","2025","23210","29941","498","60.04",""
"19","","Dead by Daylight","1041804060","64724640","72502","3387","106654","24149","1500","16.1",""
"20","","Music","973694160","40884960","84882","1611","56948","22570","947","23.82",""
"21","","Teamfight Tactics","865051440","10422300","102291","586","26384","20052","241","83",""
"22","","Genshin Impact","847746240","65471340","367684","5920","100126","19651","1517","12.95",""
"23","","Hearthstone","833411820","6301860","57837","275","11522","19318","146","132.25",""
"24","","Special Events","776996820","2862960","1162327","266","8641","18011","66","271.4",""
"25","","Virtual Casino","729520800","2913060","67456","127","2611","16910","67","250.43",""
"26","","Rust","643181160","14156820","60204","946","26418","14909","328","45.43",""
"27","","Lost Ark","638670540","14452740","62403","831","11480","14804","335","44.19",""
"28","","ASMR","602196780","8089860","30166","258","7230","13959","187","74.44",""
"29","","Ark: Survival Evolved","585598680","10993680","154971","474","23440","13574","254","53.27",""
"30","","Slots","574254120","3721440","63311","166","3509","13311","86","154.31",""
"31","","PUBG: BATTLEGROUNDS","490261740","23363160","77549","1027","39905","11364","541","20.98",""
"32","","Rocket League","451816260","32401740","122215","1440","138440","10473","751","13.94",""
"33","","Escape from Tarkov","451580160","18267240","31671","743","21235","10467","423","24.72",""
"34","","World of Tanks","447473340","6954360","44312","365","10014","10372","161","64.34",""
"35","","Art","444960120","26385720","29063","980","52946","10314","611","16.86",""
"36","","God of War","354219660","14724600","116534","938","48028","8210","341","24.06",""
"37","","Albion Online","345496020","3257880","18263","168","3387","8008","75","106.05",""
"38","","DayZ","338559060","11677140","49656","552","20698","7847","270","28.99",""
"39","","Poker","332777940","3883860","55253","258","4208","7713","90","85.68",""
"40","","The Dark Pictures Anthology: The Devil in Me","331164000","4170120","121842","1129","12998","7676","96","79.41",""
"41","","Talk Shows & Podcasts","324507180","9892920","83880","519","17803","7522","229","32.8",""
"42","","StarCraft","317168520","1439340","60029","102","2589","7352","33","220.36",""
"43","","Tom Clancy's Rainbow Six Siege","311177280","18208860","98976","808","67899","7213","422","17.09",""
"44","","Old School RuneScape","305219640","6002040","32972","260","6671","7075","139","50.85",""
"45","","I'm Only Sleeping","278647260","6442200","28014","279","5745","6459","149","43.25",""
"46","","Chess","269165820","2416020","43993","133","6219","6239","56","111.41",""
"47","","Warhammer 40,000: Darktide","264192840","4841160","118571","1089","10970","6124","112","54.57",""
"48","","Travel & Outdoors","255275340","4384620","66782","149","6668","5917","101","58.22",""
"49","","Retro","247552320","8850720","18458","340","10659","5738","205","27.97",""
"50","","Among Us","235731720","4226280","205724","304","29731","5464","97","55.78",""
"51","","Sea of Thieves","230102280","11065440","30265","663","25961","5333","256","20.79",""
"52","","Pools, Hot Tubs, and Beaches","229799580","2926200","24292","100","2864","5326","67","78.53",""
"53","","Destiny 2","220497180","18019860","16340","1021","37092","5111","417","12.24",""
"54","","Fall Guys","217420560","10819200","82370","623","63892","5039","250","20.1",""
"55","","VRChat","198368040","4543260","44681","339","11359","4598","105","43.66",""
"56","","NBA 2K23","193152900","23282880","279369","1272","58625","4477","539","8.3",""
"57","","Tibia","188948400","7835280","10002","406","5209","4379","181","24.12",""
"58","","Elden Ring","187604940","13678260","34940","572","34690","4348","317","13.72",""
"59","","Magic: The Gathering","187580640","3134340","18727","203","5821","4348","72","59.85",""
"60","","SMITE","183144660","6414840","11690","335","12655","4245","148","28.55",""
"61","","Project Zomboid","176779980","4445820","60336","196","9619","4097","103","39.76",""
"62","","Path of Exile","173925600","3112200","36363","364","3626","4031","72","55.89",""
"63","","Marvel Snap","168924480","2726700","11435","134","7498","3915","63","61.95",""
"64","","Final Fantasy XIV Online","166583520","15647400","36917","1283","22274","3861","362","10.65",""
"65","","Black Desert","166493460","6520380","13788","256","6574","3859","151","25.53",""
"66","","Roblox","163112640","22502580","84927","1156","131168","3781","521","7.25",""
"67","","Phasmophobia","162637080","13107600","48911","2405","55914","3769","303","12.41",""
"68","","Clash Royale","159790560","2022060","96213","104","19102","3704","46","79.02",""
"69","","Heroes of Might and Magic III: The Restoration of Erathia","159442440","1117200","17345","62","733","3695","25","142.72",""
"70","","Sonic Frontiers","158321340","8826900","79999","2096","20908","3669","204","17.94",""
"71","","RimWorld","158046600","3342840","18173","167","4488","3663","77","47.28",""
"72","","Brawl Stars","149808180","2140140","377452","122","17635","3472","49","70",""
"73","","Red Dead Redemption 2","140519880","12702900","15954","625","29791","3257","294","11.06",""
"74","","Mount & Blade II: Bannerlord","138933840","3293160","46078","169","5451","3220","76","42.19",""
"75","","Trackmania","138592980","931860","36252","78","2022","3212","21","148.73",""
"76","","Tabletop RPGs","138339660","1093380","99509","104","2445","3206","25","126.52",""
"77","","Knight Online","127878060","1790100","24124","265","1720","2964","41","71.44",""
"78","","Grounded","127261740","7319280","35458","403","17962","2949","169","17.39",""
"79","","Super Smash Bros. Ultimate","121492740","3527700","69873","221","8860","2816","81","34.44",""
"80","","StarCraft II","121298160","1983900","27603","89","3365","2811","45","61.14",""
"81","","Food & Drink","119932140","1570560","61899","102","6265","2780","36","76.36",""
"82","","Resident Evil Village","118602660","6060900","38550","1080","21967","2749","140","19.57",""
"83","","The Sims 4","116587200","5903400","34551","283","22161","2702","136","19.75",""
"84","","Hunt: Showdown","114883980","8919540","9540","523","13096","2663","206","12.88",""
"85","","World of Warships","113901480","2732640","16715","141","3909","2640","63","41.68",""
"86","","Age of Empires II","110728440","1738020","21973","86","3084","2566","40","63.71",""
"87","","War Thunder","110652420","5932860","17599","309","14392","2564","137","18.65",""
"88","","Super Smash Bros. Melee","108076620","800760","66411","64","2202","2505","18","134.97",""
"89","","Valheim","105138300","4111860","30220","299","9016","2437","95","25.57",""
"90","","Goddess of Victory: Nikke","105114480","1605060","21818","180","3615","2436","37","65.49",""
"91","","Madden NFL 23","104430660","16168200","38553","1067","44611","2420","374","6.46",""
"92","","Football Manager 2023","103744440","1987020","27282","197","2947","2404","46","52.21",""
"93","","Brawlhalla","98489940","2669400","55343","149","14988","2283","61","36.9",""
"94","","Star Citizen","98194260","3312060","22124","274","4580","2276","76","29.65",""
"95","","MapleStory","98186220","3196080","20613","159","3081","2275","74","30.72",""
"96","","Games + Demos","97045200","16339560","37741","723","88636","2249","378","5.94",""
"97","","Warcraft III","94189860","1377720","14527","68","1527","2183","31","68.37",""
"98","","Lineage 2","93744900","2811780","4410","159","2003","2173","65","33.34",""
"99","","League of Legends: Wild Rift","90368580","5068560","7526","206","18951","2094","117","17.83",""
"100","","Tower of Fantasy","90227880","3875400","12600","259","6351","2091","89","23.28",""
