"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"35","","Rust","88956840","2986440","35447","178","5929","2062","69","29.79",""
"36","","DayZ","87785040","3268020","18068","165","4623","2034","75","26.86",""
"37","","Dark Souls","86832000","3326400","10717","207","8080","2012","77","26.1",""
"38","","Music","83158440","1780260","6375","84","4633","1927","41","46.71",""
"39","","Black Desert","75058860","4098480","6231","193","5959","1739","95","18.31",""
"40","","Diablo III","74955060","4089180","25553","1323","9790","1737","94","18.33",""
"41","","Clash Royale","74449440","1422300","80581","75","3420","1725","32","52.34",""
"42","","Quantum Break","74125020","1812360","63330","433","6411","1718","42","40.9",""
"43","","Ark: Survival Evolved","72224460","4049760","7857","177","5210","1674","93","17.83",""
"44","","Halo 5: Guardians","71062860","4583700","22912","266","12042","1647","106","15.5",""
"45","","Pokémon Omega Ruby/Alpha Sapphire","65498220","1505100","6268","70","1715","1518","34","43.52",""
"46","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","59298840","1130580","8905","79","1113","1374","26","52.45",""
"47","","Super Smash Bros. for Wii U","57261360","1087320","27814","89","2271","1327","25","52.66",""
"48","","EA Sports UFC 2","55136760","2644020","25457","156","9661","1278","61","20.85",""
"49","","Stardew Valley","50672520","2781660","15377","150","6573","1174","64","18.22",""
"50","","Dungeons & Dragons","49160340","540720","25383","56","869","1139","12","90.92",""
"51","","Paragon","48375060","4244340","11590","201","7794","1121","98","11.4",""
"52","","DOOM","48365220","1184520","36212","352","13816","1121","27","40.83",""
"53","","Ratchet & Clank","46840680","618060","28323","117","8850","1085","14","75.79",""
"54","","Blade & Soul","45685740","2883960","3352","137","4183","1059","66","15.84",""
"55","","Fallout 4","42864540","7853160","6613","358","23518","993","182","5.46",""
"56","","Dark Souls II: Scholar of the First Sin","40482180","3005700","24271","245","8496","938","69","13.47",""
"57","","RimWorld","39699840","563220","15443","37","888","920","13","70.49",""
"58","","Mortal Kombat X","37161120","1669440","19478","101","7296","861","38","22.26",""
"59","","Battleborn","37132980","1237320","32021","312","9999","860","28","30.01",""
"60","","Madden NFL 16","36265380","7060620","4509","458","18860","840","163","5.14",""
"61","","Garry's Mod","36082260","1809780","16341","114","6079","836","41","19.94",""
"62","","EVE Online","35914620","813960","9119","39","1052","832","18","44.12",""
"63","","World of Warships","34740840","1614060","15376","76","2855","805","37","21.52",""
"64","","Gears of War 4","32992980","731700","28073","183","2550","764","16","45.09",""
"65","","Battlefield 4","32706000","5340840","4711","254","18904","758","123","6.12",""
"66","","Subnautica","31368540","405840","20610","35","1221","727","9","77.29",""
"67","","Dreadnought","31049700","217260","61103","98","788","719","5","142.91",""
"68","","Kerbal Space Program","31043940","698160","36181","45","1578","719","16","44.47",""
"69","","Team Fortress 2","30640920","1783560","7238","103","5181","710","41","17.18",""
"70","","osu!","30540960","3849060","4926","176","12579","707","89","7.93",""
"71","","MLB The Show 16","30346140","574800","13656","43","5518","703","13","52.79",""
"72","","Sid Meier's Civilization V","28152660","597480","22764","36","1487","652","13","47.12",""
"73","","Faeria","27053880","195600","15354","15","384","627","4","138.31",""
"74","","Bloodborne","26797860","3730200","14173","233","11832","621","86","7.18",""
"75","","Tree of Savior","26107020","1967880","3942","117","2559","605","45","13.27",""
"76","","M.U.G.E.N","25559220","89340","1642","5","45","592","2","286.09",""
"77","","The Binding of Isaac: Repentance","25206540","904620","8685","57","2385","584","20","27.86",""
"78","","Summoners War: Sky Arena","25179960","765720","11844","42","746","583","17","32.88",""
"79","","Factorio","24926640","1100820","24411","58","2117","577","25","22.64",""
"80","","Games + Demos","24466680","247020","19213","19","838","567","5","99.05",""
"81","","Killer Instinct","21855660","684240","13230","59","2833","506","15","31.94",""
"82","","Warframe","20959620","4191480","12654","218","11500","485","97","5",""
"83","","The Legend of Zelda: Ocarina of Time","20326620","683040","9004","56","975","471","15","29.76",""
"84","","The Legend of Zelda: Majora's Mask","19845420","260220","3633","20","401","460","6","76.26",""
"85","","Super Mario 64","19497780","470340","8432","37","963","451","10","41.45",""
"86","","Yakuza 0","19427820","26160","8590","6","37","450","0","742.65",""
"87","","Heroes of Newerth","19367640","602040","2826","33","683","448","13","32.17",""
"88","","Cities: Skylines","19269360","417600","26427","28","1304","446","9","46.14",""
"89","","Final Fantasy XIV: Heavensward","19147080","2396400","5466","201","5694","443","55","7.99",""
"90","","Guild Wars 2","19089840","1346160","3550","65","2553","442","31","14.18",""
"91","","Tibia","18947160","744060","1889","37","951","439","17","25.46",""
"92","","Golf With Your Friends","18931860","212220","28581","24","1189","438","4","89.21",""
"93","","The Elder Scrolls Online","18917160","2647620","2478","120","6736","438","61","7.14",""
"94","","Slither","18543420","555720","31516","54","3276","429","12","33.37",""
"95","","Vainglory","18510540","539940","5814","29","613","429","12","34.28",""
"96","","The Elder Scrolls V: Skyrim","18392820","1580880","3192","71","3870","426","36","11.63",""
"97","","Final Fantasy X/X-2 HD Remaster","16230300","686040","7066","39","1527","376","15","23.66",""
"98","","TrackMania Turbo","16162200","615660","31418","55","2390","374","14","26.25",""
"99","","Knight Online","15985440","334320","2560","23","452","370","7","47.81",""
"100","","Crossout","15953640","320160","33198","29","608","369","7","49.83",""
