"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","League of Legends","5979472140","177201900","349964","8083","237426","134129","3974","33.74",""
"2","","Just Chatting","5302698120","84589200","631876","2959","214185","118947","1897","62.69",""
"3","","Escape from Tarkov","4341378480","62581680","287491","2376","60579","97383","1403","69.37",""
"4","","Fortnite","3223892940","263997240","595541","11303","502688","72317","5921","12.21",""
"5","","Dota 2","2641512480","26521440","364279","1055","30616","59253","594","99.6",""
"6","","Grand Theft Auto V","2558810400","56182020","157557","2520","110069","57398","1260","45.55",""
"7","","Counter-Strike: Global Offensive","2033597160","73060680","257488","3371","168202","45616","1638","27.83",""
"8","","World of Warcraft","1653790860","56441220","167799","4077","59799","37097","1266","29.3",""
"9","","FIFA 20","1427251320","21285660","365896","1693","49934","32015","477","67.05",""
"10","","Hearthstone","1273377180","9783660","62503","405","16330","28563","219","130.15",""
"11","","PUBG: BATTLEGROUNDS","1138423980","51386340","65714","1831","78410","25536","1152","22.15",""
"12","","Minecraft","1122464220","50574840","181623","2151","142141","25178","1134","22.19",""
"13","","Path of Exile","877784040","16971300","52746","697","17101","19690","380","51.72",""
"14","","Overwatch","868572240","49034100","53847","1706","91877","19483","1099","17.71",""
"15","","Apex Legends","825465720","76248900","41996","3193","132964","18516","1710","10.83",""
"16","","Tom Clancy's Rainbow Six Siege","705857640","59017740","54126","2483","138979","15833","1323","11.96",""
"17","","Dead by Daylight","613389420","31541040","30565","1219","50373","13759","707","19.45",""
"18","","Slots","590714940","3940680","73865","166","3376","13250","88","149.9",""
"19","","Monster Hunter: World","552132840","19189560","66169","1196","25265","12385","430","28.77",""
"20","","Dragon Ball Z: Kakarot","549710580","14738280","115615","2157","29163","12330","330","37.3",""
"21","","Call of Duty: Warzone","541663380","49489980","85708","2482","166150","12150","1110","10.94",""
"22","","Teamfight Tactics","538745220","12004920","28666","525","28138","12084","269","44.88",""
"23","","Destiny 2","402547020","25009080","157168","1027","41292","9029","560","16.1",""
"24","","The Witcher 3: Wild Hunt","376978140","13433700","40643","700","30165","8456","301","28.06",""
"25","","Rocket League","340761960","22753260","54967","953","75446","7643","510","14.98",""
"26","","Magic: The Gathering","331086120","4581720","36268","344","7595","7426","102","72.26",""
"27","","Music","309927300","20520300","49122","632","15975","6952","460","15.1",""
"28","","Super Smash Bros. Ultimate","296911380","6023040","116071","996","12179","6660","135","49.3",""
"29","","Warcraft III","284416080","4114200","89157","793","8638","6379","92","69.13",""
"30","","Pokémon Sword/Shield","279455160","11326320","34159","539","15243","6268","254","24.67",""
"31","","Conan Exiles","273227460","3576600","37852","145","4041","6128","80","76.39",""
"32","","Art","271917720","18392460","14820","625","33743","6099","412","14.78",""
"33","","World of Tanks","271853580","9662760","19734","472","12196","6098","216","28.13",""
"34","","Talk Shows & Podcasts","270496260","3744000","48434","138","8380","6067","83","72.25",""
"35","","Old School RuneScape","265538280","5834220","20197","220","6950","5956","130","45.51",""
"36","","Poker","249083940","3663180","20363","223","3641","5587","82","68",""
"37","","Super Mario Maker 2","242043660","2803740","257595","116","3811","5429","62","86.33",""
"38","","Games + Demos","235569480","2743500","63318","189","7960","5284","61","85.86",""
"39","","Ark: Survival Evolved","226532700","8818140","41684","414","10776","5081","197","25.69",""
"40","","StarCraft II","222573000","3718380","17583","131","5225","4992","83","59.86",""
"41","","Call of Duty: Black Ops 4","217005300","18836940","62175","741","26881","4867","422","11.52",""
"42","","Temtem","213828660","6243600","97027","1332","16278","4796","140","34.25",""
"43","","Black Desert","212148360","8877780","12686","363","9795","4758","199","23.9",""
"44","","Legends of Runeterra","211022520","6801000","53694","2026","23488","4733","152","31.03",""
"45","","Age of Empires II: Definitive Edition","199307700","1975020","53430","87","3573","4470","44","100.91",""
"46","","Jump King","193899780","1121280","36132","79","4822","4349","25","172.93",""
"47","","ASMR","186894960","3346860","13763","102","1346","4192","75","55.84",""
"48","","NBA 2K20","175041960","13789800","16345","682","30278","3926","309","12.69",""
"49","","Rust","171065940","9957360","15907","638","16879","3837","223","17.18",""
"50","","Sekiro: Shadows Die Twice","170178300","3594480","266615","155","10899","3817","80","47.34",""
"51","","Tibia","163151340","5228100","12472","230","5006","3659","117","31.21",""
"52","","Street Fighter V","156143580","2485320","86365","110","4678","3502","55","62.83",""
"53","","Chess","147179580","1090500","29278","61","1526","3301","24","134.97",""
"54","","The Elder Scrolls Online","134819520","4551540","68217","211","7146","3024","102","29.62",""
"55","","Sea of Thieves","130522860","9715680","15169","464","18983","2927","217","13.43",""
"56","","Retro","128982840","6036060","10472","209","6771","2893","135","21.37",""
"57","","Heroes of the Storm","127282680","4426800","10055","171","6368","2855","99","28.75",""
"58","","World of Warships","126662460","3687840","9610","174","4510","2841","82","34.35",""
"59","","Dark Souls III","126349860","5704980","13970","221","13231","2834","127","22.15",""
"60","","Yakuza","119304120","708960","29606","85","449","2676","15","168.28",""
"61","","Grand Theft Auto: San Andreas","115318380","1353900","130601","73","4521","2586","30","85.17",""
"62","","MapleStory","111188640","3746040","16119","240","5303","2494","84","29.68",""
"63","","SMITE","110376480","7290360","16464","338","12954","2475","163","15.14",""
"64","","Dungeons & Dragons","107619960","2414340","58542","219","4001","2414","54","44.58",""
"65","","Hades","104063760","1648860","35544","99","4121","2334","36","63.11",""
"66","","Z1: Battle Royale","102936840","3069540","56651","249","7832","2309","68","33.53",""
"67","","Madden NFL 20","101136420","10912620","26217","709","27403","2268","244","9.27",""
"68","","Final Fantasy XIV Online","97868640","10502880","9260","739","13110","2195","235","9.32",""
"69","","Heroes of Might and Magic III: The Shadow of Death","97023660","685920","8142","41","629","2176","15","141.45",""
"70","","DayZ","92640600","7529760","27652","362","12314","2078","168","12.3",""
"71","","Diablo II: Lord of Destruction","90995520","1235940","14641","116","1341","2041","27","73.62",""
"72","","Red Dead Redemption 2","84908400","10932720","24707","477","22141","1904","245","7.77",""
"73","","Dark Souls","83590080","2664120","175532","115","5416","1875","59","31.38",""
"74","","The Legend of Zelda: Ocarina of Time","80540100","1620060","165946","117","2116","1806","36","49.71",""
"75","","Monster Hunter World: Iceborne","80419020","10431660","23181","1077","17688","1803","233","7.71",""
"76","","Fitness & Health","77911740","789540","20394","53","2698","1747","17","98.68",""
"77","","Star Citizen","73740660","2852880","9658","176","3674","1654","63","25.85",""
"78","","Tekken 7","71902440","2735580","44635","104","8190","1612","61","26.28",""
"79","","The Legend of Zelda: A Link to the Past","71722140","1462200","237540","108","1950","1608","32","49.05",""
"80","","Bloodborne","70225740","2260200","12768","99","5167","1575","50","31.07",""
"81","","Clash Royale","70185900","855180","34472","48","2644","1574","19","82.07",""
"82","","Resident Evil 2","70095600","4236000","15016","202","12434","1572","95","16.55",""
"83","","Stardew Valley","69037380","5340660","10235","226","13002","1548","119","12.93",""
"84","","Super Mario 64","68281860","918180","169684","46","1791","1531","20","74.37",""
"85","","Mount & Blade: Warband","68156400","593340","15873","32","1300","1528","13","114.87",""
"86","","Star Wars Battlefront II","66816660","3390240","37631","190","18585","1498","76","19.71",""
"87","","VRChat","65293200","3633660","5098","310","6490","1464","81","17.97",""
"88","","Final Fantasy VIII","64692000","310140","143278","19","586","1451","6","208.59",""
"89","","Warframe","63318540","6000120","55810","235","10504","1420","134","10.55",""
"90","","Garena Free Fire","62852520","2704380","6218","122","4966","1409","60","23.24",""
"91","","DOOM","62331780","1472280","138424","94","6049","1398","33","42.34",""
