"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","16292337060","186984420","1006556","8092","396024","365462","4194","87.13",""
"2","","Grand Theft Auto V","7021065300","116664000","415255","5737","148924","157493","2616","60.18",""
"3","","VALORANT","5898388680","168747660","1047665","6019","249067","132310","3785","34.95",""
"4","","League of Legends","5710833120","147959280","591381","5291","194521","128103","3318","38.6",""
"5","","Escape from Tarkov","4623634440","67088280","475913","5568","48796","103715","1504","68.92",""
"6","","Fortnite","4022385780","290002560","1270408","88824","499414","90228","6505","13.87",""
"7","","Minecraft","3279909420","129595500","649098","6059","273288","73573","2907","25.31",""
"8","","Call of Duty: Warzone","3153724560","134068620","456502","9068","133039","70743","3007","23.52",""
"9","","Apex Legends","2789036160","186045720","238755","7141","218911","62562","4173","14.99",""
"10","","Counter-Strike: Global Offensive","2724069300","54885960","524450","2485","94162","61105","1231","49.63",""
"11","","Dota 2","2594134800","42883440","210062","1759","35356","58190","961","60.49",""
"12","","Teamfight Tactics","2170684560","26520480","139836","891","46618","48691","594","81.85",""
"13","","FIFA 22","1927995480","44803800","239066","2609","82876","43247","1005","43.03",""
"14","","Music","1384348080","54369780","263843","2706","48464","31053","1219","25.46",""
"15","","World of Warcraft","1342394820","46664700","76285","3177","38289","30112","1046","28.77",""
"16","","Slots","1332570600","5454780","94228","208","5000","29891","122","244.29",""
"17","","Dead by Daylight","1323261120","87609840","110737","3607","120934","29682","1965","15.1",""
"18","","Hearthstone","1211519820","8437260","74749","530","9780","27176","189","143.59",""
"19","","Halo Infinite","1169056800","63026880","265291","7962","115398","26223","1413","18.55",""
"20","","Special Events","976928460","4434060","1563519","7016","13235","21914","99","220.32",""
"21","","Genshin Impact","830275800","39104100","537431","2179","62344","18624","877","21.23",""
"22","","Sports","806234100","5206740","307748","323","8626","18085","116","154.84",""
"23","","Pokémon Brilliant Diamond/Shining Pearl","767328480","23954580","77502","1637","35098","17212","537","32.03",""
"24","","ASMR","756879300","9462960","43046","270","5931","16978","212","79.98",""
