"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"45","","Phasmophobia","331422120","35324100","66601","1901","103416","7434","792","9.38",""
"46","","Sea of Thieves","315957960","28528800","62563","1582","49740","7087","639","11.08",""
"47","","DayZ","288309840","16974480","65761","682","20551","6467","380","16.98",""
"48","","Old School RuneScape","284276520","8061420","15853","292","7705","6376","180","35.26",""
"49","","Magic: The Gathering","278027040","5792160","37983","449","7859","6236","129","48",""
"50","","Black Desert","259651620","10986720","13036","391","9275","5824","246","23.63",""
"51","","Pokémon Sword/Shield","247273920","9814260","70186","400","12944","5546","220","25.2",""
"52","","StarCraft II","237896400","3960060","35917","147","4723","5336","88","60.07",""
"53","","Fall Guys","232853820","13543500","58220","574","49867","5223","303","17.19",""
"54","","Jackbox Party Packs","227724000","4601520","235199","837","21516","5108","103","49.49",""
"55","","Retro","223860480","9717060","18468","356","10809","5021","217","23.04",""
"56","","Age of Empires II","217933080","3479700","27875","159","5072","4888","78","62.63",""
"57","","Tibia","216381900","9456660","12501","426","5809","4853","212","22.88",""
"58","","Cyberpunk 2077","211500060","26715060","32236","1632","43231","4744","599","7.92",""
"59","","VRChat","204195480","6599340","35446","531","12124","4580","148","30.94",""
"60","","Pokémon Trading Card Game","188024160","2730300","117290","173","6325","4217","61","68.87",""
"61","","World of Warships","186096720","5040780","13211","216","4737","4174","113","36.92",""
"62","","Madden NFL 21","185083440","16856580","39219","985","31621","4151","378","10.98",""
"63","","Dungeons & Dragons","183845820","5671320","88232","538","8875","4123","127","32.42",""
"64","","MapleStory","181721880","6453840","18630","309","6319","4076","144","28.16",""
"65","","Heroes of Might and Magic III: The Restoration of Erathia","174882120","1282020","13677","75","929","3922","28","136.41",""
"66","","The Elder Scrolls Online","173888580","6840180","107828","343","8218","3900","153","25.42",""
"67","","The Medium","172684800","3409200","185362","1945","12887","3873","76","50.65",""
"68","","Final Fantasy XIV Online","172249020","22121820","16337","1711","21760","3863","496","7.79",""
"69","","Raft","167569560","8332380","55492","442","21549","3758","186","20.11",""
"70","","Dark Souls III","159318600","11398500","26659","430","20894","3573","255","13.98",""
"71","","Spelunky 2","157524300","1342140","37679","61","2679","3533","30","117.37",""
"72","","Virtual Casino","153807360","765120","39562","46","1353","3450","17","201.02",""
"73","","GeoGuessr","148828980","1922820","126941","139","7171","3338","43","77.4",""
"74","","Animal Crossing: New Horizons","148056900","6585480","17645","527","12818","3321","147","22.48",""
"75","","Star Wars Battlefront II","147418500","15384480","73018","1537","61994","3306","345","9.58",""
"76","","Lost Ark","146895240","2665200","34441","163","1638","3295","59","55.12",""
"77","","Ark: Survival Evolved","146100180","21738660","12065","948","31588","3277","487","6.72",""
"78","","Super Mario 64","144980820","2619720","153576","133","5221","3252","58","55.34",""
"79","","Science & Technology","144648420","11608260","28167","392","9749","3244","260","12.46",""
"80","","Don't Starve Together","143144340","4205040","88541","177","8984","3210","94","34.04",""
"81","","Roblox","142931640","20330940","205850","872","52064","3206","456","7.03",""
"82","","Super Smash Bros. Ultimate","142838220","8882520","25340","518","16204","3204","199","16.08",""
"83","","Games + Demos","141600060","3618780","67470","142","8539","3176","81","39.13",""
"84","","Hades","141589860","8859300","125095","447","21202","3176","198","15.98",""
"85","","iRacing","127994280","7933140","30759","2084","7140","2871","177","16.13",""
"86","","Super Mario Maker 2","124244340","2399340","82402","111","3628","2786","53","51.78",""
"87","","Clash Royale","124105080","2019000","17204","89","4413","2783","45","61.47",""
"88","","Warcraft III","122554320","2301360","129602","89","2117","2749","51","53.25",""
"89","","Special Events","115987200","2139000","127208","995","4758","2601","47","54.22",""
"90","","Pummel Party","115278060","2010420","189929","211","9616","2585","45","57.34",""
"91","","Slay the Spire","112233480","1519380","11970","63","3741","2517","34","73.87",""
"92","","The Sims 4","111531240","6775980","14942","383","18640","2501","151","16.46",""
"93","","osu!","110466960","13373940","16913","529","36322","2477","299","8.26",""
"94","","Heroes of the Storm","110361780","4904160","14615","208","5807","2475","110","22.5",""
"95","","Skul: The Hero Slayer","109863420","1966080","39947","207","5316","2464","44","55.88",""
"96","","Red Dead Redemption 2","107902260","17776980","33914","699","27793","2420","398","6.07",""
"97","","The Forest","100086900","13795800","32135","682","32810","2245","309","7.25",""
"98","","Dragon Ball FighterZ","99980820","4572180","31142","317","12222","2242","102","21.87",""
"99","","Terraria","99916140","7204920","46914","326","15868","2241","161","13.87",""
"100","","Marbles On Stream","99629520","3692100","15395","180","13353","2234","82","26.98",""
