"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"88","","Hunt: Showdown","58221120","4954200","12240","344","8971","1396","118","11.75",""
"89","","Fitness & Health","57932340","710760","20893","39","1982","1389","17","81.51",""
"90","","The Legend of Zelda: Breath of the Wild","57819120","2253420","17728","115","3791","1386","54","25.66",""
"91","","Clash of Clans","55082160","730740","37006","45","1345","1320","17","75.38",""
"92","","Red Dead Redemption 2","54378960","7414500","14869","320","15253","1304","177","7.33",""
"93","","iRacing","53535120","2925360","13870","582","3706","1283","70","18.3",""
"94","","They Are Billions","53345160","380520","19644","23","624","1279","9","140.19",""
"95","","Danganronpa: Trigger Happy Havoc","53205900","251520","14314","19","458","1275","6","211.54",""
"96","","Borderlands 3","53202720","2788500","19232","140","6766","1275","66","19.08",""
"97","","Kingdom Come: Deliverance","52873500","1707420","17183","156","3999","1267","40","30.97",""
"98","","Warframe","51878520","5287380","47986","223","9023","1244","126","9.81",""
"99","","Clash Royale","51854040","748440","17622","45","2148","1243","17","69.28",""
"100","","Dark Souls II: Scholar of the First Sin","51455640","1515840","8760","68","2840","1233","36","33.95",""
