"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","League of Legends","7298153340","152957520","412216","7253","211492","175015","3668","47.71",""
"2","","Just Chatting","5387974260","82740360","309048","2849","195799","129208","1984","65.12",""
"3","","Fortnite","3328534980","238553940","273169","11837","427073","79820","5720","13.95",""
"4","","Counter-Strike: Global Offensive","2987787060","68106360","614792","3212","154126","71649","1633","43.87",""
"5","","Escape from Tarkov","2937843060","65731200","208360","2443","60704","70451","1576","44.69",""
"6","","Grand Theft Auto V","2605411980","55041300","132945","2661","100907","62479","1319","47.34",""
"7","","Dota 2","2098300320","26215500","236718","1176","29417","50318","628","80.04",""
"8","","World of Warcraft","1904446800","60553020","293197","4240","61087","45670","1452","31.45",""
"9","","Apex Legends","1698088500","117762120","283368","7923","204742","40721","2824","14.42",""
"10","","Hearthstone","1150434120","8149740","81234","339","12881","27588","195","141.16",""
"11","","Tom Clancy's Rainbow Six Siege","1060899960","53194620","234650","2407","124016","25441","1275","19.94",""
"12","","Minecraft","1033528920","47852220","128086","2207","129650","24784","1147","21.6",""
"13","","FIFA 20","991345740","18191160","117164","1091","41810","23773","436","54.5",""
"14","","Overwatch","920268180","44643840","89447","1648","83070","22068","1070","20.61",""
"15","","PUBG: BATTLEGROUNDS","838219980","43937340","61324","1852","68692","20101","1053","19.08",""
"16","","Dead by Daylight","628526700","29849700","56698","1083","45723","15072","715","21.06",""
"17","","Wolcen: Lords of Mayhem","550114320","11458620","113848","1335","17192","13192","274","48.01",""
"18","","Slots","547533000","4037460","74401","184","3123","13130","96","135.61",""
"19","","Call of Duty: Warzone","539350080","57619740","73905","3467","134630","12934","1381","9.36",""
"20","","Rocket League","519348480","20379120","152454","885","66909","12454","488","25.48",""
"21","","Magic: The Gathering","387140700","3887220","126517","182","6288","9283","93","99.59",""
"22","","Teamfight Tactics","337511220","8480760","27404","323","20546","8093","203","39.8",""
"23","","Warcraft III","313911840","4974120","48265","363","7678","7527","119","63.11",""
"24","","Music","304601100","17620680","38075","561","14177","7304","422","17.29",""
"25","","StarCraft II","300802200","3326520","90208","128","4841","7213","79","90.43",""
"26","","Art","295572720","17896560","15098","648","31702","7088","429","16.52",""
"27","","Rust","286571640","9173160","30825","526","14473","6872","219","31.24",""
"28","","Destiny 2","275068440","22076520","19157","1005","35308","6596","529","12.46",""
"29","","Talk Shows & Podcasts","273268560","3594420","93365","146","7049","6553","86","76.03",""
"30","","Old School RuneScape","264632220","5746260","29455","224","6843","6346","137","46.05",""
"31","","Path of Exile","257591520","6380820","36630","334","8251","6177","153","40.37",""
"32","","Poker","248954760","3482940","38080","220","3350","5970","83","71.48",""
"33","","Legends of Runeterra","243082020","6249360","32154","404","15452","5829","149","38.9",""
"34","","World of Tanks","241782120","8643960","20331","485","10672","5798","207","27.97",""
"35","","Super Smash Bros. Ultimate","232903740","5688180","115046","403","11241","5585","136","40.95",""
"36","","Super Mario Maker 2","220524840","2626440","26193","116","3493","5288","62","83.96",""
"37","","Monster Hunter: World","210403380","12890040","16068","542","19349","5045","309","16.32",""
"38","","Conan Exiles","203095020","2842080","23748","151","3077","4870","68","71.46",""
"39","","Pokémon Sword/Shield","191038620","7936200","15849","387","10495","4581","190","24.07",""
"40","","Call of Duty: Black Ops 4","188499420","17204940","32038","741","23271","4520","412","10.96",""
"41","","Black Desert","187794540","8402580","45234","407","9361","4503","201","22.35",""
"42","","ASMR","173416440","2942280","14354","110","1289","4158","70","58.94",""
"43","","NBA 2K20","170692680","13737780","28303","723","28686","4093","329","12.43",""
"44","","Final Fantasy XIV Online","166897500","15684960","35026","1586","16019","4002","376","10.64",""
"45","","Games + Demos","159588960","2637300","41315","122","7505","3827","63","60.51",""
"46","","Ark: Survival Evolved","156767460","9119340","40993","815","12045","3759","218","17.19",""
"47","","Dark Souls III","146288520","5380620","14657","229","11805","3508","129","27.19",""
"48","","SMITE","141708960","7110600","25843","320","12791","3398","170","19.93",""
"49","","Granblue Fantasy: Versus","130965900","1771980","26392","232","3240","3140","42","73.91",""
"50","","The Witcher 3: Wild Hunt","130032180","6214440","29669","344","13221","3118","149","20.92",""
"51","","Dungeons & Dragons","129854880","2563860","66873","230","4292","3114","61","50.65",""
"52","","Sea of Thieves","129171960","8302680","40606","563","15832","3097","199","15.56",""
"53","","Tibia","128256120","4464600","8529","217","4216","3075","107","28.73",""
"54","","The Elder Scrolls Online","124228260","4353300","24423","202","6179","2979","104","28.54",""
"55","","World of Warships","122478420","3625260","12756","180","4440","2937","86","33.78",""
"56","","Age of Empires II: Definitive Edition","119364120","1575540","19356","81","2755","2862","37","75.76",""
"57","","Madden NFL 20","112165140","9353160","26588","643","22549","2689","224","11.99",""
"58","","Retro","111386820","5983500","7938","226","6920","2671","143","18.62",""
"59","","Super Smash Bros. Melee","110380320","742380","60594","55","1817","2647","17","148.68",""
"60","","Heroes of the Storm","107809440","3847560","12423","157","5819","2585","92","28.02",""
"61","","Heroes of Might and Magic III: The Shadow of Death","104371920","666720","12360","38","558","2502","15","156.55",""
"62","","RimWorld","100072980","1910340","29544","129","3024","2399","45","52.38",""
"63","","Street Fighter V","97100820","2157480","19199","137","4703","2328","51","45.01",""
"64","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","94099920","2668080","10181","161","1875","2256","63","35.27",""
"65","","MapleStory","91428900","3489540","13016","178","4303","2192","83","26.2",""
"66","","Jump King","87809520","659700","21102","42","2639","2105","15","133.11",""
"67","","Dragon Ball FighterZ","84576540","1930980","89981","289","6846","2028","46","43.8",""
"68","","Tom Clancy's The Division 2","83040240","9323280","69659","658","27010","1991","223","8.91",""
"69","","Stoneshard","79978140","1120860","30833","120","3108","1917","26","71.35",""
"70","","The Sims 4","79096140","3339480","32272","167","13708","1896","80","23.69",""
"71","","Temtem","73736880","4265100","12324","389","10030","1768","102","17.29",""
"72","","DayZ","72924840","6366300","20476","305","10941","1748","152","11.45",""
"73","","Satisfactory","70341180","2998440","18673","257","4513","1686","71","23.46",""
"74","","Garena Free Fire","69980460","2420760","9844","126","4139","1678","58","28.91",""
"75","","Stardew Valley","68596560","4703880","21550","194","11774","1645","112","14.58",""
"76","","Farming Simulator 19","67013400","6280140","16503","557","13227","1607","150","10.67",""
"77","","VRChat","64366620","3339720","6883","186","5668","1543","80","19.27",""
"78","","Dark Souls","64277820","2538540","9408","119","4979","1541","60","25.32",""
"79","","Science & Technology","63889080","4617780","9550","194","6004","1532","110","13.84",""
"80","","Dragon Ball Z: Kakarot","63347220","4860060","15438","407","11893","1519","116","13.03",""
"81","","Super Mario 64","61825320","951180","22078","50","1904","1482","22","65",""
"82","","Chess","61609620","1037340","23768","51","1372","1477","24","59.39",""
"83","","The Legend of Zelda: Ocarina of Time","61434840","1758000","20463","203","2254","1473","42","34.95",""
"84","","Star Citizen","60011940","2142060","9990","152","2896","1439","51","28.02",""
"85","","Pummel Party","59645100","633900","56660","67","3770","1430","15","94.09",""
"86","","Food & Drink","58615260","850680","19460","49","3698","1405","20","68.9",""
"87","","Marbles On Stream","58340940","1939860","43074","103","6059","1399","46","30.07",""
