"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"48","","ASMR","151105020","1897740","9206","64","1590","3389","42","79.62",""
"49","","Special Events","149039100","605880","97368","78","2778","3343","13","245.99",""
"50","","NBA 2K19","147708180","16199520","25417","1309","37591","3313","363","9.12",""
"51","","Games + Demos","147353520","2003700","37658","88","6384","3305","44","73.54",""
"52","","Rust","141823320","7324860","37552","412","13736","3181","164","19.36",""
"53","","Tekken 7","126542580","2498760","58587","160","7879","2838","56","50.64",""
"54","","Slay the Spire","123742560","1485180","18571","64","4494","2775","33","83.32",""
"55","","Dark Souls III","121913640","4872120","35766","236","13052","2734","109","25.02",""
"56","","Dark Souls","117615300","2030220","39643","95","4700","2638","45","57.93",""
"57","","Fallout 76","112444800","10934340","16008","800","23031","2522","245","10.28",""
"58","","SMITE","108897180","6454740","11260","295","13014","2442","144","16.87",""
"59","","Just Cause 4","103193340","1552980","39081","279","5800","2314","34","66.45",""
"60","","World of Warships","98745960","3167100","12066","152","4527","2215","71","31.18",""
"61","","Last Year","93855240","1073340","91727","242","3060","2105","24","87.44",""
"62","","The Elder Scrolls Online","93485880","3327420","14111","140","5783","2097","74","28.1",""
"63","","Marbles On Stream","92427300","2220120","33104","111","5296","2073","49","41.63",""
"64","","Food & Drink","91979580","940740","34063","52","4582","2063","21","97.77",""
"65","","Monster Hunter: World","91924500","7940040","22127","384","21910","2062","178","11.58",""
"66","","Star Citizen","89358720","2090700","50710","108","3616","2004","46","42.74",""
"67","","Battlerite Royale","86956800","1385640","39304","117","3499","1950","31","62.76",""
"68","","Retro","85281240","4288200","16101","162","5431","1912","96","19.89",""
"69","","Tibia","83444640","3577800","5966","148","3895","1871","80","23.32",""
"70","","Chess","82495020","1076940","39880","67","1777","1850","24","76.6",""
"71","","Mutant Year Zero: Road to Eden","81432060","1322460","43432","196","3146","1826","29","61.58",""
"72","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","80348100","1810620","24815","99","1801","1802","40","44.38",""
"73","","Dungeons & Dragons","79904520","1804920","37470","178","3225","1792","40","44.27",""
"74","","Farming Simulator 19","79752600","5010120","44919","383","8249","1788","112","15.92",""
"75","","Heroes of Might and Magic III: The Shadow of Death","78952440","556200","19206","35","678","1771","12","141.95",""
"76","","Judgement","74068920","524040","27266","70","477","1661","11","141.34",""
"77","","Madden NFL 19","74053080","9346860","21824","581","24712","1661","209","7.92",""
"78","","7 Days to Die","70379640","4825860","25079","221","7266","1578","108","14.58",""
"79","","Subnautica","61484820","6433800","19844","446","23026","1379","144","9.56",""
"80","","Final Fantasy XIV Online","61124100","6200880","18836","490","8908","1371","139","9.86",""
"81","","osu!","59430000","7772640","19306","313","28433","1333","174","7.65",""
"82","","Garry's Mod","58702500","1359360","76913","89","6655","1316","30","43.18",""
"83","","Summoners War: Sky Arena","57185880","1060020","5112","58","1337","1282","23","53.95",""
"84","","Euro Truck Simulator 2","56720160","4547100","39012","290","10889","1272","101","12.47",""
"85","","Ashen","55059840","915360","41773","76","3320","1235","20","60.15",""
"86","","The Legend of Zelda: Ocarina of Time","53842260","1453080","10034","116","2076","1207","32","37.05",""
"87","","Super Mario Maker","53377440","567180","7267","31","614","1197","12","94.11",""
"88","","Welcome to the Game II","52556880","163980","27668","18","654","1178","3","320.51",""
"89","","Bloodborne","51867960","2137980","19988","98","6367","1163","47","24.26",""
"90","","The Binding of Isaac: Repentance","51647580","1149720","16435","65","3812","1158","25","44.92",""
"91","","Science & Technology","51546900","3136920","15246","122","5295","1156","70","16.43",""
"92","","Age of Empires II","48468900","922740","7013","53","2199","1087","20","52.53",""
"93","","Travel & Outdoors","47221860","3442560","18897","211","26160","1059","77","13.72",""
"94","","RimWorld","46345500","1532580","10671","70","2662","1039","34","30.24",""
"95","","The Sims 4","45240660","2329440","19654","118","7566","1014","52","19.42",""
"96","","Z1: Battle Royale","45204180","1801500","90103","159","4513","1014","40","25.09",""
"97","","The Forest","44821320","4002480","35980","245","14221","1005","89","11.2",""
"98","","PUBG Mobile","43538400","7440540","13640","267","17667","976","166","5.85",""
"99","","Knight Online","43380480","766500","7878","48","847","973","17","56.6",""
"100","","VRChat","43343880","2995500","4034","175","5474","972","67","14.47",""
