"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Fortnite","7719295500","438579360","657462","18292","877646","178935","10166","17.6",""
"2","","League of Legends","4455790200","87587160","476710","3849","138062","103286","2030","50.87",""
"3","","PUBG: BATTLEGROUNDS","2977131180","108227640","282830","6473","195230","69010","2508","27.51",""
"4","","Hearthstone","2580125280","15914520","309090","2277","37164","59808","368","162.12",""
"5","","Dota 2","2408515320","24078600","310168","1386","32117","55830","558","100.03",""
"6","","IRL","2220452220","31317180","147414","1103","90526","51470","725","70.9",""
"7","","Overwatch","1919821080","55749120","191674","3111","130461","44502","1292","34.44",""
"8","","Counter-Strike: Global Offensive","1375541400","39714120","321506","1869","105690","31885","920","34.64",""
"9","","God of War","1218101340","32574000","292083","5006","67022","28236","755","37.39",""
"10","","World of Warcraft","741581040","35197800","93738","2054","47290","17190","815","21.07",""
"11","","Grand Theft Auto V","591625860","17915220","47687","821","42792","13714","415","33.02",""
"12","","Tom Clancy's Rainbow Six Siege","482461680","32824020","45756","1372","93235","11183","760","14.7",""
"13","","Welcome to the Game II","417733320","1674060","129007","147","5967","9683","38","249.53",""
"14","","StarCraft II","363092880","4476960","37145","168","7256","8416","103","81.1",""
"15","","Heroes of the Storm","337128060","8096580","32153","304","14453","7814","187","41.64",""
"16","","FIFA 18","332005680","8593440","88554","510","29000","7696","199","38.63",""
"17","","Rocket League","328505640","12864900","96926","568","54428","7614","298","25.54",""
"18","","Casino_old","313414020","1444500","24497","68","1300","7265","33","216.97",""
"19","","Talk Shows & Podcasts","300221220","2577780","55204","134","8442","6959","59","116.47",""
"20","","Sea of Thieves","297499020","16249500","36652","1207","33261","6896","376","18.31",""
"21","","Dead by Daylight","278034300","13088940","45790","486","21709","6444","303","21.24",""
"22","","Creative","260375700","17630340","24550","657","32921","6035","408","14.77",""
"23","","Far Cry 5","249549180","16246080","56296","1359","65989","5784","376","15.36",""
"24","","Music","242118540","8517240","29341","260","9555","5612","197","28.43",""
"25","","Minecraft","239512200","13213800","26687","608","38162","5551","306","18.13",""
"26","","Path of Exile","239019300","7073820","26342","296","8834","5540","163","33.79",""
"27","","RuneScape","218645940","6568140","30442","238","8898","5068","152","33.29",""
"28","","Poker","215640180","2343840","32884","166","2576","4998","54","92",""
"29","","World of Tanks","199625580","7837380","16180","431","11398","4627","181","25.47",""
"30","","Black Desert","196771620","7877880","10939","278","8919","4561","182","24.98",""
"31","","Call of Duty: WWII","194826600","5553780","85806","346","45787","4516","128","35.08",""
"32","","Magic: The Gathering","194337660","2863020","22755","144","4486","4504","66","67.88",""
"33","","Radical Heights","187582440","5166720","196312","1138","22756","4348","119","36.31",""
"34","","Escape from Tarkov","162914340","6796320","27962","692","9178","3776","157","23.97",""
"35","","Frostpunk","148996200","2416860","58338","689","6416","3453","56","61.65",""
"36","","Street Fighter V","145520400","1995840","61872","108","4462","3373","46","72.91",""
"37","","Destiny 2","134381280","11064480","108393","617","22930","3115","256","12.15",""
"38","","Warcraft III","115659000","1687980","17763","75","1952","2681","39","68.52",""
"39","","Monster Hunter: World","114408420","6086820","20492","573","26986","2652","141","18.8",""
"40","","SMITE","110083740","7005000","12535","302","14234","2551","162","15.72",""
"41","","Ark: Survival Evolved","98452920","6698460","18682","296","12685","2282","155","14.7",""
"42","","Rust","97663680","4586160","10382","283","8552","2263","106","21.3",""
"43","","Slay the Spire","96294060","1764840","31081","114","4929","2232","40","54.56",""
"44","","Games + Demos","95592900","1416240","83437","84","4147","2215","32","67.5",""
"45","","The Elder Scrolls: Legends","92294640","919020","3794","57","967","2139","21","100.43",""
"46","","Gwent: The Witcher Card Game","90952260","1230360","46158","60","1860","2108","28","73.92",""
"47","","Dungeons & Dragons","90461580","2167560","45265","185","3316","2096","50","41.73",""
"48","","God of War III","85067460","472800","35215","65","2408","1971","10","179.92",""
"49","","VRChat","83720880","3868920","8590","206","5249","1940","89","21.64",""
"50","","Dark Souls III","83040300","5354400","12238","221","14469","1924","124","15.51",""
"51","","SpyParty","81274380","328680","79292","45","1350","1883","7","247.28",""
"52","","Dragon Ball FighterZ","77624940","2610480","40909","163","11162","1799","60","29.74",""
"53","","Warframe","71603520","6909060","37276","306","14643","1659","160","10.36",""
"54","","BATTLETECH","71313000","1512540","26795","504","2839","1653","35","47.15",""
"55","","Retro","69787500","3764820","8188","147","4528","1617","87","18.54",""
"56","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","69694980","2253720","7628","151","1730","1615","52","30.92",""
"57","","Arma 3","68264820","4244280","13202","286","7512","1582","98","16.08",""
"58","","Final Fantasy XIV Online","67061940","5878980","16064","496","8620","1554","136","11.41",""
"59","","Golfing Over It with Alva Majo","66253200","416280","43527","103","2668","1535","9","159.16",""
"60","","A Way Out","64938480","2952300","32309","318","13106","1505","68","22",""
"61","","Darkest Dungeon","61840320","1111020","14051","69","3042","1433","25","55.66",""
"62","","Always On","61763640","480300","8658","14","20","1431","11","128.59",""
"63","","Tekken 7","61232640","1619520","27399","67","5373","1419","37","37.81",""
"64","","The Legend of Zelda: A Link to the Past","58349400","2106780","7476","154","2243","1352","48","27.7",""
"65","","Infestation: The New Z","57488400","1149540","3185","51","1429","1332","26","50.01",""
"66","","NBA 2K18","56413260","6465540","28626","371","19569","1307","149","8.73",""
"67","","Bloodborne","55655160","4058400","9012","204","12528","1290","94","13.71",""
"68","","PixArk","52951080","1816680","26396","144","2986","1227","42","29.15",""
"69","","Total War: Warhammer II","51442500","652140","6711","32","1147","1192","15","78.88",""
"70","","The Legend of Zelda: Breath of the Wild","51412560","1796160","10239","78","2910","1191","41","28.62",""
"71","","Chess","51271380","688800","28156","42","906","1188","15","74.44",""
"72","","Ring Of Elysium","51253140","2753880","51585","229","7501","1188","63","18.61",""
"73","","7 Days to Die","51015720","3376260","8754","161","5513","1182","78","15.11",""
"74","","Borderlands 2","50517360","2030040","11484","97","5804","1171","47","24.88",""
"75","","Darwin Project","49295340","3866940","55617","354","11999","1142","89","12.75",""
"76","","Age of Empires II","49260960","811140","37601","43","1654","1141","18","60.73",""
"77","","Tibia","49047600","2381580","3110","104","2638","1136","55","20.59",""
"78","","Pokémon Ultra Sun/Ultra Moon","48654720","1579740","6858","76","1832","1127","36","30.8",""
"79","","Terraria","46810980","1970160","34646","91","5488","1085","45","23.76",""
"80","","Summoners War: Sky Arena","45425580","1052820","4215","64","1211","1052","24","43.15",""
"81","","Z1: Battle Royale","44997900","2727720","31520","150","8502","1043","63","16.5",""
"82","","Super Mario Maker","43869120","518820","5435","31","647","1016","12","84.56",""
"83","","osu!","43820040","6621360","10314","299","23651","1015","153","6.62",""
"84","","The Elder Scrolls V: Skyrim","42645000","4634460","7112","205","12375","988","107","9.2",""
"85","","The Binding of Isaac: Repentance","41263440","1112940","14273","58","3320","956","25","37.08",""
"86","","DayZ","40747740","1914780","13014","149","3229","944","44","21.28",""
"87","","Pillars of Eternity","40537860","277140","16860","24","552","939","6","146.27",""
"88","","For Honor","40246260","1789020","36117","78","5789","932","41","22.5",""
"89","","Paladins","39476400","4891800","8316","211","16003","915","113","8.07",""
"90","","Shadowverse","39276900","1157760","14566","60","1512","910","26","33.92",""
"91","","Diablo III","38672580","4059060","2940","189","8714","896","94","9.53",""
"92","","Stardew Valley","36843780","2063760","39063","392","5347","854","47","17.85",""
"93","","Tricky Towers","35211600","51900","50707","17","390","816","1","678.45",""
"94","","TrackMania 2: Stadium","35112240","328860","79988","103","997","813","7","106.77",""
"95","","Tom Clancy's The Division","34962780","5010120","4076","212","9313","810","116","6.98",""
"96","","The Elder Scrolls Online","34675320","3242400","7492","138","6571","803","75","10.69",""
"97","","Arena of Valor","34411800","649680","7290","40","1164","797","15","52.97",""
"98","","World of Warships","33577500","2515260","3916","138","4516","778","58","13.35",""
"99","","Halo 5: Guardians","33278820","1801200","56692","97","5028","771","41","18.48",""
"100","","Super Smash Bros. Melee","33119160","890220","12923","65","2320","767","20","37.2",""
