"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"39","","Destiny 2","425563620","31394520","32815","1415","63135","9546","704","13.56",""
"40","","Talk Shows & Podcasts","417668940","9716700","100997","485","27016","9368","217","42.98",""
"41","","Vampire Survivors","394607220","2326080","140383","300","10077","8851","52","169.64",""
"42","","Special Events","393648120","2044560","1070339","234","13582","8830","45","192.53",""
"43","","Virtual Casino","390120000","1349220","275327","80","2459","8751","30","289.14",""
"44","","Halo Infinite","385961400","28592940","48979","2061","94128","8657","641","13.5",""
"45","","Crypto","367804500","5528700","49846","251","5793","8250","124","66.53",""
"46","","Super People","367329720","13378080","50462","765","34262","8239","300","27.46",""
"47","","SMITE","366982320","11677620","88623","627","23860","8231","261","31.43",""
"48","","Poker","352061400","4729620","44818","395","5838","7897","106","74.44",""
"49","","Pokémon Brilliant Diamond/Shining Pearl","347274660","12594300","36318","692","23823","7789","282","27.57",""
"50","","World of Tanks","342794940","10881840","46683","635","17328","7689","244","31.5",""
"51","","Among Us","320202120","8790240","146017","596","66857","7182","197","36.43",""
"52","","New World","310901040","13100880","37151","691","17224","6974","293","23.73",""
"53","","Garena Free Fire","295639200","11242620","64025","519","76913","6631","252","26.3",""
"54","","Phasmophobia","271704060","21409620","53684","1069","87110","6094","480","12.69",""
"55","","Retro","269675700","9906600","39288","390","12300","6049","222","27.22",""
"56","","I'm Only Sleeping","264795960","5360640","58203","271","5986","5939","120","49.4",""
"57","","Internet Cafe Simulator 2","261548220","1157940","112150","106","5112","5866","25","225.87",""
"58","","Sea of Thieves","259779840","18625140","21577","985","46967","5827","417","13.95",""
"59","","Black Desert","256532820","8862660","16923","407","9513","5754","198","28.95",""
"60","","Mario Kart 8 Deluxe","256279260","2972640","324642","253","13277","5748","66","86.21",""
"61","","VRChat","233726580","6498120","67751","609","17907","5242","145","35.97",""
"62","","Call of Duty: Vanguard","233692980","39144240","30236","1820","107406","5242","878","5.97",""
"63","","The Witcher 3: Wild Hunt","232935420","9153540","46849","530","20718","5225","205","25.45",""
"64","","NBA 2K22","231707640","24920580","23330","1412","67675","5197","559","9.3",""
"65","","DayZ","231019680","13345860","18857","541","26029","5182","299","17.31",""
"66","","Five Nights at Freddy's: Security Breach","229413120","8000160","127392","523","41001","5146","179","28.68",""
"67","","Dark Souls","225722100","6158940","123997","304","12882","5063","138","36.65",""
"68","","Dark Souls III","225372720","12714600","24347","489","31195","5055","285","17.73",""
"69","","Pools, Hot Tubs, and Beaches","216339120","2275860","30410","81","4744","4852","51","95.06",""
"70","","Magic: The Gathering","214624980","3740160","29414","181","7145","4814","83","57.38",""
"71","","Fall Guys","210047220","7156860","198111","325","44903","4711","160","29.35",""
"72","","Path of Exile","205572840","3428940","260801","495","5137","4611","76","59.95",""
"73","","Call Of Duty: Modern Warfare","205530780","91056540","26949","3965","269267","4610","2042","2.26",""
"74","","F1 2021","202269720","7656780","68278","808","26585","4537","171","26.42",""
"75","","Animal Crossing: New Horizons","199979700","6306360","22923","437","13901","4485","141","31.71",""
"76","","Tom Clancy's Rainbow Six Extraction","193341840","7168500","85864","1354","28719","4336","160","26.97",""
"77","","Super Smash Bros. Ultimate","190976820","6384900","56213","359","15067","4283","143","29.91",""
"78","","Madden NFL 22","188180220","15440400","69454","918","46567","4221","346","12.19",""
"79","","Heroes of Might and Magic III: The Restoration of Erathia","184536660","1567980","17143","97","1054","4139","35","117.69",""
"80","","Dying Light","180369900","5712960","40144","348","20369","4045","128","31.57",""
"81","","World of Warships","180161580","4174620","20572","215","5688","4041","93","43.16",""
"82","","The Binding of Isaac: Repentance","173046600","3454440","44321","196","9720","3881","77","50.09",""
"83","","Super Mario 64","170518860","2538300","57732","114","5832","3825","56","67.18",""
"84","","Goose Goose Duck","168963600","1739340","69733","131","7519","3790","39","97.14",""
"85","","Games + Demos","165149340","24361320","58067","905","121564","3704","546","6.78",""
"86","","StarCraft II","163620480","2730060","31403","109","4365","3670","61","59.93",""
"87","","Dark Souls II","160184820","3610440","16678","173","6362","3593","80","44.37",""
"88","","Travel & Outdoors","155116620","3773640","100082","148","10200","3479","84","41.11",""
"89","","Roblox","153450720","23080440","108542","979","164870","3442","517","6.65",""
"90","","Hunt: Showdown","152843340","11190360","15739","638","17503","3428","251","13.66",""
"91","","Ark: Survival Evolved","145738860","16231800","11959","632","39540","3269","364","8.98",""
"92","","MapleStory","143385420","4278780","35358","235","4693","3216","95","33.51",""
"93","","Stardew Valley","139310820","9442140","79852","412","30069","3124","211","14.75",""
"94","","Animals, Aquariums, and Zoos","139190820","7001460","12140","268","3619","3122","157","19.88",""
"95","","Age of Empires IV","136019400","2363460","15818","117","5179","3051","53","57.55",""
"96","","Food & Drink","133352520","2073360","122850","88","11255","2991","46","64.32",""
"97","","Tibia","126007740","5542500","9074","257","4999","2826","124","22.73",""
"98","","Farming Simulator 22","125710680","8341800","24070","577","15080","2819","187","15.07",""
"99","","Propnight","125181960","2660040","74142","191","7877","2808","59","47.06",""
"100","","TrackMania","122477400","1249020","103406","161","3092","2747","28","98.06",""
