"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","17020179360","197547540","1084947","7655","701244","381789","4431","86.16",""
"2","","League of Legends","11056920300","202117380","669460","8924","321715","248024","4533","54.71",""
"3","","Grand Theft Auto V","9139692780","133170540","585776","5606","305652","205017","2987","68.63",""
"4","","Escape from Tarkov","5600055840","80586780","690725","3186","71932","125618","1807","69.49",""
"5","","VALORANT","5061251040","224218560","288190","8721","430961","113531","5029","22.57",""
"6","","Fortnite","4217783520","286989900","403757","11096","1013324","94611","6437","14.7",""
"7","","Apex Legends","3823567380","220676340","309948","7967","431950","85768","4950","17.33",""
"8","","Rust","3816904860","23227980","917741","1180","48196","85619","521","164.32",""
"9","","Minecraft","3618430680","129674220","2189881","5310","482723","81167","2908","27.9",""
"10","","FIFA 22","2722007820","55939440","785790","5823","189784","61058","1254","48.66",""
"11","","Call of Duty: Warzone","2681930520","128818980","179526","5355","176424","60159","2889","20.82",""
"12","","Dota 2","2661965400","45392700","224463","2353","56783","59712","1018","58.64",""
"13","","Counter-Strike: Global Offensive","2400769380","61072860","436181","2748","166711","53853","1369","39.31",""
"14","","Slots","1799402520","5883180","107521","249","7176","40363","131","305.86",""
"15","","Music","1551742260","54711060","200929","2644","85774","34808","1227","28.36",""
"16","","Teamfight Tactics","1548644520","22305540","132937","1240","59110","34738","500","69.43",""
"17","","Hearthstone","1426992120","9558360","106267","644","16849","32009","214","149.29",""
"18","","Dead by Daylight","1377991440","86364420","108448","3476","146440","30910","1937","15.96",""
"19","","World of Warcraft","1358004300","47238240","129626","3400","54443","30462","1059","28.75",""
"20","","Pokémon Legends: Arceus","1130171400","21780780","478946","7471","53434","25351","488","51.89",""
"21","","Genshin Impact","915552540","51303720","180130","4071","115495","20537","1150","17.85",""
"22","","Rocket League","855901200","46514700","165744","1715","201627","19199","1043","18.4",""
"23","","Sports","832553580","5599560","263234","386","25192","18675","125","148.68",""
"24","","Lost Ark","781252740","13066320","68925","900","10145","17524","293","59.79",""
"25","","PUBG: BATTLEGROUNDS","751544340","43108680","94054","1901","113932","16858","966","17.43",""
"26","","Clash Royale","744796080","7012800","630752","304","80090","16706","157","106.21",""
"27","","ASMR","685146540","7834560","35156","257","17534","15368","175","87.45",""
"28","","Final Fantasy XIV Online","623801520","42176220","91966","3455","44727","13992","946","14.79",""
"29","","Project Zomboid","619557480","12236400","52881","521","24004","13897","274","50.63",""
"30","","God of War","611643120","19625880","111344","1655","49366","13720","440","31.17",""
"31","","Monster Hunter Rise","601019400","21071580","112194","2343","30857","13481","472","28.52",""
"32","","Art","589797240","33977760","36159","1332","77983","13230","762","17.36",""
"33","","Yu-Gi-Oh! Master Duel","587693460","13715520","105489","1293","47731","13182","307","42.85",""
"34","","Overwatch","538778400","32231820","48858","1282","81506","12085","723","16.72",""
"35","","Old School RuneScape","512686020","8351520","58864","569","9253","11500","187","61.39",""
"36","","Chess","482937540","3341460","74937","172","8830","10833","74","144.53",""
"37","","Tom Clancy's Rainbow Six Siege","434204760","37152840","52329","1377","138029","9739","833","11.69",""
"38","","Red Dead Redemption 2","426382200","17891700","101851","723","45709","9564","401","23.83",""
