"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"34","","Casino_old","156724920","1079100","15758","55","991","3892","26","145.24",""
"35","","VRChat","153080820","3751200","18054","221","6816","3802","93","40.81",""
"36","","Call of Duty: WWII","152580840","7051680","41348","437","55911","3789","175","21.64",""
"37","","SMITE","139273080","8309940","20432","546","15430","3459","206","16.76",""
"38","","Games + Demos","117152280","1256220","25699","73","3480","2909","31","93.26",""
"39","","Rust","112465080","5275980","44150","363","10251","2793","131","21.32",""
"40","","Dark Souls III","109483620","6246480","16511","276","17532","2719","155","17.53",""
"41","","Rocket League","104907000","11409960","31253","587","47050","2605","283","9.19",""
"42","","Dungeons & Dragons","101584860","1847340","56456","179","2923","2523","45","54.99",""
"43","","Path of Exile","100849740","3615480","15149","170","5745","2504","89","27.89",""
"44","","Ark: Survival Evolved","98480340","7336140","13463","336","13250","2446","182","13.42",""
"45","","Gwent: The Witcher Card Game","97914900","1394220","17244","103","2186","2432","34","70.23",""
"46","","They Are Billions","90095760","1705980","17990","87","3423","2237","42","52.81",""
"47","","Dungreed","84857820","573300","32732","90","1739","2107","14","148.02",""
"48","","Z1: Battle Royale","84582120","3393180","136561","200","8788","2100","84","24.93",""
"49","","Destiny 2","83789700","11407980","7006","684","23099","2081","283","7.34",""
"50","","Diablo III","69822120","5423700","17928","1288","11376","1734","134","12.87",""
"51","","Street Fighter V","66533340","1784040","15980","119","4269","1652","44","37.29",""
"52","","Warcraft III","63416580","1289220","22600","64","1500","1575","32","49.19",""
"53","","The Elder Scrolls V: Skyrim","60380280","3779160","21791","165","9952","1499","93","15.98",""
"54","","Warframe","57399840","6173040","31539","288","12687","1425","153","9.3",""
"55","","Warhammer: Vermintide 2","56642580","886920","40030","258","3284","1406","22","63.86",""
"56","","The Witcher 3: Wild Hunt","56447460","3347580","13699","172","8680","1402","83","16.86",""
"57","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","56270760","2464800","8861","176","1938","1397","61","22.83",""
"58","","EA Sports UFC 3","56193840","531120","44939","44","4158","1395","13","105.8",""
"59","","The Elder Scrolls: Legends","53752140","677820","3318","30","727","1335","16","79.3",""
"60","","Persona 5","53300340","839880","15690","48","1555","1323","20","63.46",""
"61","","Clash Royale","52228680","872400","16123","58","2400","1297","21","59.87",""
"62","","Final Fantasy XIV Online","50901060","7125540","13500","595","8748","1264","176","7.14",""
"63","","Retro","49939980","3343260","5279","138","3907","1240","83","14.94",""
"64","","NBA 2K18","49330320","9255720","12237","1591","20882","1225","229","5.33",""
"65","","Borderlands 2","48651300","2442120","10006","220","5469","1208","60","19.92",""
"66","","Always On","48490500","581220","4820","17","22","1204","14","83.43",""
"67","","Metal Gear Survive","47458440","1882440","44890","331","4957","1178","46","25.21",""
"68","","Pokémon Ultra Sun/Ultra Moon","46505460","1562820","5037","81","1708","1155","38","29.76",""
"69","","Islands of Nyne: Battle Royale","45309780","583620","95640","107","1920","1125","14","77.64",""
"70","","Battalion 1944","44239080","2898300","40291","744","9194","1098","71","15.26",""
"71","","Chess","43628400","542040","21551","35","803","1083","13","80.49",""
"72","","The Legend of Zelda: Breath of the Wild","43273320","2152620","6330","95","3371","1074","53","20.1",""
"73","","Tekken 7","42919560","1355640","27458","57","4577","1066","33","31.66",""
"74","","Celeste","42522300","1251780","30194","98","3212","1056","31","33.97",""
"75","","Sid Meier's Civilization VI","40734180","1110720","13605","100","3130","1011","27","36.67",""
"76","","Age of Empires II","40590120","822060","9239","52","1825","1008","20","49.38",""
"77","","Super Mario Maker","39949860","532800","4941","35","621","992","13","74.98",""
"78","","Eco","39470640","971580","28790","68","1770","980","24","40.63",""
"79","","Dark Souls","39312060","1556520","6518","78","3946","976","38","25.26",""
"80","","SOS","38421780","1270860","23834","80","2385","954","31","30.23",""
"81","","Terraria","38157720","1679700","5563","85","4968","947","41","22.72",""
"82","","Super Mario Odyssey","37829280","995400","13627","68","2371","939","24","38",""
"83","","Bloodborne","37491600","2013960","6070","103","5501","931","50","18.62",""
"84","","osu!","37356060","5434560","9940","248","20245","927","134","6.87",""
"85","","Madden NFL 18","36390660","7798260","12245","544","21043","903","193","4.67",""
"86","","Tom Clancy's The Division","36365340","5335260","3872","240","10417","903","132","6.82",""
"87","","The Legend of Zelda: A Link to the Past","36303120","1608480","8013","132","1917","901","39","22.57",""
"88","","Summoners War: Sky Arena","35457840","964080","3491","48","1102","880","23","36.78",""
"89","","My Time at Portia","34612920","770280","39729","69","1665","859","19","44.94",""
"90","","Paladins","34101900","4173540","9961","216","13707","847","103","8.17",""
"91","","Into the Breach","33415800","304140","39128","220","1338","830","7","109.87",""
"92","","Super Smash Bros. for Wii U","32903820","844080","16398","77","1628","817","20","38.98",""
"93","","World of Warships","32893380","2392500","5568","126","4344","817","59","13.75",""
"94","","Arma 3","31956660","3505200","15494","247","6298","793","87","9.12",""
"95","","Arena of Valor","31815180","597900","7453","31","972","790","14","53.21",""
"96","","The Sims 4","30824280","1790760","17002","106","6041","765","44","17.21",""
"97","","Diablo II: Lord of Destruction","30786480","958440","13933","86","1155","764","23","32.12",""
"98","","We Were Here Too","30171420","319860","39122","47","1735","749","7","94.33",""
"99","","Tibia","29443920","1997640","2049","96","2300","731","49","14.74",""
"100","","Halo 5: Guardians","29293500","1894920","19016","124","4057","727","47","15.46",""
