"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","League of Legends","6508863840","117963840","369522","3947","172418","146004","2646","55.18",""
"2","","Fortnite","6075934980","502415520","424746","23473","888542","136292","11269","12.09",""
"3","","Grand Theft Auto V","3690988800","32129160","304053","1593","66347","82794","720","114.88",""
"4","","Apex Legends","3579647400","227204700","303666","10439","437017","80297","5096","15.76",""
"5","","Just Chatting","3494195160","52701600","211835","1781","135026","78380","1182","66.3",""
"6","","Dota 2","3019988820","33808080","357971","1456","47351","67743","758","89.33",""
"7","","Counter-Strike: Global Offensive","2124710040","54827640","833440","2509","134809","47660","1229","38.75",""
"8","","Overwatch","1596466800","48217740","259090","1748","104627","35811","1081","33.11",""
"9","","Sekiro: Shadows Die Twice","1525589040","28221120","279037","4679","75943","34221","633","54.06",""
"10","","PUBG: BATTLEGROUNDS","1227123300","48935640","113196","1730","70159","27526","1097","25.08",""
"11","","Hearthstone","959395560","7934340","107496","289","15942","21520","177","120.92",""
"12","","World of Warcraft","874005600","42763140","83100","2527","47566","19605","959","20.44",""
"13","","Tom Clancy's The Division 2","818754480","42920400","139221","3544","88236","18365","962","19.08",""
"14","","FIFA 19","713445720","16173840","284352","969","44485","16003","362","44.11",""
"15","","Path of Exile","712018320","16766700","99134","2922","19000","15971","376","42.47",""
"16","","Tom Clancy's Rainbow Six Siege","542987280","47561880","74941","2113","122920","12180","1066","11.42",""
"17","","Call of Duty: Black Ops 4","524329680","49550100","107439","2205","95203","11761","1111","10.58",""
"18","","Dead by Daylight","499017060","23985300","35758","1042","39926","11193","538","20.81",""
"19","","Old School RuneScape","447366240","7379940","83930","271","11018","10035","165","60.62",""
"20","","Magic: The Gathering","427622280","4820520","155987","202","8312","9592","108","88.71",""
"21","","Auto Chess","402218940","4033140","65070","294","7808","9022","90","99.73",""
"22","","Devil May Cry 5","386204700","15176040","140428","2636","37492","8663","340","25.45",""
"23","","Music","346017360","14435400","20933","448","14865","7761","323","23.97",""
"24","","StarCraft II","341924820","4247280","69828","159","6755","7669","95","80.5",""
"25","","Super Smash Bros. Ultimate","337724640","7004100","77985","439","13048","7575","157","48.22",""
"26","","Talk Shows & Podcasts","332903160","4544220","295875","271","14001","7467","101","73.26",""
"27","","Minecraft","325914060","23507340","38962","1013","61985","7310","527","13.86",""
"28","","Slots","286206600","2364180","30179","97","2866","6420","53","121.06",""
"29","","Poker","274922400","3855240","26349","214","3761","6166","86","71.31",""
"30","","Sea of Thieves","266429520","10999920","57195","628","18786","5976","246","24.22",""
"31","","Art","262071540","16484160","16904","593","29026","5878","369","15.9",""
"32","","Satisfactory","250043340","7548780","59800","1348","14369","5608","169","33.12",""
"33","","Destiny 2","229504620","20037780","33877","1691","33785","5148","449","11.45",""
"34","","Special Events","227694060","871560","86771","73","2605","5107","19","261.25",""
"35","","Battlefield V","223777020","8272020","144098","1739","38658","5019","185","27.05",""
"36","","Rocket League","218061300","15916080","37946","720","60668","4891","357","13.7",""
"37","","World of Tanks","194379540","7450320","20075","372","9910","4360","167","26.09",""
"38","","Warcraft III","186019020","2560800","38299","101","2762","4172","57","72.64",""
"39","","Black Desert","173481120","8311680","13922","264","9632","3891","186","20.87",""
"40","","Escape from Tarkov","169174440","9682800","27671","437","10335","3794","217","17.47",""
"41","","ASMR","166041120","2266500","8833","73","1526","3724","50","73.26",""
"42","","Games + Demos","155961420","2458140","32907","112","7257","3498","55","63.45",""
"43","","Final Fantasy XIV Online","143736780","9433560","132239","534","12554","3224","211","15.24",""
"44","","Always On","143029560","456300","20304","16","36","3208","10","313.46",""
"45","","Street Fighter V","138930120","1872780","55515","88","3441","3116","42","74.18",""
"46","","Rust","136900200","6539400","34709","389","11714","3070","146","20.93",""
"47","","Pogostuck: Rage With Your Friends","129243720","558300","56700","56","2417","2899","12","231.5",""
"48","","NBA 2K19","128384880","14481960","19125","708","35661","2879","324","8.87",""
"49","","SMITE","120553920","7756320","12159","342","14474","2704","173","15.54",""
"50","","Anthem","116884740","9811740","31174","846","21706","2621","220","11.91",""
"51","","Heroes of the Storm","113515440","4383840","13775","190","6726","2546","98","25.89",""
"52","","Resident Evil 2","112134660","6842820","30640","398","20856","2515","153","16.39",""
"53","","The Elder Scrolls Online","109151580","4425720","18822","205","6916","2448","99","24.66",""
"54","","Warframe","108713160","8334360","47990","323","14504","2438","186","13.04",""
"55","","Dungeons & Dragons","105859620","2631540","64017","221","4239","2374","59","40.23",""
"56","","Tibia","102299280","4189980","9958","175","3830","2294","93","24.42",""
"57","","Heroes of Might and Magic III: The Shadow of Death","100100040","735600","13165","41","841","2245","16","136.08",""
"58","","Dark Souls III","97924200","5649360","20700","229","14322","2196","126","17.33",""
"59","","Retro","94616700","5297580","9049","193","6366","2122","118","17.86",""
"60","","World of Warships","90085440","3117660","7274","144","4355","2020","69","28.9",""
"61","","Science & Technology","84729180","4450560","15082","182","6154","1900","99","19.04",""
"62","","Mortal Kombat 11","81325080","713580","54538","201","2372","1824","16","113.97",""
"63","","Chess","79069080","1070280","35609","66","1600","1773","24","73.88",""
"64","","Trials Rising","78767220","1116840","32624","99","3318","1766","25","70.53",""
"65","","Marbles On Stream","78133200","2155800","13107","106","5289","1752","48","36.24",""
"66","","Outward","76004700","1213020","33927","253","3320","1704","27","62.66",""
"67","","Z1: Battle Royale","74886240","3927120","50219","580","10409","1679","88","19.07",""
"68","","Tekken 7","71844000","2545620","22975","158","7368","1611","57","28.22",""
"69","","Super Mario Maker","70628280","818940","11092","54","847","1584","18","86.24",""
"70","","Slay the Spire","65867760","1218300","10831","57","3684","1477","27","54.07",""
"71","","Metro Exodus","65700660","3576960","13762","304","10958","1473","80","18.37",""
"72","","The Legend of Zelda: Ocarina of Time","65673240","1930800","12059","156","2574","1473","43","34.01",""
"73","","VRChat","65264760","3353100","21051","179","5875","1463","75","19.46",""
"74","","Knight Online","62682600","993540","14186","59","1203","1406","22","63.09",""
"75","","Ark: Survival Evolved","62535000","6848280","5162","330","9411","1402","153","9.13",""
"76","","Atlas","61022880","1483860","11535","100","1480","1368","33","41.12",""
"77","","Subnautica","60824760","2398560","26474","129","6690","1364","53","25.36",""
"78","","osu!","60428040","8708820","15916","386","29671","1355","195","6.94",""
"79","","Risk of Rain 2","60182340","2455200","39442","871","9717","1349","55","24.51",""
"80","","Dark Souls","58306080","2409840","18655","107","5255","1307","54","24.2",""
"81","","Madden NFL 19","55588620","7587840","16348","515","18330","1246","170","7.33",""
"82","","Travel & Outdoors","55059720","3823200","28922","205","24319","1235","85","14.4",""
"83","","Gwent: The Witcher Card Game","54767820","830820","19555","84","1233","1228","18","65.92",""
"84","","MLB The Show 19","54439920","731700","26978","326","4557","1221","16","74.4",""
"85","","Food & Drink","54114840","881520","8888","50","3757","1213","19","61.39",""
"86","","Arma 3","53494920","3815820","37017","309","6288","1199","85","14.02",""
"87","","The Sims 4","53457240","3277800","12545","141","9590","1199","73","16.31",""
"88","","The Binding of Isaac: Repentance","50952300","1325040","33079","64","3895","1142","29","38.45",""
"89","","Tropico 6","50676900","453360","30684","160","1497","1136","10","111.78",""
"90","","Super Mario World","50467740","982200","18656","56","1723","1132","22","51.38",""
"91","","PUBG Mobile","50313840","8329980","7847","333","17437","1128","186","6.04",""
"92","","The Legend of Zelda: Breath of the Wild","50306760","2333640","13351","112","3830","1128","52","21.56",""
"93","","Bloodborne","50108460","2670480","12768","127","7132","1124","59","18.76",""
"94","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","46883340","1807200","11251","96","1581","1051","40","25.94",""
"95","","Pokémon: Let's Go, Pikachu!","45529260","2170740","6588","105","3715","1021","48","20.97",""
"96","","Summoners War: Sky Arena","44710080","1030860","5218","54","1069","1002","23","43.37",""
"97","","Age of Empires II","44542620","961260","8566","52","1976","999","21","46.34",""
"98","","Stardew Valley","43860120","3521280","8380","146","9349","983","78","12.46",""
"99","","Tetris 99","43299360","912780","20498","82","3928","971","20","47.44",""
"100","","DayZ","42683460","2592360","7180","138","4274","957","58","16.47",""
