"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"47","","VRChat","223338780","5063160","70578","228","7629","5177","117","44.11",""
"48","","Fallout 76","210112500","8741940","37793","900","11277","4870","202","24.03",""
"49","","Tibia","193052040","8063100","14649","354","5401","4475","186","23.94",""
"50","","Games + Demos","192585420","3474120","53929","210","8458","4464","80","55.43",""
"51","","World of Warships","191106300","4497240","29665","232","4595","4429","104","42.49",""
"52","","Madden NFL 20","190530540","14987460","75160","878","26818","4416","347","12.71",""
"53","","F1 2019","184620000","2750160","210442","253","9038","4279","63","67.13",""
"54","","Super Smash Bros. Ultimate","180634440","7123860","32451","403","11239","4187","165","25.36",""
"55","","Pokémon Sword/Shield","165269460","5620680","67743","257","6495","3831","130","29.4",""
"56","","Persona 5 Royal","162723660","8800380","14888","751","6291","3771","203","18.49",""
"57","","iRacing","157551060","7020120","41103","949","6948","3652","162","22.44",""
"58","","Dark Souls III","155793240","8432700","47194","383","15631","3611","195","18.47",""
"59","","Monster Hunter: World","153797580","13148340","13238","648","17431","3565","304","11.7",""
"60","","Warcraft III","152294220","2530140","26053","124","2474","3530","58","60.19",""
"61","","Retro","147121560","7404900","15050","283","7677","3410","171","19.87",""
"62","","MLB The Show 20","137503260","3072900","33236","158","10055","3187","71","44.75",""
"63","","The Legend of Zelda: Breath of the Wild","134830980","3088740","17375","122","4370","3125","71","43.65",""
"64","","DOOM Eternal","131875440","8975880","37518","697","22026","3056","208","14.69",""
"65","","Drug Dealer Simulator","129574080","1762380","60804","188","4863","3003","40","73.52",""
"66","","Dark Souls","128707980","3537120","39557","175","6004","2983","81","36.39",""
"67","","Marbles On Stream","128051280","3834720","26424","186","10996","2968","88","33.39",""
"68","","Fitness & Health","125936040","2264820","40012","195","4413","2919","52","55.61",""
"69","","Final Fantasy XIV Online","121342680","14391480","32256","1062","15829","2812","333","8.43",""
"70","","Age of Empires II: Definitive Edition","120932220","2493240","15293","119","3460","2803","57","48.5",""
"71","","MapleStory","116441580","3909180","25285","188","3794","2699","90","29.79",""
"72","","Green Hell","114957300","3589500","59600","249","7153","2664","83","32.03",""
"73","","Heroes of the Storm","113633700","5150100","11848","229","6368","2634","119","22.06",""
"74","","Food & Drink","113075580","1526160","29388","81","5304","2621","35","74.09",""
"75","","Heroes of Might and Magic III: The Shadow of Death","112204260","890940","11806","52","762","2600","20","125.94",""
"76","","Legends of Runeterra","110762460","2902560","42921","356","5953","2567","67","38.16",""
"77","","Ark: Survival Evolved","102021900","12826020","12957","509","13087","2364","297","7.95",""
"78","","Street Fighter V","101690880","2129460","25065","91","3210","2357","49","47.75",""
"79","","Science & Technology","100973220","8142060","16547","396","8577","2340","188","12.4",""
"80","","Summoners War: Sky Arena","96911400","1622100","15526","89","1601","2246","37","59.74",""
"81","","RimWorld","95811840","2650740","17115","118","3189","2220","61","36.15",""
"82","","Pummel Party","95074500","2256900","78569","174","9612","2203","52","42.13",""
"83","","The Witcher 3: Wild Hunt","94593060","6073920","14775","274","10820","2192","140","15.57",""
"84","","Assassin's Creed Odyssey","94477860","3124140","196035","192","7245","2190","72","30.24",""
"85","","XCOM: Chimera Squad","90105000","1534080","41604","476","3218","2088","35","58.74",""
"86","","Football Manager 2020","89486580","2167860","22571","127","2567","2074","50","41.28",""
"87","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","86704560","4041840","6298","204","2499","2009","93","21.45",""
"88","","Dofus","85364160","2340240","16565","251","2316","1978","54","36.48",""
"89","","Deadside","82956000","3765480","34454","433","6331","1922","87","22.03",""
"90","","The Seven Deadly Sins: Grand Cross","82330500","1838160","8846","132","1542","1908","42","44.79",""
"91","","Red Dead Redemption 2","82176360","9278280","15289","391","15118","1904","215","8.86",""
"92","","The Sims 4","80988360","4615620","26332","214","12011","1877","106","17.55",""
"93","","Dungeons & Dragons","80622300","4413540","22706","390","6508","1868","102","18.27",""
"94","","Garry's Mod","77825160","2595000","88164","151","8643","1804","60","29.99",""
"95","","Clash Royale","77631960","1410540","21677","68","2545","1799","32","55.04",""
"96","","DayZ","76598400","7117020","4917","307","9306","1775","164","10.76",""
"97","","Subnautica","75704100","3505380","45117","171","7364","1754","81","21.6",""
"98","","Super Mario 64","75188040","1468560","16503","74","2425","1742","34","51.2",""
"99","","Tom Clancy's The Division 2","74530320","6905040","9604","331","11326","1727","160","10.79",""
"100","","Borderlands 3","74100060","7394280","9192","334","13395","1717","171","10.02",""
