"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"44","","Tibia","162784920","4662660","11581","187","4643","3651","104","34.91",""
"45","","Age of Empires II: Definitive Edition","158026740","1935420","34716","100","3882","3544","43","81.65",""
"46","","Super Smash Bros. Ultimate","153193320","4509060","52875","258","9267","3436","101","33.97",""
"47","","DayZ","152637600","7015740","43006","329","11944","3423","157","21.76",""
"48","","Tekken 7","150818760","2890260","85363","159","8448","3383","64","52.18",""
"49","","NBA 2K20","150500760","12022140","12735","670","26561","3375","269","12.52",""
"50","","Call of Duty: Black Ops 4","143638980","14863440","34027","660","23409","3222","333","9.66",""
"51","","World of Warships","137686380","3586020","11909","163","4367","3088","80","38.4",""
"52","","Raft","134198220","3223080","37023","172","9946","3010","72","41.64",""
"53","","Warcraft III","131235480","2428920","31105","103","3043","2943","54","54.03",""
"54","","Games + Demos","127386660","2375760","38206","102","7016","2857","53","53.62",""
"55","","Warframe","126969720","7257840","64366","315","12630","2848","162","17.49",""
"56","","The Witcher 3: Wild Hunt","117977340","6172320","31898","587","19309","2646","138","19.11",""
"57","","Conan Exiles","116731140","2473800","26424","121","3655","2618","55","47.19",""
"58","","Heroes of the Storm","116685900","4212180","26111","166","6501","2617","94","27.7",""
"59","","Retro","116208360","5404680","8609","190","6135","2606","121","21.5",""
"60","","Final Fantasy XIV Online","116146920","11257620","29622","832","13462","2605","252","10.32",""
"61","","Star Citizen","115471200","3217620","30882","199","4189","2590","72","35.89",""
"62","","Stardew Valley","106589940","5009700","17614","211","12564","2390","112","21.28",""
"63","","Madden NFL 20","102005700","9417720","21630","632","24447","2288","211","10.83",""
"64","","Diablo III","100646040","5562660","17813","348","10898","2257","124","18.09",""
"65","","GTFO","98680320","2198880","57986","181","8286","2213","49","44.88",""
"66","","SMITE","96066960","6138840","5349","267","11483","2154","137","15.65",""
"67","","The Elder Scrolls Online","95667480","3449220","16272","146","5227","2145","77","27.74",""
"68","","Phoenix Point","87726780","1159620","37599","158","1720","1967","26","75.65",""
"69","","Sekiro: Shadows Die Twice","87329100","2805480","28414","125","10037","1958","62","31.13",""
"70","","Chess","87140160","923340","21320","60","1394","1954","20","94.37",""
"71","","Star Wars Jedi: Fallen Order","86954460","6803880","13532","453","29687","1950","152","12.78",""
"72","","Euro Truck Simulator 2","85848660","5634600","30098","320","12984","1925","126","15.24",""
"73","","MapleStory","79980060","3127860","8756","247","4542","1794","70","25.57",""
"74","","The Legend of Zelda: Breath of the Wild","79171200","1662780","19758","79","2797","1775","37","47.61",""
"75","","Dungeons & Dragons","76911660","1956900","58134","181","3497","1725","43","39.3",""
"76","","VRChat","73058160","3316440","13055","163","6052","1638","74","22.03",""
"77","","Garena Free Fire","70490400","2239380","12479","114","3943","1581","50","31.48",""
"78","","Heroes of Might and Magic III: The Shadow of Death","69803100","581880","8026","32","484","1565","13","119.96",""
"79","","XCOM 2: War of the Chosen","69035100","541740","18768","29","766","1548","12","127.43",""
"80","","Food & Drink","68785080","962460","34264","62","4795","1542","21","71.47",""
"81","","Dark Souls III","67077900","4432500","17809","194","10795","1504","99","15.13",""
"82","","Death Stranding","66492960","4308180","22380","267","10791","1491","96","15.43",""
"83","","God of War","66483120","1992480","16694","88","5312","1491","44","33.37",""
"84","","7 Days to Die","66416340","4766640","27020","192","7238","1489","106","13.93",""
"85","","Borderlands 3","61697160","3617340","19967","277","9953","1383","81","17.06",""
"86","","Lost Ark","57806880","2736360","13740","162","2608","1296","61","21.13",""
"87","","Fitness & Health","56800620","649800","77838","40","2301","1274","14","87.41",""
"88","","Marbles On Stream","56285700","1755060","32714","89","4994","1262","39","32.07",""
"89","","FIFA Online 4","56066040","212760","60597","19","641","1257","4","263.52",""
"90","","Twitch Sings","54921480","1585320","41848","98","6030","1231","35","34.64",""
"91","","osu!","54733680","7945680","11559","316","28163","1227","178","6.89",""
"92","","Summoners War: Sky Arena","53809920","1192740","9619","57","1260","1207","26","45.11",""
"93","","Super Mario 64","50285220","865260","27969","44","1636","1127","19","58.12",""
"94","","Science & Technology","48475200","4397100","4267","162","6450","1087","98","11.02",""
"95","","Football Manager 2020","47801760","1259940","22824","82","1485","1072","28","37.94",""
"96","","Dark Souls II: Scholar of the First Sin","46086360","1111020","24126","58","2370","1033","24","41.48",""
"97","","Planet Zoo","46002420","1537380","16878","113","3655","1031","34","29.92",""
"98","","Pummel Party","45371580","721740","36865","99","4056","1017","16","62.86",""
"99","","Atlas","44810520","2164140","4387","111","2086","1005","48","20.71",""
"100","","Transport Fever 2","44356800","995640","26412","150","1680","994","22","44.55",""
