"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","5015403960","75903060","267822","3315","189224","112503","1702","66.08",""
"2","","League of Legends","4714754520","138131160","223571","6392","211766","105759","3098","34.13",""
"3","","Fortnite","3853710780","231450960","942880","35639","470255","86444","5191","16.65",""
"4","","Counter-Strike: Global Offensive","2427628980","58678200","322386","2695","146003","54455","1316","41.37",""
"5","","Grand Theft Auto V","2272088700","45086160","143326","2190","93082","50966","1011","50.39",""
"6","","Dota 2","2055615120","25164480","200393","1072","30022","46110","564","81.69",""
"7","","Hearthstone","1569589620","10472640","114139","983","18693","35208","234","149.88",""
"8","","Escape from Tarkov","1216805760","25924620","224062","1290","23516","27294","581","46.94",""
"9","","World of Warcraft","1211917260","49149180","83895","2933","55256","27185","1102","24.66",""
"10","","Path of Exile","1162481580","19455840","146028","3094","19897","26076","436","59.75",""
"11","","Call of Duty: Warzone","1061204700","58449120","116312","2819","181814","23804","1311","18.16",""
"12","","FIFA 20","1046049720","18246420","249600","1106","41416","23464","409","57.33",""
"13","","Minecraft","1015405500","43892340","164241","1852","131774","22777","984","23.13",""
"14","","PUBG: BATTLEGROUNDS","984254940","46492920","80774","1586","68785","22078","1042","21.17",""
"15","","Overwatch","843399960","43371060","58517","1915","86206","18918","972","19.45",""
"16","","Apex Legends","742969680","63082020","47729","2148","114378","16665","1415","11.78",""
"17","","Tom Clancy's Rainbow Six Siege","699775980","46770840","68913","1976","118207","15697","1049","14.96",""
"18","","Teamfight Tactics","672847080","13881960","71327","525","32689","15093","311","48.47",""
"19","","Pokémon Sword/Shield","619332540","17495700","63077","956","22867","13892","392","35.4",""
"20","","Dead by Daylight","612632700","28669440","42933","1189","46360","13742","643","21.37",""
"21","","Special Events","561737400","1961640","1018282","3724","8305","12600","44","286.36",""
"22","","Slots","556691700","4129860","77546","170","3673","12487","92","134.8",""
"23","","Rocket League","370628520","18669420","240598","881","64297","8313","418","19.85",""
"24","","Destiny 2","342082140","27276420","78704","1936","45579","7673","611","12.54",""
"25","","Magic: The Gathering","337829880","3594480","107819","147","5935","7578","80","93.99",""
"26","","Jump King","307318800","801720","72015","78","3665","6893","17","383.32",""
"27","","Music","306205800","16053300","37049","557","15296","6868","360","19.07",""
"28","","Halo: The Master Chief Collection","305864220","14615820","136672","3441","44550","6861","327","20.93",""
"29","","Art","272211540","15826080","26437","558","30322","6106","355","17.2",""
"30","","Super Mario Maker 2","261938160","2879460","32196","193","4205","5875","64","90.97",""
"31","","World of Tanks","257586720","9363780","32473","499","11764","5778","210","27.51",""
"32","","Poker","240283980","3367380","39786","219","3301","5389","75","71.36",""
"33","","Street Fighter V","225256800","2473620","112182","154","4478","5052","55","91.06",""
"34","","StarCraft II","224043480","3588060","44452","130","5213","5025","80","62.44",""
"35","","Old School RuneScape","219750540","5134500","17387","193","6140","4929","115","42.8",""
"36","","Talk Shows & Podcasts","217203660","3459720","62718","333","8146","4872","77","62.78",""
"37","","Ark: Survival Evolved","191822220","6807480","33736","312","8880","4302","152","28.18",""
"38","","Monster Hunter: World","183955920","9403500","27200","401","15700","4126","210","19.56",""
"39","","Sea of Thieves","182132880","9330060","31618","438","19345","4085","209","19.52",""
"40","","Black Desert","175220400","7282980","9480","248","8312","3930","163","24.06",""
"41","","ASMR","174397740","3082500","14289","94","1287","3912","69","56.58",""
"42","","Red Dead Redemption 2","164596020","14638260","25729","689","28523","3692","328","11.24",""
"43","","Rust","163627980","8731800","33839","413","16167","3670","195","18.74",""
