"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"85","","Food & Drink","118936680","1645500","24021","78","5701","2667","36","72.28",""
"86","","Science & Technology","117053700","8772600","71487","450","9120","2625","196","13.34",""
"87","","DayZ","114686460","9009000","12341","448","12404","2572","202","12.73",""
"88","","Mount & Blade II: Bannerlord","112593360","2966340","19770","186","4545","2525","66","37.96",""
"89","","Sid Meier's Civilization VI","109616820","5003940","21934","540","12427","2458","112","21.91",""
"90","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","107851620","4151340","6910","251","2246","2419","93","25.98",""
"91","","God of War","106430400","3975660","56292","161","6279","2387","89","26.77",""
"92","","Summoners War: Sky Arena","105305640","1963560","10072","88","1703","2362","44","53.63",""
"93","","Bloodborne","100489260","3862620","32120","168","6485","2254","86","26.02",""
"94","","Fitness & Health","100345860","2225160","91259","188","4043","2250","49","45.1",""
"95","","Monster Train","99230460","1009740","35351","109","1978","2225","22","98.27",""
"96","","The Last of Us","98659800","5484780","26986","308","5519","2213","123","17.99",""
"97","","Street Fighter V","90783900","2476200","8417","110","3458","2036","55","36.66",""
"98","","Persona 5 Royal","84886500","4403880","9771","229","3626","1904","98","19.28",""
"99","","MLB The Show 20","84304920","2519040","8171","141","7364","1891","56","33.47",""
"100","","Dungeons & Dragons","82611180","4660080","18987","376","6860","1853","104","17.73",""
