"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"31","","Escape from Tarkov","244202760","10562340","31169","443","11106","5660","244","23.12",""
"32","","Final Fantasy XIV Online","232592100","15184080","62291","2439","17952","5391","351","15.32",""
"33","","Super Mario Maker 2","202627140","2366040","84896","1028","7219","4696","54","85.64",""
"34","","Black Desert","202098660","8417400","22464","377","9316","4684","195","24.01",""
"35","","Total War: Three Kingdoms","193118100","2474760","29510","180","3490","4476","57","78.04",""
"36","","Battalion 1944","192221820","7464600","46273","397","17151","4455","173","25.75",""
"37","","Super Smash Bros. Ultimate","191681880","5173920","68873","295","10647","4443","119","37.05",""
"38","","ASMR","188238000","2619840","10064","87","1362","4363","60","71.85",""
"39","","The Elder Scrolls Online","176536560","6169800","25689","297","10173","4092","143","28.61",""
"40","","Poker","176224020","2925900","14379","187","3081","4084","67","60.23",""
"41","","NBA 2K19","174847560","14129820","21912","692","37851","4053","327","12.37",""
"42","","World of Tanks","165276480","6631680","13789","333","8922","3831","153","24.92",""
"43","","They Are Billions","159757680","1293480","48479","156","2476","3703","29","123.51",""
"44","","Dauntless","150790980","15569160","37561","1056","44203","3495","360","9.69",""
"45","","Bloodstained: Ritual of the Night","146554980","5084340","44688","901","9624","3397","117","28.82",""
"46","","DayZ","143883900","8229000","46472","376","14674","3335","190","17.48",""
"47","","Borderlands 2","139858320","8780640","164765","834","27967","3241","203","15.93",""
"48","","Fallout 76","138705180","5124240","47755","459","13962","3215","118","27.07",""
"49","","Games + Demos","134382900","2218020","205693","121","6972","3115","51","60.59",""
"50","","TrackMania 2: Stadium","131608200","584640","90282","217","1648","3050","13","225.11",""
"51","","Warcraft III","126665460","2111340","20853","94","2299","2936","48","59.99",""
"52","","Super Smash Bros. Melee","126365280","726060","73911","46","1980","2929","16","174.04",""
"53","","Rust","123737760","7234500","16006","369","14463","2868","167","17.1",""
"54","","Cooking Simulator","122291280","1177020","40869","155","5642","2834","27","103.9",""
"55","","Ark: Survival Evolved","119778780","8309880","14549","445","12601","2776","192","14.41",""
"56","","Street Fighter V","118272840","1576680","40002","71","2885","2741","36","75.01",""
"57","","Crash Team Racing Nitro-Fueled","116463900","2201940","68335","576","13967","2699","51","52.89",""
"58","","Chess","108237060","915480","21613","64","1454","2508","21","118.23",""
"59","","Jump King","107933640","450420","41526","40","2262","2501","10","239.63",""
"60","","Monster Hunter: World","107077860","7098900","22133","438","19044","2482","164","15.08",""
"61","","Dungeons & Dragons","105323340","2475360","58233","204","4116","2441","57","42.55",""
"62","","Tibia","104334480","4756380","5437","219","4210","2418","110","21.94",""
"63","","Tekken 7","102959160","2363820","49000","89","6348","2386","54","43.56",""
"64","","SMITE","102274380","6377220","9604","284","12647","2370","147","16.04",""
"65","","Mortal Kombat 11","101788980","3849540","63977","238","14860","2359","89","26.44",""
"66","","Super Mario Maker","100778820","1476480","17846","74","1329","2336","34","68.26",""
"67","","World of Warships","94162740","2975760","7925","140","4124","2182","68","31.64",""
"68","","Heroes of the Storm","91445040","4531560","5418","167","7016","2119","105","20.18",""
"69","","Retro","83930040","5111040","7863","199","6303","1945","118","16.42",""
"70","","Dark Souls","77894700","2134320","142283","112","4610","1805","49","36.5",""
"71","","Travel & Outdoors","76810140","3144840","29345","134","19820","1780","72","24.42",""
"72","","Sea of Thieves","75672840","6468360","19728","311","15635","1754","149","11.7",""
"73","","MORDHAU","73973520","3055260","65292","175","11402","1714","70","24.21",""
"74","","Heroes of Might and Magic III: The Shadow of Death","70070760","621420","5666","38","568","1624","14","112.76",""
"75","","Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda","68851980","1030440","41401","302","3518","1596","23","66.82",""
"76","","Pokémon: Let's Go, Pikachu!","68766540","2028000","148108","284","3519","1594","47","33.91",""
"77","","The Elder Scrolls V: Skyrim","68062980","4066140","128073","163","10089","1577","94","16.74",""
"78","","The Sinking City","67256820","822000","45793","259","2414","1559","19","81.82",""
"79","","The Sims 4","65056560","3904860","21971","260","12273","1508","90","16.66",""
"80","","Food & Drink","64506000","806220","30308","37","3238","1495","18","80.01",""
"81","","osu!","62990160","8303520","9740","319","30019","1460","192","7.59",""
"82","","Twitch Sings","62334420","2170680","33051","113","8522","1444","50","28.72",""
"83","","Super Mario 64","61721580","1155780","13638","60","2241","1430","26","53.4",""
"84","","Diablo III","61421040","5227260","9943","280","11041","1423","121","11.75",""
"85","","Summoners War: Sky Arena","60214980","1134840","9724","64","1184","1395","26","53.06",""
"86","","Dark Souls III","59468400","4207260","6085","178","10860","1378","97","14.13",""
"87","","Marbles On Stream","58508820","1684920","15061","94","3799","1356","39","34.72",""
"88","","Tom Clancy's The Division 2","58179840","5957100","8917","346","16905","1348","138","9.77",""
"89","","The Legend of Zelda: Breath of the Wild","57437100","2610780","134763","154","4841","1331","60","22",""
"90","","VRChat","56502840","3252180","6906","171","5398","1309","75","17.37",""
"91","","Terraria","56376240","2694420","18312","116","8067","1306","62","20.92",""
"92","","Warframe","56344500","6293280","26108","246","11552","1306","145","8.95",""
"93","","The Legend of Zelda: Majora's Mask","56162520","397140","121610","26","678","1301","9","141.42",""
"94","","Deathgarden: BLOODHARVEST","55654020","3075480","30187","268","9418","1290","71","18.1",""
"95","","Yakuza 5","54704100","212040","25040","40","159","1268","4","257.99",""
"96","","Sekiro: Shadows Die Twice","54590400","2640000","13834","127","10203","1265","61","20.68",""
"97","","Judgment","54386280","686700","18686","98","1389","1260","15","79.2",""
"98","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","54221220","1697160","5352","115","1371","1256","39","31.95",""
"99","","PUBG Mobile","53643840","5350380","21037","201","10608","1243","124","10.03",""
"100","","My Friend Pedro","51230160","978060","49741","385","6219","1187","22","52.38",""
