"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"70","","Call of Duty: Modern Warfare Remastered","46789500","5835960","8927","298","23203","1049","130","8.02",""
"71","","The Legend of Zelda: Majora's Mask","46208400","282120","217334","22","459","1036","6","163.79",""
"72","","Battlefield 1","45680100","7274640","7860","311","28491","1024","163","6.28",""
"73","","Summoners War: Sky Arena","45132240","1141800","6659","59","1228","1012","25","39.53",""
"74","","Dungeons & Dragons","44870880","1441140","28073","107","1908","1006","32","31.14",""
"75","","Warframe","44147880","5999640","30897","252","15074","990","134","7.36",""
"76","","EarthBound","43566660","161820","159596","20","304","977","3","269.23",""
"77","","Injustice 2","43054740","1428540","46363","97","5838","965","32","30.14",""
"78","","Games + Demos","42235620","875280","16241","37","2442","947","19","48.25",""
"79","","RimWorld","40349160","1133880","7240","48","2030","905","25","35.59",""
"80","","Tibia","39626880","1796820","3076","87","1898","888","40","22.05",""
"81","","Mount & Blade: Warband","38741460","479700","7048","28","1374","869","10","80.76",""
"82","","The End Is Nigh","37231440","438000","36051","120","1383","835","9","85",""
"83","","Diablo II: Lord of Destruction","37117260","613560","154500","28","882","832","13","60.49",""
"84","","The Witcher 3: Wild Hunt","36764220","3071880","11168","138","7744","824","68","11.97",""
"85","","DayZ","36589620","1848120","11897","86","3418","820","41","19.8",""
"86","","The Legend of Zelda: Twilight Princess HD","35373060","68760","142814","14","151","793","1","514.44",""
"87","","Halo 5: Guardians","35224140","2897940","18878","156","7212","790","65","12.15",""
"88","","Paragon","34979640","4128420","2536","164","7305","784","92","8.47",""
"89","","Pokémon HeartGold/SoulSilver","33761340","142980","183830","18","454","757","3","236.13",""
"90","","The Binding of Isaac: Repentance","33086700","1053540","8742","55","3209","742","23","31.41",""
"91","","Dream Daddy: A Dad Dating Simulator","32672280","700920","30084","256","3257","732","15","46.61",""
"92","","Mario Kart 8","32616060","863520","34721","59","2847","731","19","37.77",""
"93","","Retro","32079720","2388840","12275","92","2865","719","53","13.43",""
"94","","DOOM","31782540","1181640","169268","80","6669","712","26","26.9",""
"95","","World of Warships","31314900","2013900","4233","93","3061","702","45","15.55",""
"96","","osu!","31235880","4714380","7895","179","17291","700","105","6.63",""
"97","","Angvik","30383040","156600","16666","25","684","681","3","194.02",""
"98","","Chrono Trigger","30350940","119280","140953","18","295","680","2","254.45",""
"99","","XCOM 2","30050040","882420","4454","43","1792","674","19","34.05",""
"100","","The Last of Us","29441580","1525620","23281","63","5050","660","34","19.3",""
