"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","16137342180","180650940","829384","5794","612287","361986","4052","89.33",""
"2","","League of Legends","7277236440","137237520","546382","4541","229473","163239","3078","53.03",""
"3","","VALORANT","7242681060","248484540","691026","7631","450134","162464","5573","29.15",""
"4","","Grand Theft Auto V","7203522900","128284800","496874","5789","279154","161586","2877","56.15",""
"5","","Apex Legends","3326722680","198525660","518766","6631","381526","74623","4453","16.76",""
"6","","Minecraft","3224305560","126395880","775386","4520","454728","72326","2835","25.51",""
"7","","Counter-Strike: Global Offensive","3065777220","50937660","1153750","2055","130195","68770","1142","60.19",""
"8","","Fortnite","2851533540","216566220","238361","7189","704231","63964","4857","13.17",""
"9","","Dota 2","2716086720","37101780","337927","1428","47049","60926","832","73.21",""
"10","","Slots","2700278880","6677220","284606","249","8558","60571","149","404.4",""
"11","","Fall Guys","2695519440","89639100","417781","4599","504731","60464","2010","30.07",""
"12","","Escape from Tarkov","2317686660","68047260","160825","3264","57487","51989","1526","34.06",""
"13","","Call of Duty: Warzone","1877868360","124369920","116609","5342","213435","42123","2789","15.1",""
"14","","Teamfight Tactics","1811835360","18914340","140778","631","44627","40642","424","95.79",""
"15","","Dead by Daylight","1416876420","77762700","86065","3293","140960","31782","1744","18.22",""
"16","","World of Warcraft","1345020360","41669400","170747","2545","49156","30170","934","32.28",""
"17","","Music","1244172420","46529400","87160","1650","74377","27908","1043","26.74",""
"18","","FIFA 22","1077502200","36673080","162275","1862","147440","24170","822","29.38",""
"19","","Lost Ark","1043401020","25504980","72914","1214","20807","23405","572","40.91",""
"20","","Rust","1011186360","18088020","109641","1079","34011","22682","405","55.9",""
"21","","Hearthstone","863604000","7040820","63532","274","11506","19372","157","122.66",""
"22","","MultiVersus","830802480","25990380","184916","3691","156976","18636","583","31.97",""
"23","","Sports","812642220","5696100","89280","306","23434","18228","127","142.67",""
"24","","PUBG: BATTLEGROUNDS","762599880","33342180","169794","1306","60247","17106","747","22.87",""
"25","","Genshin Impact","750545520","46089600","517598","3575","94776","16835","1033","16.28",""
"26","","Virtual Casino","708452340","3157080","76970","132","3864","15891","70","224.4",""
"27","","Stray","685728540","30515400","287683","7662","136947","15381","684","22.47",""
"28","","ASMR","676547160","8580000","28144","252","14873","15176","192","78.85",""
"29","","DayZ","641175120","13541340","71832","532","25537","14382","303","47.35",""
"30","","Raft","638259120","13573980","120473","599","36356","14317","304","47.02",""
"31","","Rocket League","564681420","37641600","233690","1407","155714","12666","844","15",""
"32","","Pools, Hot Tubs, and Beaches","549213780","3459540","46686","107","7443","12319","77","158.75",""
"33","","Art","530057760","31878540","29223","1046","69189","11890","715","16.63",""
"34","","Monster Hunter Rise","470116500","31194000","111036","2198","34835","10545","699","15.07",""
"35","","Tom Clancy's Rainbow Six Siege","457014120","33586440","47219","1138","118256","10251","753","13.61",""
"36","","Overwatch","450874200","24549120","112470","835","65064","10113","550","18.37",""
"37","","World of Tanks","418867860","7840320","36444","371","11014","9395","175","53.42",""
"38","","Albion Online","395070180","3028200","22727","119","3533","8862","67","130.46",""
"39","","Destiny 2","380720820","28262580","33835","1499","55404","8540","633","13.47",""
"40","","Elden Ring","367817340","24437460","108605","927","59868","8250","548","15.05",""
"41","","Special Events","341844000","2547180","222601","169","13831","7668","57","134.2",""
"42","","The Cycle: Frontier","333314760","10579020","55068","658","17991","7476","237","31.51",""
"43","","Chess","318336360","2509080","86703","120","6069","7140","56","126.87",""
"44","","F1 22","317956200","8762520","112832","751","27413","7132","196","36.29",""
"45","","Among Us","314380140","6419100","173689","398","49716","7052","143","48.98",""
"46","","Old School RuneScape","312244440","6698760","32949","243","7529","7004","150","46.61",""
"47","","Final Fantasy XIV Online","302925780","23821320","63461","1529","28824","6795","534","12.72",""
"48","","Red Dead Redemption 2","298464180","16590180","32883","640","44071","6695","372","17.99",""
"49","","SMITE","295772820","9934320","28961","456","20074","6634","222","29.77",""
"50","","Retro","285046380","9632040","33176","332","11445","6394","216","29.59",""
"51","","Madison","279310080","2883480","90363","306","9514","6265","64","96.87",""
"52","","Ark: Survival Evolved","270572820","18715560","41897","727","40604","6069","419","14.46",""
"53","","Talk Shows & Podcasts","269973300","10147500","110483","519","22721","6055","227","26.6",""
"54","","Cuphead","268605060","8839200","120354","1058","46613","6025","198","30.39",""
"55","","I'm Only Sleeping","261408120","6444780","18669","273","6429","5863","144","40.56",""
"56","","Black Desert","258899880","8173380","25414","353","8131","5807","183","31.68",""
"57","","Travel & Outdoors","256889040","5345760","123097","189","16317","5762","119","48.05",""
"58","","VRChat","253583160","6130440","67204","366","15288","5688","137","41.36",""
"59","","NBA 2K22","253396020","31515480","27426","1377","101061","5684","706","8.04",""
"60","","Project Zomboid","249347220","5496660","28991","225","12480","5593","123","45.36",""
"61","","Monopoly Plus","243519300","483900","242475","48","3538","5462","10","503.24",""
"62","","Super Smash Bros. Ultimate","229454400","5019060","99790","277","11265","5147","112","45.72",""
"63","","Phasmophobia","224005560","15877260","64252","786","66993","5024","356","14.11",""
"64","","Call Of Duty: Modern Warfare","219556140","89304060","10369","3605","259233","4924","2003","2.46",""
"65","","Roblox","216541920","31246860","86616","1135","201783","4857","700","6.93",""
"66","","Poker","216319380","3862200","18951","230","4308","4852","86","56.01",""
"67","","Sea of Thieves","215935800","15601980","17532","724","40579","4843","349","13.84",""
"68","","Umamusume: Pretty Derby","212410500","1610460","49694","184","3259","4764","36","131.89",""
"69","","StarCraft II","208267080","2573100","37712","96","4110","4671","57","80.94",""
"70","","No Man's Sky","202966140","5137680","67244","398","12034","4552","115","39.51",""
"71","","Tibia","200044680","8676660","10107","383","5592","4487","194","23.06",""
"72","","Pokémon FireRed/LeafGreen","196955400","2152080","15535","105","4913","4418","48","91.52",""
"73","","Path of Exile","190754160","4575420","24702","370","5073","4278","102","41.69",""
"74","","Tabletop RPGs","186128700","1250760","110586","101","2676","4175","28","148.81",""
"75","","Magic: The Gathering","184321920","3312120","22821","151","6163","4134","74","55.65",""
"76","","The Sims 4","182234100","6580980","62660","529","21946","4087","147","27.69",""
"77","","Warframe","179381340","7550040","424261","846","15931","4023","169","23.76",""
"78","","League of Legends: Wild Rift","176588100","6601560","40295","262","23842","3961","148","26.75",""
"79","","The Quarry","175641540","5155200","42301","320","18094","3939","115","34.07",""
"80","","Heroes of Might and Magic III: The Restoration of Erathia","166728840","1453380","16897","72","874","3739","32","114.72",""
"81","","MapleStory","165147540","5311980","14644","284","5558","3704","119","31.09",""
"82","","Games + Demos","164814120","31191720","61850","1104","245056","3697","699","5.28",""
"83","","Garena Free Fire","159527820","9329700","53354","437","62001","3578","209","17.1",""
"84","","Hunt: Showdown","158118780","9907740","30035","829","15079","3546","222","15.96",""
"85","","Clash Royale","157756380","2799900","75117","118","31569","3538","62","56.34",""
"86","","The Simpsons","156193500","427920","5300","19","178","3503","9","365.01",""
"87","","As Dusk Falls","148365420","1615560","68701","261","7570","3328","36","91.84",""
"88","","Dofus","143146260","2586840","19453","254","2916","3210","58","55.34",""
"89","","Stumble Guys","141259560","10036620","44131","377","84304","3168","225","14.07",""
"90","","World of Warships","139786500","3393000","20594","150","4663","3135","76","41.2",""
"91","","Trackmania","137062980","1405560","50985","144","3551","3074","31","97.51",""
"92","","RimWorld","126925200","2205540","18221","110","3281","2847","49","57.55",""
"93","","DNF Duel","126374220","2959980","24524","258","7447","2834","66","42.69",""
"94","","Halo Infinite","126268380","6389100","56788","357","24215","2832","143","19.76",""
"95","","Call of Duty: Vanguard","123712080","20423880","13637","1010","65827","2775","458","6.06",""
"96","","Age of Empires II","120765660","2053980","15913","83","3375","2708","46","58.8",""
"97","","PowerWash Simulator","115908720","4261980","89247","369","24463","2600","95","27.2",""
"98","","The Elder Scrolls Online","115770780","5208840","20262","227","8933","2596","116","22.23",""
"99","","New World","113624220","3743160","35933","220","5046","2548","83","30.36",""
"100","","Lineage 2","111685680","3532140","10952","219","2120","2505","79","31.62",""
