"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"28","","Rocket League","214638900","15046140","42127","679","62448","4814","337","14.27",""
"29","","Magic: The Gathering","210769620","3056580","19752","240","5832","4727","68","68.96",""
"30","","Path of Exile","201220080","6788760","26718","298","9114","4513","152","29.64",""
"31","","Warcraft III","183049200","1884540","25092","80","2111","4106","42","97.13",""
"32","","Diablo III","182195280","6699720","14423","298","13220","4086","150","27.19",""
"33","","Always On","176811300","603060","17043","16","31","3966","13","293.19",""
"34","","Black Desert","173162340","7619160","7169","246","8438","3884","170","22.73",""
"35","","Call of Duty: WWII","169956480","6879300","45209","335","35098","3812","154","24.71",""
"36","","Darkest Dungeon","160540260","2987340","26247","149","6047","3601","67","53.74",""
"37","","World of Tanks","156126420","6051120","13833","282","7974","3502","135","25.8",""
"38","","Enter the Gungeon","152613000","2517480","33515","205","9695","3423","56","60.62",""
"39","","FIFA 18","151415820","8188500","18605","545","29492","3396","183","18.49",""
"40","","Doctor Who Pinball","149710560","32640","14685","3","10","3358","0","4586.72",""
"41","","NBA 2K18","147918720","7919400","30176","400","22472","3318","177","18.68",""
"42","","Rust","137661000","6427260","16199","387","11926","3087","144","21.42",""
"43","","Islands of Nyne: Battle Royale","136463040","4863180","98062","790","13230","3061","109","28.06",""
"44","","Games + Demos","126266040","1677000","31173","76","4814","2832","37","75.29",""
"45","","Street Fighter V","119286660","2004120","47455","83","4386","2675","44","59.52",""
"46","","Octopath Traveler","112760580","2892540","41085","360","4240","2529","64","38.98",""
"47","","Dark Souls","108751320","3563580","26068","178","7927","2439","79","30.52",""
"48","","Dark Souls III","108076500","5811180","17686","200","15437","2424","130","18.6",""
"49","","SMITE","106102560","6898080","10535","306","14410","2380","154","15.38",""
"50","","Battlefield V","102915480","337680","277175","129","1128","2308","7","304.77",""
"51","","Terraria","102879480","2544840","13457","98","7006","2307","57","40.43",""
"52","","Dungeons & Dragons","95244660","2352180","43534","183","3450","2136","52","40.49",""
"53","","MapleStory","88179900","3171600","17158","132","4376","1978","71","27.8",""
"54","","The Elder Scrolls: Legends","84998700","830340","3552","37","817","1906","18","102.37",""
"55","","The Sims 4","83422380","2755200","37270","116","8754","1871","61","30.28",""
"56","","Tekken 7","82613340","1967820","48985","72","5852","1853","44","41.98",""
"57","","The Witcher 3: Wild Hunt","79745280","3850440","21378","181","9476","1788","86","20.71",""
"58","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","78336540","2636220","7700","145","1842","1757","59","29.72",""
"59","","Slay the Spire","78157920","1718040","14047","75","5581","1753","38","45.49",""
"60","","The Elder Scrolls V: Skyrim","74917200","4444620","15055","183","11731","1680","99","16.86",""
"61","","Sea of Thieves","74466060","4694820","48586","605","9419","1670","105","15.86",""
"62","","Gwent: The Witcher Card Game","74409720","961440","40938","53","1442","1669","21","77.39",""
"63","","RimWorld","74247480","1606980","17003","79","2795","1665","36","46.2",""
"64","","Retro","73822500","4196520","29487","166","5013","1655","94","17.59",""
"65","","The Elder Scrolls Online","72630300","4143420","9305","167","7550","1629","92","17.53",""
"66","","Pokémon Ultra Sun/Ultra Moon","70599960","2259480","24443","105","3296","1583","50","31.25",""
"67","","Old School RuneScape","70423680","1760700","15232","203","4385","1579","39","40",""
"68","","The Legend of Zelda: Ocarina of Time","69943200","1466160","19877","85","1856","1568","32","47.71",""
"69","","Bloodborne","68390640","2318640","21951","93","6718","1534","52","29.5",""
"70","","VRChat","67264200","3734040","6995","174","5559","1508","83","18.01",""
"71","","Super Mario Maker","67124040","585480","11563","37","716","1505","13","114.65",""
"72","","Grand Theft Auto: San Andreas","66259440","933720","17582","48","3314","1486","20","70.96",""
"73","","Age of Empires II","65395980","837540","45645","43","1927","1466","18","78.08",""
"74","","The Forest","65269680","2710680","20046","135","8948","1464","60","24.08",""
"75","","osu!","65085720","7431900","24897","276","27119","1459","166","8.76",""
"76","","Arma 3","63273480","4321920","8796","259","7664","1419","96","14.64",""
"77","","Mario Tennis Aces","62018220","704640","43444","60","2452","1391","15","88.01",""
"78","","Call of Duty: Black Ops III","61502160","11551320","10350","452","48524","1379","259","5.32",""
"79","","Z1: Battle Royale","60566160","5493360","15733","307","14825","1358","123","11.03",""
"80","","Final Fantasy XIV Online","60105360","7139580","13824","499","9683","1348","160","8.42",""
"81","","Tibia","59943780","2866620","3871","137","3134","1344","64","20.91",""
"82","","Conan Exiles","59451180","2978460","37506","127","4756","1333","66","19.96",""
"83","","Quake Champions","58504440","2381400","9657","121","7453","1312","53","24.57",""
"84","","Dragon Ball FighterZ","56217000","1760220","51763","91","7719","1261","39","31.94",""
"85","","The Crew 2","55187640","2365140","33296","205","7084","1237","53","23.33",""
"86","","Final Fantasy VI","52903380","221580","151839","19","413","1186","4","238.76",""
"87","","The Last of Us","51649920","1618500","20445","73","3453","1158","36","31.91",""
"88","","Monster Hunter: World","50389800","3641580","9116","204","12855","1130","81","13.84",""
"89","","Fallout 4","50346240","6117780","20372","262","14997","1129","137","8.23",""
"90","","Detroit: Become Human","49875540","1456440","20105","77","6250","1118","32","34.24",""
"91","","I Wanna Be The Boshy","47395380","60300","39844","19","304","1063","1","785.99",""
"92","","Shadowverse","46701480","1383000","16796","74","1811","1047","31","33.77",""
"93","","The Legend of Zelda: Breath of the Wild","46478040","1523940","14228","69","2797","1042","34","30.5",""
"94","","Crash Bandicoot N. Sane Trilogy","46440660","2033640","22175","163","9808","1041","45","22.84",""
"95","","Summoners War: Sky Arena","45904800","902700","8288","41","1035","1029","20","50.85",""
"96","","Paladins","44655960","5513100","11043","244","18745","1001","123","8.1",""
"97","","StarCraft","44055000","700500","29975","33","1136","988","15","62.89",""
"98","","Clash Royale","43915020","820860","41444","43","2291","985","18","53.5",""
"99","","Twitch Plays","43489140","1530420","3436","60","1203","975","34","28.42",""
"100","","Super Smash Bros. for Wii U","43337640","975660","23634","62","2089","972","21","44.42",""
