"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","League of Legends","5670870660","75841740","599114","2585","117734","127206","1701","74.77",""
"2","","Counter-Strike: Global Offensive","4317792780","44551860","784934","1940","104144","96854","999","96.92",""
"3","","Dota 2","2553925380","21792900","339020","952","34612","57288","488","117.19",""
"4","","Hearthstone","2356221120","12509820","250667","464","29672","52853","280","188.35",""
"5","","Tom Clancy's The Division","1182001800","60527400","159832","5280","158048","26514","1357","19.53",""
"6","","Call of Duty: Black Ops III","858299160","74274480","118602","3819","209865","19253","1666","11.56",""
"7","","Minecraft","601854300","26904660","90527","1438","78524","13500","603","22.37",""
"8","","Talk Shows & Podcasts","461469300","3511560","106016","165","11144","10351","78","131.41",""
"9","","World of Warcraft","412387200","17718060","45853","1078","28167","9250","397","23.27",""
"10","","Stardew Valley","355518660","8264100","50884","375","15288","7974","185","43.02",""
"11","","Dark Souls III","335844180","2780160","121710","545","4293","7533","62","120.8",""
"12","","The Culling","321534780","4643040","64464","320","10663","7212","104","69.25",""
"13","","RuneScape","318556320","4511100","72411","214","7647","7145","101","70.62",""
"14","","StarCraft II","316905360","3483120","78166","131","5609","7108","78","90.98",""
"15","","World of Tanks","302764680","7610940","81676","361","14125","6791","170","39.78",""
"16","","Street Fighter V","300273780","3661380","98493","212","11677","6735","82","82.01",""
"17","","Z1: Battle Royale","300081420","9229620","42113","386","15005","6731","207","32.51",""
"18","","Destiny","257712120","27046560","98649","1768","49191","5780","606","9.53",""
"19","","Creative","256514280","8858220","29740","342","18119","5754","198","28.96",""
"20","","Music","255305220","1988340","137263","99","4832","5726","44","128.4",""
"21","","Path of Exile","233761560","5732700","22761","678","6648","5243","128","40.78",""
"22","","Heroes of the Storm","216696720","6268560","43138","258","12413","4860","140","34.57",""
"23","","Poker","212071500","2517960","25720","176","2592","4757","56","84.22",""
"24","","Black Desert","195837660","7931160","18978","647","11835","4392","177","24.69",""
"25","","FIFA 16","195147480","9844200","26764","569","36059","4377","220","19.82",""
"26","","SMITE","177757320","9243600","26556","467","24850","3987","207","19.23",""
"27","","Overwatch","164133780","3500160","16594","135","5321","3681","78","46.89",""
"28","","Grand Theft Auto V","159919200","20020620","38375","1031","71496","3587","449","7.99",""
"29","","NBA 2K16","158902260","12938700","14647","712","37010","3564","290","12.28",""
"30","","Arma 3","158245080","4951200","39594","292","7638","3549","111","31.96",""
"31","","Super Mario Maker","129867840","1477020","34698","79","2061","2913","33","87.93",""
"32","","EA Sports UFC 2","117742800","2617140","49895","254","10645","2641","58","44.99",""
"33","","Tom Clancy's Rainbow Six Siege","114769260","9147780","20699","503","26653","2574","205","12.55",""
"34","","Rocket League","112865040","11353980","21120","505","47759","2531","254","9.94",""
"35","","Halo 5: Guardians","107333280","4795380","93722","289","13584","2407","107","22.38",""
"36","","Dark Souls","103227480","3121260","12421","163","6670","2315","70","33.07",""
"37","","Rust","100241100","2925300","19492","156","5945","2248","65","34.27",""
"38","","Dark Souls II: Scholar of the First Sin","94762380","4629840","26362","200","11701","2125","103","20.47",""
"39","","Paragon","93015960","3440460","60465","302","7941","2086","77","27.04",""
"40","","Warcraft III","86719980","1089480","41269","55","1219","1945","24","79.6",""
"41","","DayZ","83723160","3281160","9739","182","4972","1878","73","25.52",""
"42","","Magic: The Gathering","82354200","862380","20496","46","991","1847","19","95.5",""
"43","","Ark: Survival Evolved","82182900","4364760","51065","180","7444","1843","97","18.83",""
"44","","Blade & Soul","80711100","4328400","8144","316","7116","1810","97","18.65",""
"45","","Pokémon Omega Ruby/Alpha Sapphire","74792820","1451520","6980","64","1861","1677","32","51.53",""
"46","","Bloodborne","69968640","4522500","32032","203","13446","1569","101","15.47",""
"47","","Super Smash Bros. Melee","68139360","702840","48309","52","1992","1528","15","96.95",""
"48","","Clash Royale","64384920","1129020","52334","64","2806","1444","25","57.03",""
"49","","Heavy Rain","62595660","182040","40352","29","1996","1404","4","343.86",""
"50","","The Binding of Isaac: Repentance","59923740","1287420","12999","67","3320","1344","28","46.55",""
"51","","Pokkén Tournament","58382280","935040","44811","281","2584","1309","20","62.44",""
"52","","Far Cry: Primal","57831540","2562660","27790","386","15649","1297","57","22.57",""
"53","","Super Smash Bros. for Wii U","57828960","1178340","18958","87","2624","1297","26","49.08",""
"54","","Mortal Kombat X","52914960","2576460","13131","235","12530","1186","57","20.54",""
"55","","The Legend of Zelda: Ocarina of Time","51624480","770100","19473","60","1100","1158","17","67.04",""
"56","","Diablo III","50417940","3450600","4634","158","8647","1130","77","14.61",""
"57","","Madden NFL 16","49777260","9037080","5139","557","24341","1116","202","5.51",""
"58","","Garry's Mod","48921240","1787400","36454","114","6392","1097","40","27.37",""
"59","","Fallout 4","47981520","9024720","17665","713","30193","1076","202","5.32",""
"60","","Salt and Sanctuary","45289860","1474440","26883","217","4072","1015","33","30.72",""
"61","","The Legend of Zelda: Twilight Princess HD","44417460","1388460","7013","215","2066","996","31","31.99",""
"62","","HITMAN","42798840","768300","56534","183","7097","960","17","55.71",""
"63","","osu!","40582980","3966780","7338","179","13178","910","88","10.23",""
"64","","Factorio","36133620","1228680","26241","66","2475","810","27","29.41",""
"65","","Final Fantasy XIV: Heavensward","35934840","2600460","17436","193","6615","806","58","13.82",""
"66","","Battlefield 4","35158920","5493660","13220","272","20437","788","123","6.4",""
"67","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","35133660","1256220","5518","83","1231","788","28","27.97",""
"68","","Dungeons & Dragons","31330140","488580","20871","51","839","702","10","64.12",""
"69","","Vainglory","28024140","497700","9858","28","578","628","11","56.31",""
"70","","Sid Meier's Civilization V","27957540","664620","6905","43","1744","627","14","42.07",""
"71","","Yakuza Kiwami","27833820","26040","15724","7","55","624","0","1068.89",""
"72","","Dark Souls II","27154620","704340","7415","42","2157","609","15","38.55",""
"73","","TrackMania Turbo","27042060","590400","21448","145","2719","606","13","45.8",""
"74","","Knight Online","26715480","447780","3329","26","527","599","10","59.66",""
"75","","Faeria","24980820","171300","15335","17","280","560","3","145.83",""
"76","","XCOM 2","24371220","1103040","4132","82","2232","546","24","22.09",""
"77","","Warframe","24090840","4462260","13526","213","12646","540","100","5.4",""
"78","","ShellShock Live","23817120","264900","35181","22","1016","534","5","89.91",""
"79","","The Legend of Zelda: The Wind Waker HD","23363700","101220","30531","10","269","524","2","230.82",""
"80","","Final Fantasy XV","23152320","64500","109069","129","2657","519","1","358.95",""
"81","","Team Fortress 2","23091120","1551540","2995","88","4979","517","34","14.88",""
"82","","American Truck Simulator","22179000","1262280","18702","80","3152","497","28","17.57",""
"83","","Games + Demos","21978660","227040","10914","16","718","493","5","96.81",""
"84","","Summoners War: Sky Arena","21594240","748440","5854","38","737","484","16","28.85",""
"85","","EVE Online","21573600","557700","7127","37","820","483","12","38.68",""
"86","","Darkest Dungeon","21272520","726660","9893","42","1903","477","16","29.27",""
"87","","World of Warships","21055200","1465200","3446","65","2715","472","32","14.37",""
"88","","M.U.G.E.N","20927340","63420","820","5","49","469","1","329.98",""
"89","","Bloodborne: The Old Hunters","19871280","91860","28286","12","624","445","2","216.32",""
"90","","Tibia","19464600","836280","2078","47","1062","436","18","23.28",""
"91","","Star Wars Battlefront","19451100","3146280","11722","159","0","436","70","6.18",""
"92","","The Elder Scrolls Online","19121880","2484120","5387","105","6865","428","55","7.7",""
"93","","Mario Party 10","18917040","8520","43284","7","60","424","0","2220.31",""
"94","","Super Mario 64","18299040","478200","7582","34","1023","410","10","38.27",""
"95","","Deponia Doomsday","17929380","125760","28013","36","320","402","2","142.57",""
"96","","WWE 2K16","17311380","1617420","38205","89","5300","388","36","10.7",""
"97","","Kerbal Space Program","17290800","508500","4332","32","1268","387","11","34",""
"98","","Guild Wars 2","16815900","1245240","3092","70","2385","377","27","13.5",""
"99","","Twitch Plays","16694580","636300","1454","20","101","374","14","26.24",""
"100","","Golf With Your Friends","15885060","112920","41114","16","671","356","2","140.68",""
