"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"53","","SMITE","96282060","6180660","8757","261","11937","2159","138","15.58",""
"54","","Retro","91701360","4990200","7582","193","6047","2057","111","18.38",""
"55","","Borderlands 2","87064800","4747620","22104","208","14192","1953","106","18.34",""
"56","","Heroes of the Storm","84684960","3982080","6160","140","6015","1899","89","21.27",""
"57","","Dungeons & Dragons","82083660","2404740","61109","206","3972","1841","53","34.13",""
"58","","PUBG Mobile","81157200","5504100","37821","215","10358","1820","123","14.74",""
"59","","Street Fighter V","77832300","1618500","30835","62","2881","1745","36","48.09",""
"60","","Chess","71476320","894540","17767","68","1357","1603","20","79.9",""
"61","","Wolfenstein: Youngblood","71298900","1492920","49242","453","5459","1599","33","47.76",""
"62","","MapleStory","70492020","2939760","21363","155","4131","1581","65","23.98",""
"63","","Dark Souls","67595820","2226960","17861","105","4765","1516","49","30.35",""
"64","","StarCraft","66713640","920460","40673","56","1505","1496","20","72.48",""
"65","","The Sims 4","66162780","3161940","20376","141","10092","1484","70","20.92",""
"66","","Visage","65840460","610440","31421","55","2504","1476","13","107.86",""
"67","","Travel & Outdoors","64948620","2996640","34846","145","18683","1456","67","21.67",""
"68","","Final Fantasy VII","64164360","944820","28139","51","1795","1439","21","67.91",""
"69","","Mortal Kombat 11","60939360","2869140","17489","170","9500","1366","64","21.24",""
"70","","osu!","59838480","8611320","8031","305","29538","1342","193","6.95",""
"71","","Heroes of Might and Magic III: The Shadow of Death","59559720","594300","6777","35","484","1336","13","100.22",""
"72","","Marbles On Stream","58727280","1577280","22978","79","3873","1317","35","37.23",""
"73","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","57840180","1431900","4573","83","1270","1297","32","40.39",""
"74","","Dark Souls III","56659680","4413960","5770","164","10845","1270","99","12.84",""
"75","","VRChat","56093280","3297240","12583","155","5509","1258","73","17.01",""
"76","","Crash Team Racing Nitro-Fueled","54541320","1894200","32785","182","8993","1223","42","28.79",""
"77","","Science & Technology","52948260","4086540","10427","153","4961","1187","91","12.96",""
"78","","Hunt: Showdown","52607700","2823720","26113","143","4706","1180","63","18.63",""
"79","","Summoners War: Sky Arena","52450020","1050480","5203","52","1088","1176","23","49.93",""
"80","","7 Days to Die","52331820","3283140","28001","136","5113","1173","73","15.94",""
"81","","Food & Drink","51607620","803760","20910","42","3133","1157","18","64.21",""
"82","","The Sinking City","51505320","1156920","17144","163","2504","1155","25","44.52",""
"83","","Madden NFL 20","51422340","1847880","13779","879","6854","1153","41","27.83",""
"84","","Dragon Quest Builders 2","51181740","1790340","9443","159","2317","1148","40","28.59",""
"85","","Gears 5","50435040","1204320","57682","681","4601","1131","27","41.88",""
"86","","The Legend of Zelda: Breath of the Wild","47921280","2521980","19599","113","4250","1074","56","19",""
"87","","Dauntless","46713780","4254360","12762","200","12639","1047","95","10.98",""
"88","","F1 2019","43873260","1424580","17304","107","4706","984","31","30.8",""
"89","","Auto Chess","43324980","1499940","9741","71","2735","971","33","28.88",""
"90","","Diablo III","42673020","2605920","11975","111","5608","957","58","16.38",""
"91","","The Legend of Zelda: Ocarina of Time","41848800","1571940","20117","123","2140","938","35","26.62",""
"92","","My Summer Car","40958280","239280","10173","18","685","918","5","171.17",""
"93","","Conqueror's Blade","40692660","1216800","14263","69","1678","912","27","33.44",""
"94","","Darkest Dungeon","39643740","976200","18241","46","2345","889","21","40.61",""
"95","","Twitch Sings","38996280","1990200","14162","116","7458","874","44","19.59",""
"96","","The Elder Scrolls V: Skyrim","38840160","3862860","7608","150","9355","871","86","10.05",""
"97","","Tom Clancy's The Division 2","38748300","4156140","3772","202","10722","869","93","9.32",""
"98","","Star Citizen","38741280","1343160","6936","80","1876","869","30","28.84",""
"99","","Football Manager 2019","38620320","948480","8930","63","1491","866","21","40.72",""
"100","","Arma 3","38312580","3264900","3996","229","6440","859","73","11.73",""
