"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"78","","Red Dead Redemption 2","1343933640","145384620","46850","842","164640","2550","275","9.24",""
"79","","Mount & Blade II: Bannerlord","1279831800","24196500","243038","1380","29273","2428","45","52.89",""
"80","","The Witcher 3: Wild Hunt","1263433080","73216020","88802","700","103409","2397","138","17.26",""
"81","","Hunt: Showdown","1263082560","68340000","52276","368","51098","2396","129","18.48",""
"82","","Street Fighter V","1262013420","30876480","86365","201","26199","2394","58","40.87",""
"83","","Rogue Company","1254379260","121032780","146743","2158","209020","2380","229","10.36",""
"84","","Warframe","1200738720","92079060","433443","1352","78889","2278","174","13.04",""
"85","","Call Of Duty: Modern Warfare","1198564980","395989440","161169","11495","445238","2274","751","3.03",""
"86","","Marbles On Stream","1190550600","38013900","70942","213","64464","2259","72","31.32",""
"87","","Lost Ark","1182560220","26658060","53622","349","12765","2244","50","44.36",""
"88","","Hyper Scape","1181935080","44858640","456629","2136","110955","2242","85","26.35",""
"89","","Food & Drink","1178211360","19637100","92482","218","44217","2235","37","60",""
"90","","Hades","1163518200","37370820","74738","512","63392","2207","70","31.13",""
"91","","Brawlhalla","1161184560","59968920","165626","300","132525","2203","113","19.36",""
"92","","Resident Evil 3","1093667100","33882900","318002","5619","73363","2075","64","32.28",""
"93","","The Sims 4","1089299220","52041840","82565","313","92632","2067","98","20.93",""
"94","","Super Mario 64","1085391660","22476060","169684","190","26686","2059","42","48.29",""
"95","","DOOM Eternal","1069860060","54736440","140962","4196","104131","2030","103","19.55",""
"96","","Eternal Return","1030796520","18539400","85642","568","17840","1956","35","55.6",""
"97","","iRacing","1021392360","56636400","55317","1529","20949","1938","107","18.03",""
"98","","Heroes of Might and Magic III: The Shadow of Death","1002095820","7070820","19435","52","3310","1901","13","141.72",""
"99","","Call of Duty: Black Ops 4","976379760","138754680","62175","741","124022","1852","263","7.04",""
"100","","RimWorld","975954180","26088000","40076","153","20221","1851","49","37.41",""
