"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"26","","StarCraft II","309569820","3298800","85514","123","5052","7175","76","93.84",""
"27","","Old School RuneScape","309189900","5186100","39575","217","6547","7167","120","59.62",""
"28","","Magic: The Gathering","296465580","3739440","32584","339","6072","6872","86","79.28",""
"29","","Planet Zoo","283166820","4724340","78337","742","8677","6563","109","59.94",""
"30","","Sea of Thieves","262726980","7381080","45960","440","14791","6090","171","35.59",""
"31","","Art","245660820","15040020","13461","557","28683","5694","348","16.33",""
"32","","Path of Exile","242891820","4651560","257319","341","6812","5630","107","52.22",""
"33","","Music","241459860","13863720","82015","449","13739","5597","321","17.42",""
"34","","Talk Shows & Podcasts","238937880","3351120","98403","180","7489","5538","77","71.3",""
"35","","Diablo III","227455980","7373760","41511","1440","14027","5272","170","30.85",""
"36","","Final Fantasy XIV Online","225629820","12737880","34624","1150","14340","5230","295","17.71",""
"37","","Super Mario Maker 2","200731200","2309760","30086","102","3152","4653","53","86.91",""
"38","","Poker","194134860","3128700","21144","202","3024","4500","72","62.05",""
"39","","Special Events","185452800","1369260","663080","582","4454","4298","31","135.44",""
"40","","World of Tanks","181496460","6701520","18555","401","8570","4207","155","27.08",""
"41","","Tibia","179836560","4179660","17655","185","4322","4168","96","43.03",""
"42","","Super Smash Bros. Ultimate","170011920","5050080","62859","580","10664","3940","117","33.67",""
"43","","Luigi's Mansion 3","169627800","4149180","41317","985","7983","3932","96","40.88",""
"44","","Warcraft III","162178320","2569320","28438","122","3768","3759","59","63.12",""
"45","","Age of Empires II: Definitive Edition","159766860","1373460","105936","199","3816","3703","31","116.32",""
"46","","ASMR","159472320","2894280","8490","92","1180","3696","67","55.1",""
"47","","NBA 2K20","138552900","10928220","12560","1078","21972","3211","253","12.68",""
"48","","Rust","136429560","7072620","23045","349","12086","3162","163","19.29",""
"49","","Legends of Runeterra","136119900","2334420","77975","1098","6621","3155","54","58.31",""
"50","","SMITE","125575980","5783100","46442","278","10435","2910","134","21.71",""
"51","","Retro","123596160","5070300","15790","190","5805","2865","117","24.38",""
"52","","Dungeons & Dragons","118090560","2323020","68207","232","3874","2737","53","50.83",""
"53","","Black Desert","117630840","5617800","62360","201","6527","2726","130","20.94",""
"54","","Lost Ark","111571800","5822160","8414","343","6385","2586","134","19.16",""
"55","","Need for Speed Heat","108800640","5406000","43162","594","12512","2522","125","20.13",""
"56","","7 Days to Die","105532380","5895540","20463","307","8057","2446","136","17.9",""
"57","","Call of Duty: Black Ops 4","104927760","11927880","30127","508","22621","2432","276","8.8",""
"58","","World of Warships","101787420","3249600","7016","160","3994","2359","75","31.32",""
"59","","Football Manager 2020","97847280","1344840","24476","93","1582","2268","31","72.76",""
"60","","Tekken 7","94302240","2287260","22619","83","6172","2185","53","41.23",""
"61","","Star Citizen","91868220","2209920","44758","161","3031","2129","51","41.57",""
"62","","Games + Demos","87762720","2341500","26280","106","6435","2034","54","37.48",""
"63","","Heroes of the Storm","87082980","3838680","5485","157","5924","2018","88","22.69",""
"64","","The Elder Scrolls Online","80907000","2977740","15115","145","4333","1875","69","27.17",""
"65","","Madden NFL 20","79709760","7520520","17188","598","18715","1847","174","10.6",""
"66","","The Outer Worlds","79521480","7925160","14033","747","21349","1843","183","10.03",""
"67","","Street Fighter V","74510280","1590900","34624","76","2967","1727","36","46.84",""
"68","","Dota Underlords","71000940","1444860","8474","89","3184","1645","33","49.14",""
"69","","Chess","70197420","872880","30979","58","1322","1627","20","80.42",""
"70","","Garena Free Fire","69998700","2122860","14748","105","4032","1622","49","32.97",""
"71","","Warframe","69065700","5947500","52932","262","10159","1600","137","11.61",""
"72","","Monster Hunter: World","69026640","6117060","9689","270","10907","1600","141","11.28",""
"73","","DayZ","67329120","4810380","7313","214","7968","1560","111","14",""
"74","","The Sims 4","63649440","2541000","31058","158","7873","1475","58","25.05",""
"75","","Heroes of Might and Magic III: The Shadow of Death","63025800","569220","12057","36","468","1460","13","110.72",""
"76","","EA Sports UFC 3","62365500","237840","101238","21","1949","1445","5","262.22",""
"77","","VRChat","60980100","3125280","14971","166","5281","1413","72","19.51",""
"78","","osu!","60626280","7536840","17387","320","26161","1405","174","8.04",""
"79","","Food & Drink","59012040","851880","17185","70","4149","1367","19","69.27",""
"80","","Ark: Survival Evolved","58468380","5783160","25600","254","7624","1355","134","10.11",""
"81","","Shenmue III","57300060","739500","25263","131","1405","1328","17","77.48",""
"82","","Borderlands 3","56663520","4487580","15877","263","11712","1313","104","12.63",""
"83","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","56041440","2248680","4808","132","1676","1299","52","24.92",""
"84","","Atlas","54816120","2302620","8075","110","1807","1270","53","23.81",""
"85","","Divinity: Original Sin II","53324100","841260","18488","52","1860","1236","19","63.39",""
"86","","Diablo II: Lord of Destruction","53117340","1113840","13931","58","1764","1231","25","47.69",""
"87","","Summoners War: Sky Arena","53054040","1140540","8738","55","1124","1229","26","46.52",""
"88","","Science & Technology","49227000","4085700","10255","163","6047","1141","94","12.05",""
"89","","Diablo IV","49165140","97200","47472","21","245","1139","2","505.81",""
"90","","StarCraft","48659280","702600","40856","37","908","1127","16","69.26",""
"91","","Battlefield V","47353860","4174680","32287","280","14894","1097","96","11.34",""
"92","","Dragon Ball FighterZ","45830940","1075140","33017","67","3916","1062","24","42.63",""
"93","","Nioh 2","45420780","536040","42913","98","1667","1052","12","84.73",""
"94","","PUBG Mobile","45013440","4410060","10720","188","8400","1043","102","10.21",""
"95","","Ratropolis","44903940","368520","19053","46","850","1040","8","121.85",""
"96","","For Honor","43967040","2604840","8462","255","7049","1019","60","16.88",""
"97","","Left 4 Dead 2","43671420","1250580","16877","123","5867","1012","28","34.92",""
"98","","Dofus","43645140","1066620","4164","59","1230","1011","24","40.92",""
"99","","Darkest Dungeon","43504500","850560","13672","40","2020","1008","19","51.15",""
"100","","Internet Cafe Simulator","42179520","277620","35892","55","1454","977","6","151.93",""
