"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"90","","Travel & Outdoors","114127260","4612860","65437","162","10932","2560","103","24.74",""
"91","","Tibia","112293060","5869920","6825","275","4716","2518","131","19.13",""
"92","","Halo Infinite","111881880","9672360","26007","645","37538","2509","216","11.57",""
"93","","Vampire Survivors","111241380","2569440","81525","162","12751","2495","57","43.29",""
"94","","Animals, Aquariums, and Zoos","109784700","8953800","10434","265","3611","2462","200","12.26",""
"95","","MapleStory","109521000","3752460","9500","171","3359","2456","84","29.19",""
"96","","Ark: Survival Evolved","103770000","15131400","7525","675","42761","2327","339","6.86",""
"97","","Dungeons & Dragons","100503900","4630260","53842","395","8543","2254","103","21.71",""
"98","","Project Zomboid","98179920","4426140","11392","161","8840","2202","99","22.18",""
"99","","Guild Wars 2","97609680","3374160","53428","325","4573","2189","75","28.93",""
"100","","RimWorld","94800900","1927440","16610","80","3031","2126","43","49.18",""
