"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"34","","Virtual Casino","426184860","1786860","79881","86","2204","9560","40","238.51",""
"35","","Genshin Impact","423575640","26002140","439234","2955","69581","9501","583","16.29",""
"36","","World of Tanks","422823960","7924860","37208","411","11571","9484","177","53.35",""
"37","","Poppy Playtime","401976840","5103900","314547","534","42516","9016","114","78.76",""
"38","","Evil Dead: The Game","386474040","9553440","111210","1456","25902","8669","214","40.45",""
"39","","Poker","385962060","4167180","55421","233","4435","8657","93","92.62",""
"40","","Ark: Survival Evolved","343345740","13604700","36585","565","30442","7701","305","25.24",""
"41","","Talk Shows & Podcasts","336186900","10517400","125330","544","22774","7541","235","31.96",""
"42","","I'm Only Sleeping","330825540","5309880","41005","234","5392","7420","119","62.3",""
"43","","Retro","324384120","10188120","30665","366","12582","7276","228","31.84",""
"44","","Special Events","319615440","2334840","276419","280","11536","7169","52","136.89",""
"45","","Trackmania","318402780","1575480","123958","333","3914","7142","35","202.1",""
"46","","Fall Guys","298023360","5499840","96705","287","29608","6685","123","54.19",""
"47","","Among Us","293729760","5070000","187951","335","36507","6588","113","57.93",""
"48","","Rogue Legacy 2","291738300","3395340","57067","226","8040","6544","76","85.92",""
"49","","DayZ","287763780","11811720","34153","534","21576","6454","264","24.36",""
"50","","Red Dead Redemption 2","282547320","14200260","19866","581","34141","6337","318","19.9",""
"51","","VRChat","278939940","5923860","82736","415","15187","6257","132","47.09",""
"52","","Chess","277675320","2519640","76855","129","5792","6228","56","110.2",""
"53","","Diablo II: Resurrected","273873900","8553900","24610","444","7647","6143","191","32.02",""
"54","","Pools, Hot Tubs, and Beaches","272724540","2391000","36925","82","4610","6117","53","114.06",""
"55","","Clash Royale","272048580","3507600","118799","158","39465","6102","78","77.56",""
"56","","Sea of Thieves","256239180","16678500","55818","1148","40605","5747","374","15.36",""
"57","","SMITE","255888900","9182700","18534","430","18810","5739","205","27.87",""
"58","","Old School RuneScape","254543280","6165060","26406","226","6797","5709","138","41.29",""
"59","","NBA 2K22","234401940","26059740","73203","1353","73995","5258","584","8.99",""
"60","","Magic: The Gathering","229437960","3697800","19448","172","6527","5146","82","62.05",""
"61","","Call Of Duty: Modern Warfare","221329140","91236180","35506","3825","250972","4964","2046","2.43",""
"62","","Eternal Return","206083560","3188760","49095","295","4551","4622","71","64.63",""
"63","","The Sims 4","196998600","6038580","77441","255","18992","4418","135","32.62",""
"64","","Super Smash Bros. Ultimate","188516040","5729940","47749","336","13222","4228","128","32.9",""
"65","","Call of Duty: Vanguard","179048520","22887360","27337","1047","68994","4016","513","7.82",""
"66","","Phasmophobia","177766140","14949480","48010","996","61564","3987","335","11.89",""
"67","","Tibia","177696480","7020600","12704","319","5212","3986","157","25.31",""
"68","","Heroes of Might and Magic III: The Restoration of Erathia","173923500","1333140","17033","71","821","3901","29","130.46",""
"69","","Yu-Gi-Oh! Master Duel","170016600","6031620","16921","279","16790","3813","135","28.19",""
"70","","Travel & Outdoors","168935340","4871880","51133","164","13149","3789","109","34.68",""
"71","","Games + Demos","163508340","17189640","49601","625","91433","3667","385","9.51",""
"72","","We Were Here Forever","161807880","2159160","92450","272","5429","3629","48","74.94",""
"73","","Star Citizen","161480820","5144820","269842","288","7070","3622","115","31.39",""
"74","","Mario Kart 8 Deluxe","154020240","3486900","85493","254","14063","3454","78","44.17",""
"75","","Nintendo Switch Sports","149957340","1453920","96381","181","7390","3363","32","103.14",""
"76","","StarCraft II","149295240","2421120","17528","99","4026","3348","54","61.66",""
"77","","Black Desert","147223800","6912960","13036","247","7049","3302","155","21.3",""
"78","","Crypto","143231880","4277460","13856","165","2870","3212","95","33.49",""
"79","","World of Warships","143210400","3505080","16465","158","4806","3212","78","40.86",""
"80","","eBaseball Pawafuru Puroyakyu 2022","139364880","906720","47721","91","1131","3126","20","153.7",""
"81","","Halo Infinite","134385060","9604860","98404","1056","33833","3014","215","13.99",""
"82","","MultiVersus","133449480","2640120","84733","691","10987","2993","59","50.55",""
"83","","Warhammer 40,000: Chaos Gate - Daemonhunters","133275780","1032360","45198","164","1686","2989","23","129.1",""
"84","","Hunt: Showdown","130942980","9937740","18872","452","15049","2937","222","13.18",""
"85","","iRacing","130480980","4028940","82400","369","6715","2926","90","32.39",""
"86","","Age of Empires II","126358080","2235060","11955","99","3369","2834","50","56.53",""
"87","","MapleStory","125216580","3575100","19291","190","3429","2808","80","35.02",""
"88","","Pokémon FireRed/LeafGreen","123023100","1839180","9041","93","3952","2759","41","66.89",""
"89","","Stardew Valley","116702400","7986720","22516","353","24088","2617","179","14.61",""
"90","","Street Fighter V","116298660","2547540","53224","104","5290","2608","57","45.65",""
"91","","F1 2021","115123320","6344820","76949","852","20969","2582","142","18.14",""
"92","","Food & Drink","115069860","1984800","29757","85","9680","2581","44","57.98",""
"93","","Sniper Elite 5","113652120","2908500","109276","742","12202","2549","65","39.08",""
"94","","MLB The Show 22","113202300","5748600","21236","326","14603","2539","128","19.69",""
"95","","Animal Crossing: New Horizons","112903200","4248000","12133","167","8413","2532","95","26.58",""
"96","","Garena Free Fire","112824720","7411140","17923","367","48968","2530","166","15.22",""
"97","","League of Legends: Wild Rift","110455560","5989080","21964","223","22670","2477","134","18.44",""
"98","","Vampire Survivors","108701400","2813580","81925","139","13332","2438","63","38.63",""
"99","","The Stanley Parable: Ultra Deluxe","107525100","1833840","61446","156","9684","2411","41","58.63",""
"100","","Roblox","107225280","21069060","41399","897","141733","2405","472","5.09",""
