"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"39","","Super Smash Bros. Melee","1000747620","7987200","223070","59","10742","1899","15","125.29",""
"40","","Halo 5: Guardians","854257680","48331980","93722","289","79443","1621","91","17.67",""
"41","","Clash Royale","816129780","14092560","80581","86","29084","1548","26","57.91",""
"42","","E3 2016","814758000","974700","891816","980","2548","1546","1","835.91",""
"43","","Blade & Soul","805525020","40177020","67256","1099","43720","1528","76","20.05",""
"44","","Super Smash Bros. for Wii U","804566340","12639120","92079","268","11364","1526","23","63.66",""
"45","","The Culling","779567160","11524560","73601","320","18626","1479","21","67.64",""
"46","","Pokémon Omega Ruby/Alpha Sapphire","743766780","15569940","44480","85","9684","1411","29","47.77",""
"47","","Black Desert","711384660","32977200","50609","744","30352","1349","62","21.57",""
"48","","The Elder Scrolls V: Skyrim","705786600","40105500","168538","1011","71404","1339","76","17.6",""
"49","","Warcraft III","689818200","12269880","41269","69","7673","1309","23","56.22",""
"50","","No Man's Sky","680941320","28035900","218360","4689","76389","1292","53","24.29",""
"51","","Call of Duty: Infinite Warfare","672847020","17551800","105093","1331","100796","1276","33","38.33",""
"52","","Pokémon GO","651396960","5341320","81781","199","15027","1236","10","121.95",""
"53","","NBA 2K17","631404960","41861280","42215","1778","90905","1198","79","15.08",""
"54","","The Binding of Isaac: Repentance","624061620","13538820","14632","86","19704","1184","25","46.09",""
"55","","Stardew Valley","612519480","20384040","50884","375","34476","1162","38","30.05",""
"56","","Dark Souls","595714140","21062460","23491","207","32839","1130","39","28.28",""
"57","","Fallout 4","589893960","97564560","144758","791","204389","1119","185","6.05",""
"58","","Final Fantasy XV","554726700","40603680","110368","3562","83775","1052","77","13.66",""
"59","","Paragon","533032140","49405620","60465","595","59547","1011","93","10.79",""
"60","","Dungeons & Dragons","522141600","6915600","32015","92","4858","990","13","75.5",""
"61","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","514150080","15842880","26042","108","8082","975","30","32.45",""
"62","","The Legend of Zelda: Ocarina of Time","498067620","7345320","131876","64","6651","945","13","67.81",""
"63","","Pokémon Sun/Moon","494922720","5288700","27214","352","4471","939","10","93.58",""
"64","","XCOM 2","485711100","11999040","76838","782","17476","921","22","40.48",""
"65","","Bloodborne","457156920","33574620","199060","257","72420","867","63","13.62",""
"66","","Call of Duty: Modern Warfare Remastered","444427860","10724460","74303","484","64759","843","20","41.44",""
"67","","The Witcher 3: Wild Hunt","425563800","36609300","41007","596","75135","807","69","11.62",""
"68","","osu!","415043760","46999200","37612","192","65969","787","89","8.83",""
"69","","DOOM","414140820","24031860","93713","1704","88175","785","45","17.23",""
"70","","7 Days to Die","398397600","38974800","36862","950","65392","756","73","10.22",""
"71","","Uncharted 4: A Thief's End","397990080","24297240","102374","739","74154","755","46","16.38",""
"72","","Battlefield 4","397133520","65179380","482854","378","174297","753","123","6.09",""
"73","","Darkest Dungeon","394398300","8630580","40249","158","16146","748","16","45.7",""
"74","","Garry's Mod","382729440","19887360","36454","133","50443","726","37","19.24",""
"75","","Mortal Kombat X","360474240","16218660","105232","235","49951","684","30","22.23",""
"76","","World of Warships","351891240","19985880","15376","91","20389","667","37","17.61",""
"77","","Dark Souls II: Scholar of the First Sin","325224300","22041000","26362","245","42348","617","41","14.76",""
"78","","Sid Meier's Civilization VI","321171420","4488840","47793","449","8666","609","8","71.55",""
"79","","Planet Coaster","310413360","4926420","57195","218","9517","589","9","63.01",""
"80","","Madden NFL 16","306128700","58581780","18054","649","87592","580","111","5.23",""
"81","","Tibia","304366080","11316180","5612","63","7301","577","21","26.9",""
"82","","Total War: Warhammer","303986880","5369400","40915","418","7853","576","10","56.61",""
"83","","Warframe","303801840","48805740","30385","239","91271","576","92","6.22",""
"84","","Summoners War: Sky Arena","297139440","8625120","11844","49","3876","563","16","34.45",""
"85","","Final Fantasy XIV: Heavensward","288659820","30314700","32264","310","32866","547","57","9.52",""
"86","","Super Mario 64","282235620","6440640","174067","134","7073","535","12","43.82",""
"87","","Gears of War 4","280452960","16967520","35497","1239","41291","532","32","16.53",""
"88","","Diablo II: Lord of Destruction","276334140","5647500","186000","86","5520","524","10","48.93",""
"89","","RimWorld","276051360","6978900","29626","77","8325","523","13","39.56",""
"90","","Vainglory","274406280","5706000","23099","31","3820","520","10","48.09",""
"91","","Retro","272562180","11232600","33269","65","6041","517","21","24.27",""
"92","","The Elder Scrolls Online","266124000","28565760","8507","154","52222","504","54","9.32",""
"93","","EVE Online","264702480","7028760","15967","74","6715","502","13","37.66",""
"94","","Madden NFL 17","260935500","47599860","19768","1258","67984","495","90","5.48",""
"95","","Friday the 13th: The Game","256172340","1208460","111155","308","3121","486","2","211.98",""
"96","","EA Sports UFC 2","249981180","13040220","49895","254","37691","474","24","19.17",""
"97","","Euro Truck Simulator 2","243967920","21187320","33826","179","30550","462","40","11.51",""
"98","","M.U.G.E.N","243088380","932880","1642","6","367","461","1","260.58",""
"99","","The Legend of Zelda: Majora's Mask","237698100","2892840","141110","45","2783","451","5","82.17",""
"100","","Team Fortress 2","234749400","15697440","32609","103","31702","445","29","14.95",""
