"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","14941519500","172492320","859041","6280","529973","346349","3998","86.62",""
"2","","VALORANT","7629202320","236952000","1197406","7885","424130","176847","5492","32.2",""
"3","","League of Legends","6872361600","129166980","1026764","4447","214447","159303","2994","53.21",""
"4","","Grand Theft Auto V","6275552520","117835020","411106","5050","222758","145469","2731","53.26",""
"5","","Minecraft","3762081660","93890400","609250","4085","325977","87206","2176","40.07",""
"6","","Counter-Strike: Global Offensive","3509174220","47835120","454739","2128","119721","81343","1108","73.36",""
"7","","Dota 2","2852941080","40839900","290187","1838","48411","66132","946","69.86",""
"8","","Apex Legends","2843523120","188575260","176456","6887","367815","65913","4371","15.08",""
"9","","World of Warcraft","2717303040","63148440","388768","7095","64551","62988","1463","43.03",""
"10","","Fortnite","2414071620","207311940","363863","11944","653659","55959","4805","11.64",""
"11","","Slots","2180083500","7019880","174704","262","8167","50535","162","310.56",""
"12","","FIFA 23","1971941400","16484820","487770","5980","64260","45710","382","119.62",""
"13","","Call of Duty: Warzone","1610515440","107589960","238203","5238","200276","37332","2493","14.97",""
"14","","Dead by Daylight","1325023200","74638800","108878","3190","125937","30714","1730","17.75",""
"15","","Teamfight Tactics","1303867980","16046880","73476","917","39041","30224","371","81.25",""
"16","","Special Events","1267596960","3221460","846282","2245","16789","29383","74","393.49",""
"17","","Sports","1039794180","6047460","424208","445","20511","24102","140","171.94",""
"18","","Hearthstone","1037933400","7586940","55873","312","12242","24059","175","136.81",""
"19","","Call of Duty: Modern Warfare II","1009722120","35441340","759147","13751","144542","23405","821","28.49",""
"20","","Music","1003160160","42567480","148147","1585","64899","23253","986","23.57",""
"21","","NBA 2K23","987502440","49766940","352152","7180","97382","22890","1153","19.84",""
"22","","Rust","842864940","16479300","80742","1080","28582","19537","381","51.15",""
"23","","Genshin Impact","792500580","51393300","417817","6499","107826","18370","1191","15.42",""
"24","","Escape from Tarkov","784627740","30556800","42806","1237","30143","18187","708","25.68",""
"25","","Lost Ark","771128700","18187080","65484","1068","14556","17875","421","42.4",""
"26","","Fall Guys","720345900","25369980","193204","1508","151351","16697","588","28.39",""
"27","","Virtual Casino","710978100","2901000","73357","135","3256","16480","67","245.08",""
"28","","ASMR","657516060","7912440","30814","239","11093","15241","183","83.1",""
"29","","Splatoon 3","644269680","23934300","102899","2388","36130","14934","554","26.92",""
"30","","Path of Exile","610485780","9585600","36240","451","8253","14151","222","63.69",""
"31","","Destiny 2","528347640","42922200","47633","2460","79892","12247","994","12.31",""
"32","","PUBG: BATTLEGROUNDS","507462660","30432780","39234","1156","52892","11763","705","16.67",""
"33","","Art","497290500","29900460","52981","1051","60839","11527","693","16.63",""
"34","","Final Fantasy XIV Online","467507460","32661120","33430","3176","32836","10836","757","14.31",""
"35","","World of Tanks","432489120","7388820","40377","393","11167","10025","171","58.53",""
"36","","Tom Clancy's Rainbow Six Siege","428388720","29142180","87771","1299","100700","9930","675","14.7",""
"37","","Rocket League","394830600","35853960","46233","1603","140886","9152","831","11.01",""
"38","","Old School RuneScape","390084660","6707100","51727","263","7221","9042","155","58.16",""
"39","","Poker","388031220","4118220","71390","254","4472","8994","95","94.22",""
"40","","Gundam Evolution","377963520","7098240","160538","2324","23383","8761","164","53.25",""
"41","","I'm Only Sleeping","373338480","7186620","37039","306","6447","8654","166","51.95",""
"42","","Pools, Hot Tubs, and Beaches","362181420","3914400","82752","126","4485","8395","90","92.53",""
"43","","Elden Ring","331163040","17889660","29257","750","44078","7676","414","18.51",""
"44","","Chess","318780780","2487840","64957","133","5950","7389","57","128.14",""
"45","","FIFA 22","312892620","21221700","117349","1477","98111","7252","491","14.74",""
"46","","Overwatch","311891280","21510120","24162","955","54142","7229","498","14.5",""
"47","","Talk Shows & Podcasts","309893400","10353900","126868","528","20707","7183","240","29.93",""
"48","","Red Dead Redemption 2","297953220","15017280","35982","688","33467","6906","348","19.84",""
"49","","Cult of the Lamb","295725120","14809320","33009","999","38489","6855","343","19.97",""
"50","","Albion Online","280639680","2609580","13344","104","3050","6505","60","107.54",""
"51","","VRChat","278183760","5100960","95342","305","12013","6448","118","54.54",""
"52","","DayZ","270546360","11488980","14823","498","20908","6271","266","23.55",""
"53","","New World","267506520","7119120","33100","331","10150","6200","165","37.58",""
"54","","Monster Hunter Rise","261854580","6963720","37660","620","13367","6069","161","37.6",""
"55","","Sea of Thieves","258780540","13997940","131802","1278","31961","5998","324","18.49",""
"56","","Retro","256371180","9474060","13970","375","11409","5942","219","27.06",""
"57","","PlateUp!","249489060","3608580","93147","203","10173","5783","83","69.14",""
"58","","Super Smash Bros. Ultimate","248437260","4339620","131234","255","10019","5758","100","57.25",""
"59","","Black Desert","247707900","7136160","69163","277","7101","5741","165","34.71",""
"60","","Project Zomboid","239752260","5469480","43560","215","10621","5557","126","43.83",""
"61","","The Last of Us Part I","232813500","5616720","74147","771","11857","5396","130","41.45",""
"62","","Omega Strikers","225169800","2870160","78183","328","11227","5219","66","78.45",""
"63","","Magic: The Gathering","224977800","3870360","16341","212","6960","5215","89","58.13",""
"64","","Phasmophobia","222710880","15736500","97940","2606","63947","5162","364","14.15",""
"65","","SMITE","213239400","8481060","14743","402","16555","4942","196","25.14",""
"66","","Disney Dreamlight Valley","207655620","11755740","52232","717","26144","4813","272","17.66",""
"67","","Tower of Fantasy","206299260","9672120","66023","716","18931","4782","224","21.33",""
"68","","Roblox","205264020","25499100","135740","1263","168486","4758","591","8.05",""
"69","","Tibia","203076180","8626680","11357","402","5816","4707","199","23.54",""
"70","","Travel & Outdoors","199345500","4818060","60777","163","11017","4620","111","41.37",""
"71","","Among Us","190806240","4502580","102819","295","31634","4422","104","42.38",""
"72","","Rumbleverse","187475100","5468160","59497","335","25662","4345","126","34.28",""
"73","","Call Of Duty: Modern Warfare","185500080","72809040","38578","3704","216292","4299","1687","2.55",""
"74","","Madden NFL 23","178401660","18343980","65313","1233","47953","4135","425","9.73",""
"75","","Grounded","166675620","3680820","134008","852","12295","3863","85","45.28",""
"76","","Games + Demos","159292980","34756380","26939","7386","216252","3692","805","4.58",""
"77","","The Simpsons","157868580","351840","6494","21","156","3659","8","448.69",""
"78","","Heroes of Might and Magic III: The Restoration of Erathia","157371660","1156860","14667","73","814","3647","26","136.03",""
"79","","Halo Infinite","156148680","5425860","105595","355","19975","3619","125","28.78",""
"80","","Hunt: Showdown","153246900","10339440","13949","495","15157","3552","239","14.82",""
"81","","Clash Royale","151664700","1805640","133440","91","17244","3515","41","83.99",""
"82","","Garena Free Fire","147555000","8197920","185967","382","51027","3420","190","18",""
"83","","Politics","142856820","1282320","76293","102","2593","3311","29","111.4",""
"84","","Trackmania","142095720","995820","73186","82","2426","3293","23","142.69",""
"85","","Total War: Warhammer III","139525860","2560140","14531","162","3274","3234","59","54.5",""
"86","","StarCraft II","135259380","2305440","37432","93","3781","3135","53","58.67",""
"87","","World of Warships","131485620","3272100","15445","161","4411","3047","75","40.18",""
"88","","Food & Drink","127798260","1790340","48008","82","8167","2962","41","71.38",""
"89","","Cyberpunk 2077","127742220","10926480","69450","744","33089","2961","253","11.69",""
"90","","Slime Rancher 2","121071420","3476220","106172","1137","17458","2806","80","34.83",""
"91","","Lineage 2","120390900","4376280","7626","251","2568","2790","101","27.51",""
"92","","Dark and Darker","117928080","662040","108295","322","2522","2733","15","178.13",""
"93","","MultiVersus","117606540","9573180","43026","689","55466","2726","221","12.29",""
"94","","League of Legends: Wild Rift","116938560","5550120","13003","217","20950","2710","128","21.07",""
"95","","God of War","116572020","6069300","82310","328","19301","2702","140","19.21",""
"96","","MapleStory","115916580","3569400","10106","173","3429","2686","82","32.48",""
"97","","Tekken 7","115883580","3856200","56468","144","10208","2686","89","30.05",""
"98","","The Last of Us Part II","109439340","3176400","40708","157","8924","2536","73","34.45",""
"99","","Steelrising","108803820","1985580","61661","306","4375","2522","46","54.8",""
"100","","Stumble Guys","107624520","7358400","49185","344","57831","2494","170","14.63",""
