"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Fortnite","5343180480","326216700","357529","14870","596217","119856","7317","16.38",""
"2","","League of Legends","5165669580","118666800","455329","5256","187707","115874","2661","43.53",""
"3","","Dota 2","4253122740","29228880","1045985","1174","37081","95404","655","145.51",""
"4","","World of Warcraft","4073685600","95646960","1103295","19085","111263","91379","2145","42.59",""
"5","","Just Chatting","3902523120","60160140","203000","1967","155221","87539","1349","64.87",""
"6","","Grand Theft Auto V","3883074180","53259720","204916","2146","101665","87103","1194","72.91",""
"7","","Counter-Strike: Global Offensive","2766775980","58493400","518564","2281","147984","62063","1312","47.3",""
"8","","Overwatch","2104816860","53882340","156073","2813","113361","47214","1208","39.06",""
"9","","Minecraft","1964348880","78097260","233472","2979","202798","44063","1751","25.15",""
"10","","Teamfight Tactics","1761256680","32340660","88505","1322","70274","39507","725","54.46",""
"11","","PUBG: BATTLEGROUNDS","1500898920","62988180","271355","2165","94655","33667","1412","23.83",""
"12","","Hearthstone","1292546040","7388340","112249","905","15433","28993","165","174.94",""
"13","","Apex Legends","1171453320","84606180","194143","4389","166956","26277","1897","13.85",""
"14","","Tom Clancy's Rainbow Six Siege","853922580","52376100","194684","2034","135115","19154","1174","16.3",""
"15","","Slots","748904040","3245940","111701","139","3267","16799","72","230.72",""
"16","","Call of Duty: Black Ops 4","623234220","44496900","220935","2087","79985","13980","998","14.01",""
"17","","Dead by Daylight","483563700","26800860","39159","963","46565","10847","601","18.04",""
"18","","Super Mario Maker 2","428663520","5966160","31187","292","7907","9615","133","71.85",""
"19","","Remnant: From the Ashes","396326580","11769780","94947","1086","24758","8890","264","33.67",""
"20","","Rust","335075580","9197160","37386","484","15449","7516","206","36.43",""
"21","","Super Smash Bros. Ultimate","326909340","5191200","271926","383","10774","7333","116","62.97",""
"22","","Destiny 2","322016640","25691400","74108","1144","41033","7223","576","12.53",""
"23","","StarCraft II","294224640","3854100","45830","137","6261","6599","86","76.34",""
"24","","Magic: The Gathering","272829840","3991740","24218","157","6927","6120","89","68.35",""
"25","","Art","263996040","16142100","15332","569","28552","5921","362","16.35",""
"26","","Old School RuneScape","259726260","5590980","17211","214","7282","5826","125","46.45",""
"27","","Poker","253899060","3136380","26415","167","3079","5695","70","80.95",""
"28","","FIFA 19","248357820","9361920","163812","581","25701","5571","210","26.53",""
"29","","Music","241002420","15149040","20097","472","13232","5406","339","15.91",""
"30","","Rocket League","231514080","15912960","41865","653","58293","5193","356","14.55",""
"31","","Dota Underlords","213537360","3814020","20710","196","7855","4789","85","55.99",""
"32","","Fire Emblem: Three Houses","212456280","6228600","25207","398","5755","4765","139","34.11",""
"33","","Black Desert","205377840","8586060","28018","290","9585","4606","192","23.92",""
"34","","No Man's Sky","197676060","7275240","68188","835","17239","4434","163","27.17",""
"35","","Final Fantasy XIV Online","195220260","18661200","27189","1707","20982","4379","418","10.46",""
"36","","ASMR","188585520","2697660","15294","89","1328","4230","60","69.91",""
"37","","World of Tanks","185616000","6875040","61123","323","8974","4163","154","27",""
"38","","Madden NFL 20","183984660","12313020","33946","714","24909","4127","276","14.94",""
"39","","Tekken 7","182105040","3042360","236556","113","7956","4084","68","59.86",""
"40","","Talk Shows & Podcasts","181735860","3385440","72689","174","7622","4076","75","53.68",""
"41","","Call of Duty: Warzone","170079360","3542400","387902","1762","16771","3815","79","48.01",""
"42","","Street Fighter V","166121400","2130180","194951","116","4185","3726","47","77.98",""
"43","","Monster Hunter: World","164379600","9199920","22814","385","19494","3687","206","17.87",""
"44","","Escape from Tarkov","160685520","9844380","14228","389","10726","3604","220","16.32",""
"45","","Games + Demos","159372180","2402460","27833","100","7341","3574","53","66.34",""
"46","","Oxygen Not Included","154836360","3044160","26229","140","4865","3473","68","50.86",""
"47","","Ark: Survival Evolved","141411960","8140620","31947","355","10944","3172","182","17.37",""
"48","","Path of Exile","139396440","4896300","19950","222","6719","3126","109","28.47",""
"49","","Hunt: Showdown","130940640","4615740","31759","261","8229","2937","103","28.37",""
"50","","The Dark Pictures Anthology: Man of Medan","122174580","1468320","96786","1097","6872","2740","32","83.21",""
"51","","Ancestors: The Humankind Odyssey","120156840","1234740","56387","339","3660","2695","27","97.31",""
"52","","Special Events","119904840","830400","391074","580","2552","2689","18","144.39",""
"53","","DayZ","112463880","7406520","25587","413","11633","2522","166","15.18",""
"54","","Dungeons & Dragons","111852600","2439180","57307","194","3971","2509","54","45.86",""
"55","","The Elder Scrolls Online","111262560","3880920","17328","179","5932","2495","87","28.67",""
"56","","Chess","110166900","911520","24780","56","1342","2471","20","120.86",""
"57","","Tibia","108039480","4342740","6216","185","4157","2423","97","24.88",""
"58","","World of Warships","107205000","3469680","12119","160","4457","2404","77","30.9",""
"59","","Warcraft III","99813840","1979040","23686","94","2127","2238","44","50.44",""
"60","","NBA 2K19","98128380","9078660","36907","481","23301","2201","203","10.81",""
