"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Just Chatting","10961322120","154973880","573912","5586","324606","245879","3476","70.73",""
"2","","League of Legends","8107396320","194919000","494759","7246","223201","181861","4372","41.59",""
"3","","Fortnite","6318348840","532939980","328230","21039","681016","141730","11954","11.86",""
"4","","Grand Theft Auto V","5647798200","96864120","378519","3752","130521","126689","2172","58.31",""
"5","","Call of Duty: Warzone","5264890620","387310440","357124","16641","420466","118099","8687","13.59",""
"6","","VALORANT","3410453580","216509160","151120","8081","285520","76501","4856","15.75",""
"7","","Minecraft","3171886860","124860360","443809","4437","248121","71150","2800","25.4",""
"8","","Counter-Strike: Global Offensive","2514146520","71222520","197934","3034","126894","56396","1597","35.3",""
"9","","Dota 2","2154415680","34272660","193157","1301","27565","48326","768","62.86",""
"10","","World of Warcraft","2114612820","71968620","247146","3821","64159","47434","1614","29.38",""
"11","","Apex Legends","1440086160","120205860","181143","4158","156699","32303","2696","11.98",""
"12","","Hearthstone","1300363800","10024980","72440","363","12587","29169","224","129.71",""
"13","","Ghost of Tsushima","1281468600","49085640","312594","5993","55600","28745","1101","26.11",""
"14","","Escape from Tarkov","1211987520","44625780","78327","1841","33086","27186","1001","27.16",""
"15","","Dead by Daylight","1142059320","61087020","65116","2138","81765","25618","1370","18.7",""
"16","","Music","1124054520","38095380","123955","1461","36181","25214","854","29.51",""
"17","","Overwatch","1042083120","53030100","70577","1879","81725","23375","1189","19.65",""
"18","","Special Events","873584700","2560080","1379046","3180","8927","19595","57","341.23",""
"19","","Hyper Scape","856281660","20706300","456629","2136","60778","19207","464","41.35",""
"20","","FIFA 20","856215300","30298260","87350","1621","56403","19206","679","28.26",""
"21","","Tom Clancy's Rainbow Six Siege","778600860","81935280","47393","2863","144626","17465","1837","9.5",""
"22","","Slots","745660080","4593360","95566","177","3584","16726","103","162.33",""
"23","","PUBG: BATTLEGROUNDS","703251780","35381280","57693","1220","36800","15775","793","19.88",""
"24","","Teamfight Tactics","664212840","13217580","112915","482","26957","14899","296","50.25",""
"25","","Path of Exile","615524340","14895960","50665","611","10103","13807","334","41.32",""
"26","","NBA 2K20","607622460","47137980","76626","2079","70302","13629","1057","12.89",""
"27","","Destiny 2","588089580","50443980","52632","2406","54420","13191","1131","11.66",""
"28","","Poker","486915240","4555200","88133","305","4356","10922","102","106.89",""
"29","","Art","463240980","29054280","21218","1006","43954","10391","651","15.94",""
"30","","TrackMania","459348300","3698580","150360","433","11584","10303","82","124.2",""
"31","","Garena Free Fire","443190960","7942500","110371","353","11651","9941","178","55.8",""
"32","","Chess","402642780","3295260","103274","157","7403","9031","73","122.19",""
"33","","Rocket League","384289740","30193080","37288","1125","81236","8620","677","12.73",""
"34","","Hunt: Showdown","368599980","7534200","52276","362","9284","8268","169","48.92",""
"35","","Sea of Thieves","358341300","20948040","41888","905","33636","8038","469","17.11",""
"36","","Old School RuneScape","350183940","8745900","19120","312","7764","7855","196","40.04",""
"37","","StarCraft II","349874460","4587480","53544","168","5457","7848","102","76.27",""
"38","","Rogue Company","337205940","16103940","97100","2158","40425","7564","361","20.94",""
"39","","Magic: The Gathering","323981640","5830680","21089","243","7000","7267","130","55.56",""
"40","","The Elder Scrolls Online","319868160","7005840","57057","308","8560","7175","157","45.66",""
"41","","ASMR","300316140","3975240","15041","124","1637","6736","89","75.55",""
"42","","Fall Guys","297673080","1453080","243704","1237","6871","6677","32","204.86",""
"43","","Rust","296174280","12272280","40911","741","17294","6643","275","24.13",""
"44","","Talk Shows & Podcasts","296005620","6517260","70773","356","10918","6639","146","45.42",""
"45","","SMITE","292139460","13826580","28440","681","19476","6553","310","21.13",""
"46","","F1 2020","284104500","6564720","48705","566","14591","6372","147","43.28",""
"47","","Tibia","265573260","8523720","17516","377","5446","5957","191","31.16",""
"48","","Dark Souls III","258941700","11010960","26973","415","19717","5808","246","23.52",""
"49","","Among Us","249406440","2427000","85125","221","8466","5594","54","102.76",""
"50","","Grounded","244844160","4637220","256957","2516","16804","5492","104","52.8",""
"51","","Black Desert","240419280","9160980","27341","303","7839","5392","205","26.24",""
"52","","Animal Crossing: New Horizons","232692780","9399960","43056","681","16671","5219","210","24.75",""
"53","","Pokémon Sword/Shield","227393460","8370420","15223","364","10238","5100","187","27.17",""
"54","","Monster Hunter: World","225756480","14655300","34374","1152","20530","5064","328","15.4",""
"55","","Dungeons & Dragons","211654620","4233720","116840","366","6460","4747","94","49.99",""
"56","","VRChat","206388300","5477520","24751","257","8250","4629","122","37.68",""
"57","","The Last of Us Part II","206106900","11360100","30007","942","31673","4623","254","18.14",""
"58","","World of Tanks","183735060","7483320","30277","351","7117","4121","167","24.55",""
"59","","Games + Demos","177220620","3540960","55936","144","8708","3975","79","50.05",""
"60","","Retro","173929140","7649400","16095","286","8465","3901","171","22.74",""
"61","","Super Mario Maker 2","172624140","3025440","23272","135","3970","3872","67","57.06",""
"62","","World of Warships","165948900","4463640","18090","220","4500","3722","100","37.18",""
"63","","Science & Technology","165277140","9319680","24548","330","8898","3707","209","17.73",""
"64","","Diablo III","163844880","9725940","28302","1563","13483","3675","218","16.85",""
"65","","eBaseball Powerful Pro Yakyū 2020","162846480","511140","23142","53","459","3652","11","318.59",""
"66","","Super Smash Bros. Ultimate","154996200","8167020","14704","532","13564","3476","183","18.98",""
"67","","Halo: The Master Chief Collection","148656360","11898900","56362","1111","24965","3334","266","12.49",""
"68","","Warcraft III","147282060","2193360","28334","91","1987","3303","49","67.15",""
"69","","Paper Mario: The Origami King","146625360","4867680","40084","935","7623","3289","109","30.12",""
"70","","MapleStory","145859700","4997400","19262","221","5248","3271","112","29.19",""
"71","","Age of Empires II: Definitive Edition","141271980","2575680","18809","104","3273","3168","57","54.85",""
"72","","Final Fantasy XIV Online","140778960","15117120","41554","920","15714","3157","339","9.31",""
"73","","DayZ","140719860","8566380","34790","356","10483","3156","192","16.43",""
"74","","Heroes of the Storm","136396440","4937520","14726","195","5738","3059","110","27.62",""
"75","","Legends of Runeterra","134955240","2621580","67871","113","4222","3027","58","51.48",""
"76","","7 Days to Die","134828460","9298200","23930","411","10624","3024","208","14.5",""
"77","","Red Dead Redemption 2","134730300","14079600","13455","842","20422","3022","315","9.57",""
"78","","Heroes of Might and Magic III: The Shadow of Death","132307080","882420","10963","42","596","2967","19","149.94",""
"79","","Death Stranding","132154020","5993460","74535","819","8932","2964","134","22.05",""
"80","","Fitness & Health","128629620","1568520","104165","81","3570","2885","35","82.01",""
"81","","Ark: Survival Evolved","125329440","14369700","18359","571","15586","2811","322","8.72",""
"82","","Brawlhalla","122851620","6361560","41874","300","18732","2755","142","19.31",""
"83","","Pummel Party","122286660","3315600","110744","301","14704","2743","74","36.88",""
"84","","Marbles On Stream","120501960","4060140","42372","176","14573","2703","91","29.68",""
"85","","Detroit: Become Human","109242360","3171120","27407","183","9620","2450","71","34.45",""
"86","","Street Fighter V","106656540","2474280","37634","105","3572","2392","55","43.11",""
"87","","The Sims 4","94711500","4528080","22232","235","11280","2124","101","20.92",""
"88","","Madden NFL 20","94394520","13153080","22152","808","25456","2117","295","7.18",""
"89","","Terraria","91975260","6460680","32901","256","12844","2063","144","14.24",""
"90","","Dark Souls","91090140","4114860","18271","164","7266","2043","92","22.14",""
"91","","Food & Drink","90075960","1679580","15266","76","5885","2020","37","53.63",""
"92","","Roblox","89159280","16282980","13013","586","35538","1999","365","5.48",""
"93","","Korean Baseball League","88618860","195240","24214","40","106","1987","4","453.9",""
"94","","osu!","88077300","11415960","14550","406","28354","1975","256","7.72",""
"95","","Pogostuck: Rage With Your Friends","87841320","407460","36177","39","1482","1970","9","215.58",""
"96","","Super Mario 64","87144000","2263080","30989","111","4016","1954","50","38.51",""
"97","","Super Smash Bros. Melee","86381940","2076120","38548","124","4272","1937","46","41.61",""
"98","","PUBG Mobile","85590540","5401920","25729","211","6063","1919","121","15.84",""
"99","","Green Hell","85476360","1648560","44816","97","3892","1917","36","51.85",""
"100","","Clubhouse Games: 51 Worldwide Classics","83059680","295440","39190","23","1092","1863","6","281.14",""
