"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"27","","Virtual Casino","735794820","3137760","90657","154","3818","16505","70","234.5",""
"28","","Genshin Impact","730068360","48757440","536889","5467","98863","16376","1093","14.97",""
"29","","ASMR","675524220","8264460","52844","366","13461","15153","185","81.74",""
"30","","Destiny 2","671769060","44949900","451907","11764","81185","15068","1008","14.94",""
"31","","MultiVersus","664255020","37710120","130171","3176","218400","14900","845","17.61",""
"32","","Tom Clancy's Rainbow Six Siege","545729820","31297320","159589","1282","110786","12241","702","17.44",""
"33","","Special Events","537561540","3040740","905377","2174","15733","12058","68","176.79",""
"34","","PUBG: BATTLEGROUNDS","531352860","32402400","74544","1390","58423","11919","726","16.4",""
"35","","Art","519209040","31262460","33234","2021","66131","11646","701","16.61",""
"36","","Super People","503044980","12121980","142409","1406","29518","11284","271","41.5",""
"37","","Pools, Hot Tubs, and Beaches","475905240","3784800","92193","196","6603","10675","84","125.74",""
"38","","Project Zomboid","461849040","6767700","125605","407","14496","10360","151","68.24",""
"39","","Old School RuneScape","447280440","7498800","64684","594","8087","10033","168","59.65",""
"40","","Final Fantasy XIV Online","404685240","27623520","69343","3434","34028","9077","619","14.65",""
"41","","I'm Only Sleeping","360282900","6135960","32495","253","6080","8081","137","58.72",""
"42","","Sea of Thieves","356791740","18796800","99659","1171","44047","8003","421","18.98",""
"43","","The Mortuary Assistant","346500300","5439720","109580","462","24222","7772","122","63.7",""
"44","","World of Tanks","329494080","7500300","40548","366","11465","7391","168","43.93",""
"45","","Elden Ring","326152980","20535060","79019","848","50248","7316","460","15.88",""
"46","","Black Desert","323074860","8388840","19200","364","8059","7247","188","38.51",""
"47","","Overwatch","322168260","23923620","33615","1320","58396","7226","536","13.47",""
"48","","Poker","311279700","3923580","44542","204","4422","6982","88","79.34",""
"49","","Talk Shows & Podcasts","303943140","10206480","50968","532","21593","6817","228","29.78",""
"50","","Albion Online","303463200","2859840","25413","192","3299","6807","64","106.11",""
"51","","Chess","299269680","2584380","40559","141","6061","6713","57","115.8",""
"52","","Red Dead Redemption 2","282785160","15004380","43493","732","36960","6343","336","18.85",""
"53","","Among Us","270089340","5248740","311180","404","39769","6058","117","51.46",""
"54","","DayZ","268345200","11874480","47845","567","22459","6019","266","22.6",""
"55","","Retro","262029660","9811620","22107","668","11513","5877","220","26.71",""
"56","","Travel & Outdoors","251696100","5556060","79288","187","14610","5645","124","45.3",""
"57","","Monster Hunter Rise","250963020","14431620","41470","1182","21992","5629","323","17.39",""
"58","","Mario Kart 8 Deluxe","238856340","4054380","205388","813","17641","5357","90","58.91",""
"59","","VRChat","236150760","5587920","50393","412","13835","5297","125","42.26",""
"60","","SMITE","234406500","9022740","30874","598","17871","5258","202","25.98",""
"61","","Rumbleverse","232401660","7657320","47845","653","45205","5213","171","30.35",""
"62","","Call Of Duty: Modern Warfare","230971500","91353360","51255","3747","261313","5181","2049","2.53",""
"63","","Super Smash Bros. Ultimate","229853520","4457700","106839","507","10503","5155","99","51.56",""
"64","","Roblox","225671100","30849660","116965","1188","203413","5062","692","7.32",""
"65","","Madden NFL 23","216235680","13840320","48592","1468","40464","4850","310","15.62",""
"66","","Tibia","210887160","8429520","16639","506","5651","4730","189","25.02",""
"67","","Ark: Survival Evolved","204615720","13258200","37817","554","29493","4589","297","15.43",""
"68","","PlateUp!","193249140","1629600","81971","230","4861","4334","36","118.59",""
"69","","NBA 2K22","190899000","22275000","61428","1195","75081","4282","499","8.57",""
"70","","F1 22","183855000","6647400","95126","763","21052","4124","149","27.66",""
"71","","Magic: The Gathering","179222880","3291000","31403","199","6090","4020","73","54.46",""
"72","","Stray","176150640","10903320","84515","927","58084","3951","244","16.16",""
"73","","Phasmophobia","171754800","13942860","24906","1050","60698","3852","312","12.32",""
"74","","Hunt: Showdown","170719020","11904720","70082","653","17679","3829","267","14.34",""
"75","","The Simpsons","169722240","401400","16261","26","171","3807","9","422.83",""
"76","","Tekken 7","166497180","3647760","204274","188","9101","3734","81","45.64",""
"77","","Clash Royale","163405980","2353020","32636","119","25091","3665","52","69.45",""
"78","","Street Fighter V","162764340","2530020","249613","145","5235","3651","56","64.33",""
"79","","Total War: Warhammer III","162666120","2035800","15426","397","3322","3648","45","79.9",""
"80","","Saints Row","159428760","6077520","106609","1423","19290","3576","136","26.23",""
"81","","Guild Wars 2","159428340","3456960","49943","350","4894","3576","77","46.12",""
"82","","The Sims 4","155668380","6076740","51122","319","20487","3491","136","25.62",""
"83","","Pokémon FireRed/LeafGreen","154327260","2245260","26406","127","4939","3461","50","68.73",""
"84","","Heroes of Might and Magic III: The Restoration of Erathia","153787560","1229640","18345","62","820","3449","27","125.07",""
"85","","Trackmania","153349500","1200420","35172","113","2809","3439","26","127.75",""
"86","","Games + Demos","150614280","23623140","101700","837","162811","3378","529","6.38",""
"87","","Garena Free Fire","148953720","8665560","20850","477","55912","3341","194","17.19",""
"88","","MapleStory","142105140","4441020","14821","196","4284","3187","99","32",""
"89","","F1 Manager 2022","138096360","1499520","63541","481","4159","3097","33","92.09",""
"90","","Stumble Guys","136077900","9643680","59836","440","81359","3052","216","14.11",""
"91","","Eternal Return","135334500","2182800","23494","118","3053","3035","48","62",""
"92","","World of Warships","134592540","3358440","15085","148","4698","3019","75","40.08",""
"93","","Guilty Gear: Strive","132862380","2475240","183988","235","7628","2980","55","53.68",""
"94","","ALTF4","130766340","703140","73711","76","5469","2933","15","185.97",""
"95","","StarCraft II","123983700","2526480","26994","145","4070","2781","56","49.07",""
"96","","Call of Duty: Vanguard","123769800","18305280","30355","1041","55578","2776","410","6.76",""
"97","","League of Legends: Wild Rift","123108240","5898780","14704","285","21713","2761","132","20.87",""
"98","","Farthest Frontier","121287840","1598400","40888","199","3205","2720","35","75.88",""
"99","","Food & Drink","120224820","1786260","32799","96","9500","2696","40","67.31",""
"100","","Raft","115943400","6753960","26430","381","21337","2600","151","17.17",""
