"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"43","","Escape from Tarkov","97145940","4393980","43484","224","5548","2251","101","22.11",""
"44","","Super Smash Bros. Melee","93423960","824040","58406","65","2155","2165","19","113.37",""
"45","","Nioh","87049920","2759640","18262","143","5149","2017","63","31.54",""
"46","","Hand of Fate 2","81728880","854220","45824","91","2307","1894","19","95.68",""
"47","","The Sims 4","81015300","2189280","51126","191","7492","1877","50","37.01",""
"48","","Street Fighter V","80027160","1593000","38108","71","3642","1855","36","50.24",""
"49","","Gwent: The Witcher Card Game","76683540","1013040","32455","56","1616","1777","23","75.7",""
"50","","NBA 2K18","76452060","6843960","40119","326","18287","1772","158","11.17",""
"51","","Tekken 7","74840520","1555380","48884","102","5613","1734","36","48.12",""
"52","","Ark: Survival Evolved","74300220","6271620","4938","280","11805","1722","145","11.85",""
"53","","Always On","72161880","326460","16659","14","27","1672","7","221.04",""
"54","","Need For Speed: Payback","68242560","1855320","42462","182","4519","1581","43","36.78",""
"55","","RimWorld","65249820","1405260","19095","80","2361","1512","32","46.43",""
"56","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","58796760","2438700","5928","158","1880","1362","56","24.11",""
"57","","Summoners War: Sky Arena","57613020","927720","57021","51","1130","1335","21","62.1",""
"58","","Wolfenstein II: The New Colossus","55389780","1444740","21865","126","6010","1283","33","38.34",""
"59","","Clash Royale","54688620","776880","24354","46","2056","1267","18","70.4",""
"60","","The Evil Within 2","54193140","1434900","15008","150","5837","1256","33","37.77",""
"61","","Final Fantasy XIV Online","53662020","4652640","5820","328","6975","1243","107","11.53",""
"62","","Dark Souls III","52054260","3484440","5970","150","10391","1206","80","14.94",""
"63","","Dark Souls","51885600","1396080","19785","72","2987","1202","32","37.17",""
"64","","Dungeons & Dragons","51701100","1623900","23841","143","2323","1198","37","31.84",""
"65","","DayZ","50921820","1763460","7499","98","2859","1180","40","28.88",""
"66","","Warcraft III","50431140","1198800","9913","57","1279","1169","27","42.07",""
"67","","Paladins","50177760","3488880","14388","155","10230","1163","80","14.38",""
"68","","Dragon Warrior IV","49585800","352860","15066","47","314","1149","8","140.53",""
"69","","Retro","47899380","2725980","8985","119","3145","1110","63","17.57",""
"70","","L.A. Noire","46608240","642180","15020","58","1761","1080","14","72.58",""
"71","","Arma 3","46040820","3559680","10929","253","6370","1067","82","12.93",""
"72","","Bloodborne","45629400","1844040","7962","95","5405","1057","42","24.74",""
"73","","Lineage 2: Revolution","43960860","625500","59839","82","1114","1019","14","70.28",""
"74","","7 Days to Die","43837620","3506700","7900","161","6548","1016","81","12.5",""
"75","","Human: Fall Flat","43513080","614700","43479","69","3133","1008","14","70.79",""
"76","","Throne of Lies: Medieval Politics","43345980","362460","25658","22","620","1004","8","119.59",""
"77","","Chess","42498900","301320","20254","21","542","985","6","141.04",""
"78","","Football Manager 2018","42324300","754560","8026","54","849","981","17","56.09",""
"79","","The Legend of Zelda: A Link to the Past","42307380","1367160","6219","120","1491","980","31","30.95",""
"80","","Heroes of Might and Magic III: The Shadow of Death","41874540","324180","7451","25","413","970","7","129.17",""
"81","","The Binding of Isaac: Repentance","41244480","946560","12284","53","2883","956","21","43.57",""
"82","","Stardew Valley","40102620","2120820","10375","100","5672","929","49","18.91",""
"83","","Penn & Teller's Smoke and Mirrors","39686340","10740","8395","3","11","919","0","3695.19",""
"84","","Games + Demos","39300960","825660","23117","45","2401","911","19","47.6",""
"85","","Horizon Zero Dawn","38136420","2169060","21590","149","9324","884","50","17.58",""
"86","","South Park: The Fractured But Whole","38102940","1703760","12824","138","6535","883","39","22.36",""
"87","","Madden NFL 18","37314960","7450200","12835","513","19856","864","172","5.01",""
"88","","The Elder Scrolls V: Skyrim","37289160","3678240","11856","178","9945","864","85","10.14",""
"89","","osu!","37271880","4546620","12443","223","17337","863","105","8.2",""
"90","","Cuphead","37118580","2445600","10776","174","13488","860","56","15.18",""
"91","","Tibia","36437760","1622160","2563","80","1944","844","37","22.46",""
"92","","Euro Truck Simulator 2","35189760","2753280","41378","167","6351","815","63","12.78",""
"93","","The Jackbox Party Pack 4","33795060","800700","24362","95","2794","783","18","42.21",""
"94","","Fallout 4","32151060","3316320","8178","145","8988","745","76","9.69",""
"95","","Super Smash Bros. for Wii U","32076540","777000","15368","68","1614","743","18","41.28",""
"96","","Super Mario Maker","31241640","482040","3775","28","566","724","11","64.81",""
"97","","Age of Empires II","31093680","385620","5401","20","470","720","8","80.63",""
"98","","MU Legend","30561540","2042220","6090","276","3227","708","47","14.96",""
"99","","World of Warships","30547740","2040480","3424","103","3566","708","47","14.97",""
"100","","Paragon","29718240","2829120","2930","146","4580","688","65","10.5",""
