"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"26","","Blade & Soul","161009340","7565460","13190","392","14201","3861","181","21.28",""
"27","","Poker","147903120","2216160","14039","115","2458","3546","53","66.74",""
"28","","Super Mario Maker","143761080","1352880","17034","67","1933","3447","32","106.26",""
"29","","Magic: The Gathering","143391780","898980","42656","54","1099","3438","21","159.5",""
"30","","NBA 2K16","133212060","11458800","15504","698","32604","3194","274","11.63",""
"31","","American Truck Simulator","128076000","3750840","47163","363","7784","3071","89","34.15",""
"32","","Far Cry: Primal","118443180","910560","74111","200","14688","2840","21","130.08",""
"33","","DayZ","117508800","3809760","17834","223","5873","2817","91","30.84",""
"34","","Darkest Dungeon","113896740","1981020","25411","135","4560","2731","47","57.49",""
"35","","Dark Souls","112560300","2151780","19851","109","4514","2699","51","52.31",""
"36","","Halo 5: Guardians","110810340","4646820","40968","271","12903","2657","111","23.85",""
"37","","Rocket League","110571480","11112420","18130","640","45485","2651","266","9.95",""
"38","","The Culling","110161380","362280","73601","178","1267","2641","8","304.08",""
"39","","Dying Light","99481260","6532980","33983","544","25127","2385","156","15.23",""
"40","","Ark: Survival Evolved","96586860","4626960","10969","203","8888","2316","110","20.87",""
"41","","Dark Souls II: Scholar of the First Sin","96145620","3797580","21944","182","9572","2305","91","25.32",""
"42","","Music","95691360","1768620","7473","83","4640","2294","42","54.11",""
"43","","Firewatch","94144320","1722720","149305","700","8421","2257","41","54.65",""
"44","","Black Desert","91291200","2604180","50609","744","5259","2189","62","35.06",""
"45","","Rust","87894480","3163260","32222","158","6844","2107","75","27.79",""
"46","","Path of Exile","79545420","2204340","25344","98","3425","1907","52","36.09",""
"47","","Naruto Shippuden: Ultimate Ninja Storm 4","73691520","2312100","34575","339","17467","1767","55","31.87",""
"48","","The Binding of Isaac: Repentance","72954840","1539360","14243","77","3763","1749","36","47.39",""
"49","","Super Smash Bros. for Wii U","70302060","1475340","32237","268","3068","1685","35","47.65",""
"50","","Madden NFL 16","67527180","10266960","17751","605","28958","1619","246","6.58",""
"51","","Bloodborne","65954760","4651860","8631","208","12994","1581","111","14.18",""
"52","","The Legend of Zelda: Ocarina of Time","61376280","703680","7905","51","1051","1471","16","87.22",""
"53","","Pokémon Omega Ruby/Alpha Sapphire","60844860","1073640","16439","59","1510","1459","25","56.67",""
"54","","Stardew Valley","53479980","662760","46505","243","2034","1282","15","80.69",""
"55","","Warcraft III","53188200","908400","26558","46","1062","1275","21","58.55",""
"56","","Layers of Fear","46198260","1108020","22325","180","6339","1107","26","41.69",""
"57","","ShellShock Live","41954100","236160","63570","26","928","1006","5","177.65",""
"58","","Garry's Mod","41658900","2090880","28763","119","7268","999","50","19.92",""
"59","","Fallout 4","41004300","8978040","12375","391","29191","983","215","4.57",""
"60","","Battlefield 4","39120120","5590980","34159","263","19956","938","134","7",""
"61","","Rise of the Tomb Raider","38798940","1924440","15297","173","6445","930","46","20.16",""
"62","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","35973420","1291320","6122","85","1247","862","30","27.86",""
"63","","osu!","34779420","3862320","5164","180","13119","834","92","9",""
"64","","Super Smash Bros. Melee","34464540","632400","37100","58","1884","826","15","54.5",""
"65","","Unravel","32450520","1003200","33485","202","5283","778","24","32.35",""
"66","","Dungeons & Dragons","31862040","481920","20772","52","842","764","11","66.11",""
"67","","The Witness","30540060","1003680","30359","105","2982","732","24","30.43",""
"68","","Twitch Plays","29279820","767340","3099","29","135","702","18","38.16",""
"69","","Yakuza Kiwami","28325580","79740","20238","12","96","679","1","355.22",""
"70","","Mortal Kombat X","28099560","1400640","18537","88","6517","673","33","20.06",""
"71","","Knight Online","27842820","464160","3184","29","523","667","11","59.99",""
"72","","Duelyst","27691560","376860","22997","29","858","664","9","73.48",""
"73","","The Witcher 3: Wild Hunt","26239560","2637960","8528","133","7843","629","63","9.95",""
"74","","Tibia","25762080","894420","3775","50","1158","617","21","28.8",""
"75","","Warframe","25705560","5040120","13152","237","13464","616","120","5.1",""
"76","","World of Warships","24300120","1588260","3353","74","3108","582","38","15.3",""
"77","","Cities: Skylines","23218500","789300","13723","80","2590","556","18","29.42",""
"78","","SUPERHOT","23089980","287820","49550","108","2159","553","6","80.22",""
"79","","Sid Meier's Civilization V","22953600","702660","2281","41","2043","550","16","32.67",""
"80","","Vainglory","22863180","537660","6908","26","626","548","12","42.52",""
"81","","Star Wars Battlefront","22696800","3788700","5625","201","0","544","90","5.99",""
"82","","Super Mario 64","22645980","492540","10589","37","1022","543","11","45.98",""
"83","","The Sims 4","22491360","579780","12456","39","1744","539","13","38.79",""
"84","","M.U.G.E.N","22015500","55920","1285","4","62","527","1","393.7",""
"85","","Final Fantasy XIV: Heavensward","21492720","2237100","3246","249","6468","515","53","9.61",""
"86","","The Elder Scrolls Online","21214920","2730420","2373","128","7096","508","65","7.77",""
"87","","Undertale","20750400","1534080","5832","97","6056","497","36","13.53",""
"88","","Golf With Your Friends","19842180","51780","41428","11","384","475","1","383.2",""
"89","","The Legend of Zelda: Majora's Mask","19048500","273720","2916","21","430","456","6","69.59",""
"90","","Guild Wars 2","18973620","1317960","5146","70","2628","455","31","14.4",""
"91","","Heroes of Newerth","18928860","610320","2281","32","760","453","14","31.01",""
"92","","Summoners War: Sky Arena","18777420","717480","2453","40","686","450","17","26.17",""
"93","","Clash of Clans","18109860","813660","2087","44","1552","434","19","22.26",""
"94","","Metal Gear Solid V: The Phantom Pain","17674560","2157960","3469","98","6530","423","51","8.19",""
"95","","Dragon's Dogma: Dark Arisen","17640600","712920","4538","51","1670","423","17","24.74",""
"96","","Scrap Mechanic","17450580","420540","12555","30","1302","418","10","41.5",""
"97","","Mafia LIVE!","17393820","86220","8076","12","105","417","2","201.74",""
"98","","Call of Duty: Black Ops II","17236440","1682640","21911","95","4186","413","40","10.24",""
"99","","APB Reloaded","16656840","644820","17386","37","1073","399","15","25.83",""
"100","","MapleStory","16366260","743880","2638","34","1127","392","17","22",""
