"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"62","","Raft","78439260","3033180","17769","257","10827","1818","70","25.86",""
"63","","VRChat","76310940","3701280","12889","183","5279","1768","85","20.62",""
"64","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","73777020","2106180","7225","134","1606","1710","48","35.03",""
"65","","The Legend of Zelda: Ocarina of Time","72770700","1426380","152961","91","1706","1686","33","51.02",""
"66","","Dark Souls III","69475380","5124780","12258","217","14978","1610","118","13.56",""
"67","","The Sims 4","68483940","2396220","35283","198","7256","1587","55","28.58",""
"68","","Super Smash Bros. for Wii U","65594400","898320","27946","64","2095","1520","20","73.02",""
"69","","Dark Souls II","64011480","436200","23315","35","1215","1483","10","146.75",""
"70","","Retro","63766500","3732360","6271","143","4609","1478","86","17.08",""
"71","","Super Mario Maker","63586740","541680","164695","30","660","1473","12","117.39",""
"72","","Tekken 7","62384820","1715580","18040","71","5356","1446","39","36.36",""
"73","","Sea of Thieves","61681200","4948020","41503","261","12945","1429","114","12.47",""
"74","","The Crew 2","60096060","2866800","37298","510","12091","1393","66","20.96",""
"75","","Dauntless","59161920","6204180","10156","557","15913","1371","143","9.54",""
"76","","For Honor","58718160","4601040","23701","308","17148","1361","106","12.76",""
"77","","Slay the Spire","57538620","1403940","11695","58","4765","1333","32","40.98",""
"78","","Monster Hunter: World","57296880","3657660","7169","180","14190","1328","84","15.66",""
"79","","Gwent: The Witcher Card Game","57289920","898980","3139","58","1422","1328","20","63.73",""
"80","","MapleStory","54859920","2141580","14398","135","3132","1271","49","25.62",""
"81","","Super Smash Bros. Melee","52471080","828840","124689","51","2481","1216","19","63.31",""
"82","","Conan Exiles","51906480","4382580","8175","276","6875","1203","101","11.84",""
"83","","Wreckfest","51202320","686460","79719","73","2416","1186","15","74.59",""
"84","","Call of Duty: Black Ops III","50849820","10661220","3772","542","44428","1178","247","4.77",""
"85","","Fallout 4","49193700","7321500","5939","290","20479","1140","169","6.72",""
"86","","Tibia","49178400","2658660","3515","126","2891","1139","61","18.5",""
"87","","Pokémon Ultra Sun/Ultra Moon","48419520","1638600","7382","71","2230","1122","37","29.55",""
"88","","Arma 3","47621280","3834000","10585","278","7021","1103","88","12.42",""
"89","","osu!","47386140","6632760","9140","264","25383","1098","153","7.14",""
"90","","Stardew Valley","47183880","4059720","12698","200","11626","1093","94","11.62",""
"91","","Baldi's Basics in Education and Learning","46862100","154380","38533","15","1573","1086","3","303.55",""
"92","","The Forest","46541760","3118320","13728","174","10595","1078","72","14.93",""
"93","","CRSED: F.O.A.D.","46398120","778080","58647","126","6737","1075","18","59.63",""
"94","","Bless Online","45712920","3022860","9552","335","3964","1059","70","15.12",""
"95","","The Binding of Isaac: Repentance","44932920","1172340","65789","60","3925","1041","27","38.33",""
"96","","Shadowverse","44265300","1235520","17929","86","1664","1026","28","35.83",""
"97","","Battlefield 1","43419060","5141760","30358","230","18680","1006","119","8.44",""
"98","","Tom Clancy's The Division","42851040","5614200","5428","278","13406","993","130","7.63",""
"99","","The Last of Us","42704100","1985640","15085","121","5516","989","46","21.51",""
"100","","The Legend of Zelda: A Link to the Past","41227920","1571100","10356","118","2019","955","36","26.24",""
