"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"28","","Special Events","468189660","3170700","3123208","6191","11817","10852","73","147.66",""
"29","","Garena Free Fire","455235000","10042560","89514","526","10254","10552","232","45.33",""
"30","","Art","417335340","26914920","30805","938","40716","9673","623","15.51",""
"31","","The Last of Us","376290660","14573340","124711","1266","14176","8722","337","25.82",""
"32","","Rocket League","372052560","27940200","71629","1117","76014","8624","647","13.32",""
"33","","Old School RuneScape","368940660","8464080","28364","338","7646","8552","196","43.59",""
"34","","Pokémon Sword/Shield","362828160","11611020","115043","2345","16206","8410","269","31.25",""
"35","","Terraria","314824500","11738460","37539","659","21963","7297","272","26.82",""
"36","","Magic: The Gathering","310608960","5448000","27473","297","6689","7200","126","57.01",""
"37","","StarCraft II","289778460","4494420","24748","175","5121","6717","104","64.48",""
"38","","ASMR","287635080","3594720","16091","119","1608","6667","83","80.02",""
"39","","Poker","282335700","4530240","23510","301","4097","6544","105","62.32",""
"40","","Talk Shows & Podcasts","272206140","6511500","96639","727","11447","6309","150","41.8",""
"41","","Animal Crossing: New Horizons","271821960","10155180","24104","541","17257","6300","235","26.77",""
"42","","Rust","258561060","10174440","44671","725","14303","5993","235","25.41",""
"43","","Tibia","241244400","8425740","11994","347","5420","5592","195","28.63",""
"44","","The Elder Scrolls Online","233522220","7012740","40295","303","8205","5413","162","33.3",""
"45","","SMITE","231348360","10575300","25557","514","14889","5362","245","21.88",""
"46","","Games + Demos","221207640","3630000","48897","167","9686","5127","84","60.94",""
"47","","World of Tanks","206566560","7818060","33592","406","7454","4788","181","26.42",""
"48","","Black Desert","201697020","9478620","10218","370","7919","4675","219","21.28",""
"49","","Super Mario Maker 2","196943460","3082080","26483","127","4137","4565","71","63.9",""
"50","","Red Dead Redemption 2","190852380","12298440","46850","487","18229","4424","285","15.52",""
"51","","Dark Souls III","176395740","9223920","25730","364","17122","4088","213","19.12",""
"52","","Warcraft III","175680960","2361480","18084","113","2154","4072","54","74.39",""
"53","","Super Smash Bros. Ultimate","175435980","7815180","84802","1627","12885","4066","181","22.45",""
"54","","Pummel Party","173072340","2221800","107269","279","10176","4011","51","77.9",""
"55","","Ark: Survival Evolved","165107520","16360800","32686","806","21832","3827","379","10.09",""
"56","","Retro","162918240","7220820","10679","274","8118","3776","167","22.56",""
"57","","Football Manager 2020","151608960","1968720","23262","129","2244","3514","45","77.01",""
"58","","The Sims 4","150531780","4823460","45055","313","11668","3489","111","31.21",""
"59","","Legends of Runeterra","149754480","3794460","13967","193","6183","3471","87","39.47",""
"60","","World of Warships","148963620","4087080","18152","196","4230","3453","94","36.45",""
"61","","The Elder Scrolls V: Skyrim","146915280","6478020","29653","262","11073","3405","150","22.68",""
"62","","VRChat","146226600","4953240","10310","213","7562","3389","114","29.52",""
"63","","Age of Empires II: Definitive Edition","135783660","2339880","28514","104","3006","3147","54","58.03",""
"64","","F1 2019","135236640","2571480","106783","260","8466","3134","59","52.59",""
"65","","Fitness & Health","134243880","1747140","48075","122","3543","3111","40","76.84",""
"66","","Hunt: Showdown","131748960","5311440","50318","322","6944","3053","123","24.8",""
"67","","Korean Baseball League","130132380","234960","44595","55","151","3016","5","553.85",""
"68","","Final Fantasy XIV Online","129603840","13935720","15257","886","14712","3004","323","9.3",""
"69","","Clubhouse Games: 51 Worldwide Classics","125798280","484800","65020","52","1655","2916","11","259.48",""
"70","","Marbles On Stream","125662140","4135920","47344","213","13468","2912","95","30.38",""
"71","","Heroes of the Storm","125206440","4825380","8647","205","5506","2902","111","25.95",""
"72","","Minecraft Dungeons","125154480","12778080","33762","1460","36229","2901","296","9.79",""
"73","","Madden NFL 20","125026800","13210620","36494","818","23227","2898","306","9.46",""
"74","","Heroes of Might and Magic III: The Shadow of Death","124580880","802800","19435","42","579","2887","18","155.18",""
"75","","Star Citizen","123035100","3427500","26212","194","3476","2851","79","35.9",""
"76","","SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated","121748580","2485260","93617","1209","9998","2822","57","48.99",""
"77","","Science & Technology","118112400","8336760","18999","293","8382","2737","193","14.17",""
"78","","DayZ","116180280","7463700","29501","350","9241","2693","173","15.57",""
"79","","Monster Train","115527180","1372080","13524","112","2390","2677","31","84.2",""
"80","","Detroit: Become Human","113813220","2865840","64309","223","9299","2638","66","39.71",""
"81","","Poly Bridge 2","112156560","660840","58914","54","2344","2599","15","169.72",""
"82","","MapleStory","110609640","4775580","23399","305","4874","2563","110","23.16",""
"83","","Super Mario 64","105702240","2272440","18442","107","3727","2450","52","46.51",""
"84","","Kingdom Come: Deliverance","103100400","1159920","23111","61","1633","2389","26","88.89",""
"85","","iRacing","102583320","6399480","28478","1529","5778","2377","148","16.03",""
"86","","Street Fighter V","92690880","2338800","30429","91","3308","2148","54","39.63",""
"87","","Food & Drink","91109520","1520820","28106","67","5283","2111","35","59.91",""
"88","","The Legend of Zelda: Breath of the Wild","86865960","3341220","21415","146","5128","2013","77","26",""
"89","","Sekiro: Shadows Die Twice","86571960","2922360","19111","135","7737","2006","67","29.62",""
"90","","Dungeons & Dragons","85012920","3959220","53654","359","6195","1970","91","21.47",""
"91","","Travel & Outdoors","84580200","3924300","28497","161","5032","1960","90","21.55",""
"92","","Raid: Shadow Legends","84117120","1053660","24651","55","1327","1949","24","79.83",""
"93","","GeoGuessr","83005200","586560","25578","48","2125","1924","13","141.51",""
"94","","Monster Hunter: World","82120680","7276980","13547","267","10980","1903","168","11.28",""
"95","","Total War: Warhammer II","80805540","1897800","13825","94","2388","1873","43","42.58",""
"96","","Mortal Kombat 11","80506680","4003800","28406","187","8422","1866","92","20.11",""
"97","","Summoners War: Sky Arena","79452420","1608540","7764","83","1417","1841","37","49.39",""
"98","","The Witcher 3: Wild Hunt","73791420","5417460","8263","271","9748","1710","125","13.62",""
"99","","osu!","72818400","10763400","9802","415","27334","1687","249","6.77",""
"100","","7 Days to Die","72627300","4501140","34546","400","6309","1683","104","16.14",""
