"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"60","","Call Of Duty: Modern Warfare","215322840","85979160","10620","3598","245864","4991","1993","2.5",""
"61","","Eternal Return","214172460","3511020","27645","230","5012","4964","81","61",""
"62","","Black Desert","205353240","7215420","13071","259","7239","4760","167","28.46",""
"63","","Super Smash Bros. Ultimate","194400240","5209860","73468","310","12091","4506","120","37.31",""
"64","","Monster Hunter Rise","191656740","12165780","109700","2788","23492","4442","282","15.75",""
"65","","The Sims 4","191382780","6047400","49441","415","19645","4436","140","31.65",""
"66","","Clash Royale","189711420","2992680","84392","138","34378","4397","69","63.39",""
"67","","V Rising","189088560","9863460","33005","786","20720","4383","228","19.17",""
"68","","Travel & Outdoors","188738280","5061300","47918","176","14426","4375","117","37.29",""
"69","","Magic: The Gathering","185966640","3213960","13703","142","5777","4310","74","57.86",""
"70","","Games + Demos","185719140","24053100","59785","1263","177222","4305","557","7.72",""
"71","","Tibia","183712620","7775220","9047","362","5467","4258","180","23.63",""
"72","","Trackmania","178923660","1214340","186003","92","3221","4147","28","147.34",""
"73","","League of Legends: Wild Rift","174184920","5671920","36643","234","21955","4037","131","30.71",""
"74","","Heroes of Might and Magic III: The Restoration of Erathia","161352240","1278540","16695","71","836","3740","29","126.2",""
"75","","Call of Duty: Vanguard","160619880","20404080","16316","1066","61994","3723","472","7.87",""
"76","","MapleStory","159828960","4295760","29135","344","4751","3704","99","37.21",""
"77","","Mario Strikers: Battle League","156621600","2046240","98682","686","9650","3630","47","76.54",""
"78","","StarCraft II","148058760","2471100","25861","92","4017","3432","57","59.92",""
"79","","Star Citizen","142033080","4434960","31913","194","5943","3292","102","32.03",""
"80","","Pokémon Legends: Arceus","139871580","4048560","20369","205","8086","3242","93","34.55",""
"81","","Roblox","134564340","23451060","76214","1045","157298","3119","543","5.74",""
"82","","Football Manager 2022","134085840","1527300","25454","103","2386","3108","35","87.79",""
"83","","Pokémon FireRed/LeafGreen","134075220","2031240","13083","107","4325","3107","47","66.01",""
"84","","Stumble Guys","132055680","8513280","30199","455","65903","3061","197","15.51",""
"85","","World of Warships","130642620","3345480","13578","161","4737","3028","77","39.05",""
"86","","Ni no Kuni: Cross Worlds","124827420","3735300","24635","247","6743","2893","86","33.42",""
"87","","Call of Duty: Black Ops II","124245960","1436580","215866","82","8791","2880","33","86.49",""
"88","","Stardew Valley","119409540","8242380","18901","359","25108","2767","191","14.49",""
"89","","Age of Empires II","115766820","2019780","20525","87","3141","2683","46","57.32",""
"90","","Mario Kart 8 Deluxe","115734720","2824560","72671","252","11995","2682","65","40.97",""
"91","","Cuphead","106150080","2185740","154109","935","14461","2460","50","48.56",""
"92","","Street Fighter V","105943560","2597520","44120","112","6192","2455","60","40.79",""
"93","","Sniper Elite 5","104786400","4062600","29462","338","15682","2428","94","25.79",""
"94","","Hunt: Showdown","103864020","8398140","15077","412","13272","2407","194","12.37",""
"95","","F1 2021","103298940","5115780","94642","640","19215","2394","118","20.19",""
"96","","MLB The Show 22","101822040","4992540","26247","291","13217","2360","115","20.39",""
"97","","Garena Free Fire","101628240","7641240","15178","362","49418","2355","177","13.3",""
"98","","Yu-Gi-Oh! Master Duel","101123640","4303020","16384","166","12628","2344","99","23.5",""
"99","","Food & Drink","100767180","1904460","22674","84","9655","2335","44","52.91",""
"100","","RimWorld","100587180","1984680","36333","90","2924","2331","46","50.68",""
