"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"71","","Final Fantasy XIV Online","62201400","6221700","16882","520","9214","1395","139","10",""
"72","","Arma 3","62069760","4258380","11085","270","7343","1392","95","14.58",""
"73","","Darwin Project","61884180","4530480","133712","233","14138","1388","101","13.66",""
"74","","For Honor","61563120","2828400","34118","187","9104","1380","63","21.77",""
"75","","The Legend of Zelda: A Link to the Past","60000720","2012340","8196","135","2357","1345","45","29.82",""
"76","","Mount & Blade: Warband","58128000","444240","12312","26","1355","1303","9","130.85",""
"77","","Terraria","54564180","2021640","6733","92","5817","1223","45","26.99",""
"78","","Monster Hunter: World","53837940","3546360","7675","291","16633","1207","79","15.18",""
"79","","Tibia","53742960","2807520","3003","119","3073","1205","62","19.14",""
"80","","Super Mario Maker","52291020","576600","7018","33","676","1172","12","90.69",""
"81","","Paladins","51847740","5410380","25179","247","19894","1163","121","9.58",""
"82","","Battlefield 1","49384260","4539600","234047","316","17994","1107","101","10.88",""
"83","","World of Warships","48542460","2683500","6965","115","4431","1088","60","18.09",""
"84","","Moonlighter","46017180","631560","30600","273","2326","1032","14","72.86",""
"85","","osu!","45908880","6724920","12049","268","24900","1029","150","6.83",""
"86","","Radical Heights","45681840","1096260","118141","123","5007","1024","24","41.67",""
"87","","Pokémon Ultra Sun/Ultra Moon","44535480","1682640","11194","117","2164","999","37","26.47",""
"88","","The Elder Scrolls V: Skyrim","41325120","4046160","9062","150","10873","926","90","10.21",""
"89","","Cities: Skylines","40850880","1125780","10835","70","3638","916","25","36.29",""
"90","","Super Smash Bros. for Wii U","40599120","834900","17814","59","1749","910","18","48.63",""
"91","","Age of Empires II","40460280","756360","9564","42","1701","907","16","53.49",""
"92","","The Witcher 3: Wild Hunt","40446540","2775300","11395","139","7660","907","62","14.57",""
"93","","Bloodborne","39099300","2672940","7025","109","7981","877","59","14.63",""
"94","","Summoners War: Sky Arena","38647560","1022280","2781","48","1179","866","22","37.81",""
"95","","Beat Saber","38225640","1079520","36416","86","4939","857","24","35.41",""
"96","","Infestation: The New Z","37948320","939120","3049","42","1140","851","21","40.41",""
"97","","Clash Royale","36567540","823140","16595","43","2501","820","18","44.42",""
"98","","Hunt: Showdown","36547860","1311780","48180","68","2888","819","29","27.86",""
"99","","Super Mario Odyssey","36060660","701340","19571","35","1528","808","15","51.42",""
"100","","Darkest Dungeon","35837520","1082280","15151","53","2774","803","24","33.11",""
