"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"45","","Dungeons & Dragons","105380160","2115960","47909","178","3219","2363","47","49.8",""
"46","","Ark: Survival Evolved","101482500","7405140","12996","302","13761","2276","166","13.7",""
"47","","Dark Souls III","96559860","6211920","15677","240","17020","2165","139","15.54",""
"48","","Fist of the North Star: Lost Paradise","93069780","394380","50661","103","397","2087","8","235.99",""
"49","","Slay the Spire","92506920","2455380","9358","113","6672","2075","55","37.68",""
"50","","Tekken 7","89989320","1845600","45219","131","6254","2018","41","48.76",""
"51","","Destiny 2","89010780","9481920","17524","775","20175","1996","212","9.39",""
"52","","Friends Marble","88111140","162600","40295","23","545","1976","3","541.89",""
"53","","Golfing Over It with Alva Majo","86012040","210480","69792","102","1363","1929","4","408.65",""
"54","","Super Seducer","83116140","354540","45059","49","1716","1864","7","234.43",""
"55","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","81173820","2744520","7753","149","2031","1820","61","29.58",""
"56","","Warcraft III","79026240","1599240","30146","73","1834","1772","35","49.41",""
"57","","The Elder Scrolls V: Skyrim","78693900","4170540","13623","165","10761","1765","93","18.87",""
"58","","Diablo III","72035340","7275660","5103","412","14469","1615","163","9.9",""
"59","","Games + Demos","71279520","1297620","21161","56","3856","1598","29","54.93",""
"60","","Dungreed","71238780","742500","34086","78","2398","1597","16","95.94",""
"61","","The Elder Scrolls: Legends","65037420","810960","4134","36","793","1458","18","80.2",""
"62","","Kingdom Come: Deliverance","64578780","4001520","29622","327","8856","1448","89","16.14",""
"63","","Tom Clancy's The Division","63188340","6243480","10447","297","12240","1417","140","10.12",""
"64","","Final Fantasy XV","60495480","5527920","16369","692","12161","1357","124","10.94",""
"65","","Retro","60418200","3830160","7829","155","4307","1355","85","15.77",""
"66","","Subnautica","60294660","3001680","14824","163","6945","1352","67","20.09",""
"67","","Arma 3","59417040","4041840","16395","278","6954","1332","90","14.7",""
"68","","Warframe","59002740","6292140","32493","253","13796","1323","141","9.38",""
"69","","Battlerite","57842160","2213100","28200","128","7392","1297","49","26.14",""
"70","","Chess","57771480","679980","15126","36","882","1295","15","84.96",""
"71","","Ni no Kuni II: Revenant Kingdom","57513840","2437980","30369","528","6872","1290","54","23.59",""
"72","","Always On","55181160","617460","6109","15","20","1237","13","89.37",""
"73","","Final Fantasy XIV Online","54864540","6596880","6121","523","9088","1230","147","8.32",""
"74","","They Are Billions","54792240","955740","12839","44","1977","1229","21","57.33",""
"75","","Yakuza 0","51988260","425280","15887","29","914","1166","9","122.24",""
"76","","Clash Royale","50870700","945660","19491","54","2608","1141","21","53.79",""
"77","","Hunt: Showdown","50622000","3197160","13092","241","7633","1135","71","15.83",""
"78","","Pokémon Ultra Sun/Ultra Moon","49026900","1589040","6228","81","1791","1099","35","30.85",""
"79","","Into the Breach","47187120","1205880","12904","151","3779","1058","27","39.13",""
"80","","Super Smash Bros. Melee","47169480","933000","33904","59","2457","1058","20","50.56",""
"81","","Terraria","44689920","1996980","19024","100","5404","1002","44","22.38",""
"82","","Age of Empires II","44261220","826200","8032","47","1705","992","18","53.57",""
"83","","DayZ","43706580","1842480","35848","97","2946","980","41","23.72",""
"84","","The Legend of Zelda: Breath of the Wild","43551600","2031540","8344","89","3439","976","45","21.44",""
"85","","TrackMania 2: Stadium","42929880","332280","27921","40","848","962","7","129.2",""
"86","","Summoners War: Sky Arena","42814500","1057860","5257","56","1226","960","23","40.47",""
"87","","Super Mario Maker","42446280","580920","7742","33","668","952","13","73.07",""
"88","","Dark Souls","39668880","1664760","10404","89","3960","889","37","23.83",""
"89","","The Last of Us","39457320","1369500","37803","68","4246","885","30","28.81",""
"90","","NBA 2K18","38421000","6617340","8654","319","20468","861","148","5.81",""
"91","","osu!","38133420","6205440","14877","277","22513","855","139","6.15",""
"92","","World of Warships","37828800","2575920","9546","125","4734","848","57","14.69",""
"93","","Paladins","36306660","4348680","19175","220","14634","814","97","8.35",""
"94","","The Legend of Zelda: A Link to the Past","35910600","1806660","5825","135","1987","805","40","19.88",""
"95","","Arena of Valor","35547120","653580","8080","34","1005","797","14","54.39",""
"96","","Super Mario Odyssey","35042280","966420","11716","52","2289","786","21","36.26",""
"97","","Super Smash Bros. for Wii U","34842540","1020240","19892","69","2000","781","22","34.15",""
"98","","Tibia","34337280","2231040","4301","106","2404","770","50","15.39",""
"99","","Madden NFL 18","33709140","6928500","24148","439","18538","756","155","4.87",""
"100","","PixArk","30999540","797280","37396","181","2158","695","17","38.88",""
