"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Fortnite","7103470440","363751620","862789","17082","741423","159342","8159","19.53",""
"2","","League of Legends","5329221780","95388600","362400","3212","147060","119542","2139","55.87",""
"3","","PUBG: BATTLEGROUNDS","2826355500","120484380","325535","4278","210438","63399","2702","23.46",""
"4","","Dota 2","2406623640","25281600","397940","1473","34579","53984","567","95.19",""
"5","","Overwatch","1923218880","59505120","239954","2852","135198","43140","1334","32.32",""
"6","","IRL","1901360940","29128200","134195","998","83712","42650","653","65.28",""
"7","","Counter-Strike: Global Offensive","1684693560","47402280","490657","2336","121083","37790","1063","35.54",""
"8","","Hearthstone","1684453440","11388720","149880","399","26716","37784","255","147.91",""
"9","","Sea of Thieves","934015560","32591880","255998","4908","66327","20951","731","28.66",""
"10","","World of Warcraft","678203100","37694520","56918","2139","48940","15213","845","17.99",""
"11","","Grand Theft Auto V","626155080","19115160","50916","920","47821","14045","428","32.76",""
"12","","Far Cry 5","613083180","11496480","258270","2864","46193","13752","257","53.33",""
"13","","Tom Clancy's Rainbow Six Siege","565220040","42012780","54414","2490","119029","12678","942","13.45",""
"14","","Path of Exile","523972800","13943820","59007","1813","14567","11753","312","37.58",""
"15","","StarCraft II","500208840","4691220","60745","193","7480","11220","105","106.63",""
"16","","Rocket League","331840440","12309660","96377","565","53875","7443","276","26.96",""
"17","","RuneScape","327712560","7143660","74563","267","9889","7351","160","45.87",""
"18","","A Way Out","325389720","5382300","233484","1587","21244","7299","120","60.46",""
"19","","Heroes of the Storm","320279580","8323740","48779","314","13757","7184","186","38.48",""
"20","","Talk Shows & Podcasts","304889400","2653620","77922","381","9049","6839","59","114.9",""
"21","","Warhammer: Vermintide 2","279041700","11608920","77418","854","24407","6259","260","24.04",""
"22","","FIFA 18","277345380","9659580","37994","646","32105","6221","216","28.71",""
"23","","Creative","267101220","17895660","21502","659","33251","5991","401","14.93",""
"24","","Music","261401280","8096100","14313","249","9143","5863","181","32.29",""
"25","","Dead by Daylight","245760480","12748080","16458","470","21545","5512","285","19.28",""
"26","","Casino_old","223929300","1298460","23349","60","1108","5023","29","172.46",""
"27","","Minecraft","217608480","13471200","30679","596","39153","4881","302","16.15",""
"28","","Black Desert","210538380","8646120","12125","272","9853","4722","193","24.35",""
"29","","World of Tanks","207307080","8057580","62930","409","11954","4650","180","25.73",""
"30","","Monster Hunter: World","201746460","9366420","27282","523","43868","4525","210","21.54",""
"31","","Magic: The Gathering","180573420","2034600","19451","260","3253","4050","45","88.75",""
"32","","Poker","177419820","2597940","17154","155","2567","3979","58","68.29",""
"33","","Darwin Project","163402620","3309960","200629","311","9422","3665","74","49.37",""
"34","","Call of Duty: WWII","148285860","5141100","39134","258","48156","3326","115","28.84",""
"35","","Z1: Battle Royale","132224100","5789220","75573","362","16924","2965","129","22.84",""
"36","","Bloodborne","131783340","8223000","14171","476","29620","2956","184","16.03",""
"37","","Street Fighter V","122761500","1767660","73042","76","4242","2753","39","69.45",""
"38","","Escape from Tarkov","121998480","6453720","15960","310","8643","2736","144","18.9",""
"39","","Dragon Ball FighterZ","121701240","3592800","53093","286","14710","2729","80","33.87",""
"40","","SMITE","118281120","7287960","12101","293","14035","2653","163","16.23",""
"41","","Gwent: The Witcher Card Game","114563040","1561140","46675","72","2470","2569","35","73.38",""
"42","","Surviving Mars","111267300","2045340","36527","451","4219","2495","45","54.4",""
"43","","VRChat","111262380","3938040","11783","201","5717","2495","88","28.25",""
"44","","Rust","108168180","5107020","13336","288","8995","2426","114","21.18",""
